Genus;Epithet;Author;Whole
Metastelma;quitense;(K.Schum.) Liede       ;Metastelma quitense (K.Schum.) Liede       
Cynanchum;racemosum;(Jacq.) Jacq.       ;Cynanchum racemosum (Jacq.) Jacq.       
Cynanchum;riometense;Sundell        ;Cynanchum riometense Sundell        
Cynanchum;rioparanense;Sundell        ;Cynanchum rioparanense Sundell        
Scyphostelma;ruizteranii;(Morillo) Liede & Meve     ;Scyphostelma ruizteranii (Morillo) Liede & Meve     
Jobinia;umbellata;(Rusby) Liede & Meve     ;Jobinia umbellata (Rusby) Liede & Meve     
Metastelma;sepicola;Pittier        ;Metastelma sepicola Pittier        
Scyphostelma;siderocalyx;(Morillo) Liede & Meve     ;Scyphostelma siderocalyx (Morillo) Liede & Meve     
Metastelma;spruceanum;(Morillo) Liede       ;Metastelma spruceanum (Morillo) Liede       
Orthosia;stannardii;(Morillo) Liede & Meve     ;Orthosia stannardii (Morillo) Liede & Meve     
Cynanchum;stenospira;K.Schum.        ;Cynanchum stenospira K.Schum.        
Jobinia;tarmensis;(Schltr.) Liede & Meve     ;Jobinia tarmensis (Schltr.) Liede & Meve     
Jobinia;tiarata;(Malme) Liede & Meve     ;Jobinia tiarata (Malme) Liede & Meve     
Cynanchum;trollii;Liede & Meve      ;Cynanchum trollii Liede & Meve      
Cynanchum;unguiculatum;Ruiz & Pav. ex Britton    ;Cynanchum unguiculatum Ruiz & Pav. ex Britton    
Scyphostelma;velutinum;(Morillo) Liede & Meve     ;Scyphostelma velutinum (Morillo) Liede & Meve     
Cynanchum;violator;R.W.Holm        ;Cynanchum violator R.W.Holm        
Orthosia;angustifolia;(Turcz.) Liede & Meve     ;Orthosia angustifolia (Turcz.) Liede & Meve     
Metastelma;pedunculare;Decne.        ;Metastelma pedunculare Decne.        
Scyphostelma;wurdackii;(Morillo) Liede & Meve     ;Scyphostelma wurdackii (Morillo) Liede & Meve     
Cynanchum;brasiliense;(Morillo) Liede       ;Cynanchum brasiliense (Morillo) Liede       
Orthosia;calycina;(Schltr.) Liede & Meve     ;Orthosia calycina (Schltr.) Liede & Meve     
Jobinia;canoi;(Morillo) Liede & Meve     ;Jobinia canoi (Morillo) Liede & Meve     
Cynanchum;carautanum;(Fontella & E.A.Schwarz) Morillo     ;Cynanchum carautanum (Fontella & E.A.Schwarz) Morillo     
Metastelma;chimantense;(Morillo) Liede       ;Metastelma chimantense (Morillo) Liede       
Cynanchum;cyathiforme;(Sundell) W.D.Stevens       ;Cynanchum cyathiforme (Sundell) W.D.Stevens       
Cynanchum;hickenii;Malme        ;Cynanchum hickenii Malme        
Cynanchum;jaliscanum;(Vail) Woodson       ;Cynanchum jaliscanum (Vail) Woodson       
Scyphostelma;luteynii;(Morillo) Liede & Meve     ;Scyphostelma luteynii (Morillo) Liede & Meve     
Jobinia;neei;(Morillo) Liede & Meve     ;Jobinia neei (Morillo) Liede & Meve     
Metastelma;peruvianum;Schltr.        ;Metastelma peruvianum Schltr.        
Jobinia;schizocorona;(Liede & Meve) Liede & Meve   ;Jobinia schizocorona (Liede & Meve) Liede & Meve   
Cynanchum;surrubriflorum;W.D.Stevens        ;Cynanchum surrubriflorum W.D.Stevens        
Dictyanthus;aeneus;Woodson        ;Dictyanthus aeneus Woodson        
Dictyanthus;altatensis;(Brandegee) W.D.Stevens       ;Dictyanthus altatensis (Brandegee) W.D.Stevens       
Dictyanthus;asper;(Mill.) W.D.Stevens       ;Dictyanthus asper (Mill.) W.D.Stevens       
Dictyanthus;ceratopetalus;Donn.Sm.        ;Dictyanthus ceratopetalus Donn.Sm.        
Dictyanthus;eximius;(W.D.Stevens) W.D.Stevens       ;Dictyanthus eximius (W.D.Stevens) W.D.Stevens       
Dictyanthus;hamatus;(W.D.Stevens) W.D.Stevens       ;Dictyanthus hamatus (W.D.Stevens) W.D.Stevens       
Dictyanthus;lautus;(W.D.Stevens) W.D.Stevens       ;Dictyanthus lautus (W.D.Stevens) W.D.Stevens       
Dictyanthus;macvaughianus;(W.D.Stevens) W.D.Stevens       ;Dictyanthus macvaughianus (W.D.Stevens) W.D.Stevens       
Matelea;hemsleyana;Woodson        ;Matelea hemsleyana Woodson        
Dictyanthus;pavonii;Decne.        ;Dictyanthus pavonii Decne.        
Dictyanthus;sepicola;(W.D.Stevens) W.D.Stevens       ;Dictyanthus sepicola (W.D.Stevens) W.D.Stevens       
Dictyanthus;suffruticosus;(W.D.Stevens) W.D.Stevens       ;Dictyanthus suffruticosus (W.D.Stevens) W.D.Stevens       
Dictyanthus;tigrinus;Conz. & Standl.      ;Dictyanthus tigrinus Conz. & Standl.      
Dictyanthus;tuberosus;B.L.Rob.        ;Dictyanthus tuberosus B.L.Rob.        
Dictyanthus;yucatanensis;Standl.        ;Dictyanthus yucatanensis Standl.        
Ditassa;acerifolia;Lasser & Maguire      ;Ditassa acerifolia Lasser & Maguire      
Ditassa;albiflora;Schltr.        ;Ditassa albiflora Schltr.        
Ditassa;albonerva;(R.W.Holm) Morillo       ;Ditassa albonerva (R.W.Holm) Morillo       
Ditassa;anderssonii;Morillo        ;Ditassa anderssonii Morillo        
Ditassa;angustifolia;Decne.        ;Ditassa angustifolia Decne.        
Ditassa;auyantepuiensis;(Steyerm.) Morillo       ;Ditassa auyantepuiensis (Steyerm.) Morillo       
Ditassa;ayangannensis;Morillo        ;Ditassa ayangannensis Morillo        
Ditassa;bicolor;Decne.        ;Ditassa bicolor Decne.        
Ditassa;bolivarensis;(R.W.Holm) Morillo       ;Ditassa bolivarensis (R.W.Holm) Morillo       
Ditassa;buntingii;(Morillo) Liede       ;Ditassa buntingii (Morillo) Liede       
Ditassa;carnevalii;(Morillo) Morillo       ;Ditassa carnevalii (Morillo) Morillo       
Ditassa;caucana;Pittier        ;Ditassa caucana Pittier        
Ditassa;ciliata;(Moldenke) Morillo       ;Ditassa ciliata (Moldenke) Morillo       
Ditassa;colellae;(Morillo) Morillo       ;Ditassa colellae (Morillo) Morillo       
Ditassa;conceptionis;Fontella        ;Ditassa conceptionis Fontella        
Ditassa;hispida;(Vell.) Fontella       ;Ditassa hispida (Vell.) Fontella       
Ditassa;crassa;Schltr.        ;Ditassa crassa Schltr.        
Ditassa;dardanoi;T.U.P.Konno & Wand.      ;Ditassa dardanoi T.U.P.Konno & Wand.      
Ditassa;dolichoglossa;Schltr.        ;Ditassa dolichoglossa Schltr.        
Ditassa;duartei;Fontella & T.U.P.Konno      ;Ditassa duartei Fontella & T.U.P.Konno      
Ditassa;duidae;Gleason        ;Ditassa duidae Gleason        
Ditassa;edmundoi;Fontella & C.Valente      ;Ditassa edmundoi Fontella & C.Valente      
Ditassa;emmerichii;Fontella        ;Ditassa emmerichii Fontella        
Ditassa;endoleuca;Schltr.        ;Ditassa endoleuca Schltr.        
Ditassa;eximia;Decne.        ;Ditassa eximia Decne.        
Ditassa;fiebrigii;Malme        ;Ditassa fiebrigii Malme        
Ditassa;foldatsii;Morillo        ;Ditassa foldatsii Morillo        
Ditassa;fontellae;Marquete & C.Valente      ;Ditassa fontellae Marquete & C.Valente      
Ditassa;franciscoi;(Morillo) Liede       ;Ditassa franciscoi (Morillo) Liede       
Ditassa;gillespieae;Morillo        ;Ditassa gillespieae Morillo        
Ditassa;gracilipes;Schltr.        ;Ditassa gracilipes Schltr.        
Ditassa;gracilis;Hand.-Mazz.        ;Ditassa gracilis Hand.-Mazz.        
Macroditassa;grandiflora;(E.Fourn.) Malme       ;Macroditassa grandiflora (E.Fourn.) Malme       
Ditassa;hastata;Decne.        ;Ditassa hastata Decne.        
Ditassa;insignis;Farinaccio        ;Ditassa insignis Farinaccio        
Ditassa;itambensis;Rapini        ;Ditassa itambensis Rapini        
Ditassa;jahnii;(Morillo) Liede       ;Ditassa jahnii (Morillo) Liede       
Ditassa;laevis;Mart.        ;Ditassa laevis Mart.        
Macroditassa;lagoensis;(E.Fourn.) Malme       ;Macroditassa lagoensis (E.Fourn.) Malme       
Ditassa;lanceolata;Decne.        ;Ditassa lanceolata Decne.        
Ditassa;lenheirensis;Silveira        ;Ditassa lenheirensis Silveira        
Ditassa;leonii;Fontella & T.U.P.Konno      ;Ditassa leonii Fontella & T.U.P.Konno      
Ditassa;lindemanii;Morillo        ;Ditassa lindemanii Morillo        
Ditassa;linearis;Mart.        ;Ditassa linearis Mart.        
Ditassa;lisae;Morillo        ;Ditassa lisae Morillo        
Ditassa;longicaulis;(E.Fourn.) Rapini       ;Ditassa longicaulis (E.Fourn.) Rapini       
Ditassa;longiloba;Benth.        ;Ditassa longiloba Benth.        
Ditassa;longisepala;(Hua) Fontella & E.A.Schwarz     ;Ditassa longisepala (Hua) Fontella & E.A.Schwarz     
Ditassa;macarenae;Morillo        ;Ditassa macarenae Morillo        
Ditassa;mandonii;Rusby        ;Ditassa mandonii Rusby        
Ditassa;maricaensis;Fontella & E.A.Schwarz      ;Ditassa maricaensis Fontella & E.A.Schwarz      
Macroditassa;melantha;(Silveira) Rapini       ;Macroditassa melantha (Silveira) Rapini       
Metastelma;californicum;Benth.        ;Metastelma californicum Benth.        
Ditassa;microneriifolia;Daniel        ;Ditassa microneriifolia Daniel        
Ditassa;mucronata;Mart.        ;Ditassa mucronata Mart.        
Ditassa;multinervia;(Morillo) Morillo       ;Ditassa multinervia (Morillo) Morillo       
Ditassa;nitida;E.Fourn.        ;Ditassa nitida E.Fourn.        
Ditassa;obcordata;Mart.        ;Ditassa obcordata Mart.        
Ditassa;oberdanii;Fontella & M.C.Alvarez      ;Ditassa oberdanii Fontella & M.C.Alvarez      
Ditassa;obovata;Morillo        ;Ditassa obovata Morillo        
Ditassa;obscura;(E.Fourn.) Farinaccio & T.U.P.Konno     ;Ditassa obscura (E.Fourn.) Farinaccio & T.U.P.Konno     
Ditassa;oliva-estevae;Morillo        ;Ditassa oliva-estevae Morillo        
Ditassa;ottohuberi;Morillo        ;Ditassa ottohuberi Morillo        
Ditassa;oxyphylla;Turcz.        ;Ditassa oxyphylla Turcz.        
Ditassa;pauciflora;Decne.        ;Ditassa pauciflora Decne.        
Ditassa;perijensis;Morillo        ;Ditassa perijensis Morillo        
Ditassa;poeppigii;E.Fourn.        ;Ditassa poeppigii E.Fourn.        
Ditassa;pohliana;E.Fourn.        ;Ditassa pohliana E.Fourn.        
Ditassa;racemosa;Britton        ;Ditassa racemosa Britton        
Ditassa;retusa;Mart.        ;Ditassa retusa Mart.        
Ditassa;roraimensis;Schltr.        ;Ditassa roraimensis Schltr.        
Ditassa;rotundifolia;(Decne.) Baill. ex K.Schum.     ;Ditassa rotundifolia (Decne.) Baill. ex K.Schum.     
Ditassa;sillensis;Morillo        ;Ditassa sillensis Morillo        
Ditassa;sipapoana;Morillo        ;Ditassa sipapoana Morillo        
Ditassa;sobradoi;(Morillo) Liede       ;Ditassa sobradoi (Morillo) Liede       
Ditassa;subalpina;Schltr.        ;Ditassa subalpina Schltr.        
Ditassa;succedanea;Rapini        ;Ditassa succedanea Rapini        
Ditassa;sucrensis;(R.W.Holm) Morillo       ;Ditassa sucrensis (R.W.Holm) Morillo       
Ditassa;surinamensis;Morillo        ;Ditassa surinamensis Morillo        
Ditassa;tamayoi;Morillo        ;Ditassa tamayoi Morillo        
Ditassa;tatei;Gleason & Moldenke      ;Ditassa tatei Gleason & Moldenke      
Ditassa;taxifolia;Decne.        ;Ditassa taxifolia Decne.        
Ditassa;tomentosa;(Decne.) Fontella       ;Ditassa tomentosa (Decne.) Fontella       
Ditassa;venamensis;Morillo        ;Ditassa venamensis Morillo        
Ditassa;verticillata;Morillo        ;Ditassa verticillata Morillo        
Macroditassa;violascens;(Schltr.) Malme       ;Macroditassa violascens (Schltr.) Malme       
Ditassa;weberbaueri;Schltr.        ;Ditassa weberbaueri Schltr.        
Ditassa;xeroneura;Schltr.        ;Ditassa xeroneura Schltr.        
Echites;brevipedunculatus;Lippold        ;Echites brevipedunculatus Lippold        
Echites;cajalbanicus;Lippold        ;Echites cajalbanicus Lippold        
Echites;darienensis;J.F.Morales        ;Echites darienensis J.F.Morales        
Echites;puntarenensis;J.F.Morales        ;Echites puntarenensis J.F.Morales        
Echites;turbinatus;Woodson        ;Echites turbinatus Woodson        
Echites;yucatanensis;Millsp. ex Standl.      ;Echites yucatanensis Millsp. ex Standl.      
Echites;tuxtlensis;Standl.        ;Echites tuxtlensis Standl.        
Echites;umbellatus;Jacq.        ;Echites umbellatus Jacq.        
Echites;asperoglottis;(Woodson) J.F.Morales & al.     ;Echites asperoglottis (Woodson) J.F.Morales & al.     
Fernaldia;pandurata;(A.DC.) Woodson       ;Fernaldia pandurata (A.DC.) Woodson       
Echites;speciosissimus;(Woodson) J.F.Morales & al.     ;Echites speciosissimus (Woodson) J.F.Morales & al.     
Fischeria;billbergiana;(Beurl.) Morillo       ;Fischeria billbergiana (Beurl.) Morillo       
Fischeria;brachycalyx;L.O.Williams        ;Fischeria brachycalyx L.O.Williams        
Fischeria;crispiflora;(Sw.) Schltr.       ;Fischeria crispiflora (Sw.) Schltr.       
Fischeria;panamensis;Spellman        ;Fischeria panamensis Spellman        
Fischeria;polytricha;Decne.        ;Fischeria polytricha Decne.        
Fischeria;scandens;DC.        ;Fischeria scandens DC.        
Fischeria;stellata;(Vell.) E.Fourn.       ;Fischeria stellata (Vell.) E.Fourn.       
Forsteronia;acouci;(Aubl.) A.DC.       ;Forsteronia acouci (Aubl.) A.DC.       
Forsteronia;adenobasis;Müll.Arg.        ;Forsteronia adenobasis Müll.Arg.        
Forsteronia;affinis;Müll.Arg.        ;Forsteronia affinis Müll.Arg.        
Forsteronia;amazonica;Monach.        ;Forsteronia amazonica Monach.        
Forsteronia;amblybasis;S.F.Blake        ;Forsteronia amblybasis S.F.Blake        
Forsteronia;australis;Müll.Arg.        ;Forsteronia australis Müll.Arg.        
Forsteronia;brevifolia;Markgr.        ;Forsteronia brevifolia Markgr.        
Forsteronia;chiriquensis;Woodson        ;Forsteronia chiriquensis Woodson        
Forsteronia;cordata;(Müll.Arg.) Woodson       ;Forsteronia cordata (Müll.Arg.) Woodson       
Forsteronia;diospyrifolia;Müll.Arg.        ;Forsteronia diospyrifolia Müll.Arg.        
Forsteronia;domatiella;Proctor        ;Forsteronia domatiella Proctor        
Forsteronia;duckei;Markgr.        ;Forsteronia duckei Markgr.        
Forsteronia;elachista;S.F.Blake        ;Forsteronia elachista S.F.Blake        
Forsteronia;glabrescens;Müll.Arg.        ;Forsteronia glabrescens Müll.Arg.        
Forsteronia;gracilis;(Benth.) Müll.Arg.       ;Forsteronia gracilis (Benth.) Müll.Arg.       
Forsteronia;graciloides;Woodson        ;Forsteronia graciloides Woodson        
Forsteronia;guyanensis;Müll.Arg.        ;Forsteronia guyanensis Müll.Arg.        
Forsteronia;laurifolia;(Benth.) A.DC.       ;Forsteronia laurifolia (Benth.) A.DC.       
Forsteronia;leptocarpa;(Hook. & Arn.) A.DC.     ;Forsteronia leptocarpa (Hook. & Arn.) A.DC.     
Forsteronia;linearis;(Vell.) Müll.Arg.       ;Forsteronia linearis (Vell.) Müll.Arg.       
Forsteronia;lucida;Markgr.        ;Forsteronia lucida Markgr.        
Forsteronia;mollis;Rusby        ;Forsteronia mollis Rusby        
Forsteronia;montana;Müll.Arg.        ;Forsteronia montana Müll.Arg.        
Forsteronia;myriantha;Donn.Sm.        ;Forsteronia myriantha Donn.Sm.        
Forsteronia;obtusiloba;Müll.Arg.        ;Forsteronia obtusiloba Müll.Arg.        
Forsteronia;paludosa;Woodson        ;Forsteronia paludosa Woodson        
Forsteronia;paraensis;B.F.Hansen        ;Forsteronia paraensis B.F.Hansen        
Pinochia;peninsularis;(Woodson) M.E.Endress & B.F.Hansen     ;Pinochia peninsularis (Woodson) M.E.Endress & B.F.Hansen     
Forsteronia;pilosa;(Vell.) Müll.Arg.       ;Forsteronia pilosa (Vell.) Müll.Arg.       
Forsteronia;pubescens;A.DC.        ;Forsteronia pubescens A.DC.        
Forsteronia;pycnothyrsus;K.Schum. ex Woodson      ;Forsteronia pycnothyrsus K.Schum. ex Woodson      
Forsteronia;refracta;Müll.Arg.        ;Forsteronia refracta Müll.Arg.        
Forsteronia;rufa;Müll.Arg.        ;Forsteronia rufa Müll.Arg.        
Forsteronia;schomburgkii;A.DC.        ;Forsteronia schomburgkii A.DC.        
Forsteronia;spicata;(Jacq.) G.Mey.       ;Forsteronia spicata (Jacq.) G.Mey.       
Forsteronia;subcordata;K.Schum. ex Woodson      ;Forsteronia subcordata K.Schum. ex Woodson      
Forsteronia;tarapotensis;K.Schum. ex Woodson      ;Forsteronia tarapotensis K.Schum. ex Woodson      
Forsteronia;thyrsoidea;(Vell.) Müll.Arg.       ;Forsteronia thyrsoidea (Vell.) Müll.Arg.       
Forsteronia;umbellata;(Aubl.) Woodson       ;Forsteronia umbellata (Aubl.) Woodson       
Forsteronia;velloziana;(A.DC.) Woodson       ;Forsteronia velloziana (A.DC.) Woodson       
Forsteronia;wilsonii;(Griseb.) Woodson       ;Forsteronia wilsonii (Griseb.) Woodson       
Pentacyphus;camargoi;(Morillo) Meve & Liede     ;Pentacyphus camargoi (Morillo) Meve & Liede     
Funastrum;clausum;(Jacq.) Schltr.       ;Funastrum clausum (Jacq.) Schltr.       
Funastrum;crispum;(Benth.) Schltr.       ;Funastrum crispum (Benth.) Schltr.       
Funastrum;gracile;(Decne.) Schltr.       ;Funastrum gracile (Decne.) Schltr.       
Funastrum;lindenianum;(Decne.) Schltr.       ;Funastrum lindenianum (Decne.) Schltr.       
Funastrum;odoratum;(Hemsl.) Schltr.       ;Funastrum odoratum (Hemsl.) Schltr.       
Funastrum;pannosum;(Decne.) Schltr.       ;Funastrum pannosum (Decne.) Schltr.       
Funastrum;trichopetalum;(Silveira) Schltr.       ;Funastrum trichopetalum (Silveira) Schltr.       
Galactophora;crassifolia;(Müll.Arg.) Woodson       ;Galactophora crassifolia (Müll.Arg.) Woodson       
Galactophora;schomburgkiana;Woodson        ;Galactophora schomburgkiana Woodson        
Gomphocarpus;physocarpus;E.Mey.        ;Gomphocarpus physocarpus E.Mey.        
Gomphocarpus;fruticosus;(L.) W.T.Aiton       ;Gomphocarpus fruticosus (L.) W.T.Aiton       
Gonolobus;absalonensis;Krings        ;Gonolobus absalonensis Krings        
Gonolobus;albomarginatus;(Pittier) Woodson       ;Gonolobus albomarginatus (Pittier) Woodson       
Gonolobus;antennatus;Schltr.        ;Gonolobus antennatus Schltr.        
Gonolobus;antioquensis;Morillo        ;Gonolobus antioquensis Morillo        
Gonolobus;aristolochioides;Kunth        ;Gonolobus aristolochioides Kunth        
Gonolobus;bakeri;Schltr.        ;Gonolobus bakeri Schltr.        
Gonolobus;barbatus;Kunth        ;Gonolobus barbatus Kunth        
Gonolobus;breedlovei;L.O.Williams        ;Gonolobus breedlovei L.O.Williams        
Gonolobus;calycosus;(Donn.Sm.) Woodson       ;Gonolobus calycosus (Donn.Sm.) Woodson       
Gonolobus;campii;Morillo        ;Gonolobus campii Morillo        
Gonolobus;caucanus;Morillo        ;Gonolobus caucanus Morillo        
Gonolobus;chiapensis;(Brandegee) Woodson       ;Gonolobus chiapensis (Brandegee) Woodson       
Gonolobus;chiriquensis;(Woodson) Woodson       ;Gonolobus chiriquensis (Woodson) Woodson       
Gonolobus;chloranthus;Schltdl.        ;Gonolobus chloranthus Schltdl.        
Matelea;chrysantha;(Greenm.) Woodson       ;Matelea chrysantha (Greenm.) Woodson       
Gonolobus;colombianus;Morillo        ;Gonolobus colombianus Morillo        
Gonolobus;cteniophorus;(S.F.Blake) Woodson       ;Gonolobus cteniophorus (S.F.Blake) Woodson       
Gonolobus;dasystephanus;(S.F.Blake) Woodson       ;Gonolobus dasystephanus (S.F.Blake) Woodson       
Gonolobus;dorothyanus;Fontella & E.A.Schwarz      ;Gonolobus dorothyanus Fontella & E.A.Schwarz      
Gonolobus;dussii;Krings        ;Gonolobus dussii Krings        
Gonolobus;edulis;Hemsl.        ;Gonolobus edulis Hemsl.        
Gonolobus;eriocladon;Benth.        ;Gonolobus eriocladon Benth.        
Gonolobus;fimbriatiflorus;(Morillo) W.D.Stevens       ;Gonolobus fimbriatiflorus (Morillo) W.D.Stevens       
Gonolobus;fraternus;Schltdl.        ;Gonolobus fraternus Schltdl.        
Gonolobus;fuscoviolaceus;Woodson        ;Gonolobus fuscoviolaceus Woodson        
Gonolobus;germanianus;Morillo        ;Gonolobus germanianus Morillo        
