Genus;Epithet;Author;Whole
Dioscorea;furcata;Griseb.        ;Dioscorea furcata Griseb.        
Dioscorea;fractiflexa;R.Knuth        ;Dioscorea fractiflexa R.Knuth        
Dioscorea;fuliginosa;R.Knuth        ;Dioscorea fuliginosa R.Knuth        
Dioscorea;galiiflora;R.Knuth        ;Dioscorea galiiflora R.Knuth        
Dioscorea;gaumeri;R.Knuth        ;Dioscorea gaumeri R.Knuth        
Dioscorea;villosa;L.        ;Dioscorea villosa L.        
Dioscorea;coripatenis;J.F.Macbr.        ;Dioscorea coripatenis J.F.Macbr.        
Dioscorea;gomez-pompae;O.Téllez        ;Dioscorea gomez-pompae O.Téllez        
Dioscorea;gracilicaulis;R.Knuth        ;Dioscorea gracilicaulis R.Knuth        
Dioscorea;grandiflora;Mart. ex Griseb.      ;Dioscorea grandiflora Mart. ex Griseb.      
Dioscorea;grisebachii;Kunth        ;Dioscorea grisebachii Kunth        
Dioscorea;haenkeana;C.Presl        ;Dioscorea haenkeana C.Presl        
Dioscorea;hassleriana;Chodat        ;Dioscorea hassleriana Chodat        
Dioscorea;hastiformis;R.Knuth        ;Dioscorea hastiformis R.Knuth        
Dioscorea;heptaneura;Vell.        ;Dioscorea heptaneura Vell.        
Dioscorea;hieronymi;Uline ex R.Knuth      ;Dioscorea hieronymi Uline ex R.Knuth      
Dioscorea;holmioidea;Maury        ;Dioscorea holmioidea Maury        
Dioscorea;hondurensis;R.Knuth        ;Dioscorea hondurensis R.Knuth        
Dioscorea;hunzikeri;Xifreda        ;Dioscorea hunzikeri Xifreda        
Dioscorea;incayensis;R.Knuth        ;Dioscorea incayensis R.Knuth        
Dioscorea;iquitosensis;R.Knuth        ;Dioscorea iquitosensis R.Knuth        
Dioscorea;irupanensis;R.Knuth        ;Dioscorea irupanensis R.Knuth        
Dioscorea;itapirensis;R.Knuth        ;Dioscorea itapirensis R.Knuth        
Dioscorea;itatiensis;R.Knuth        ;Dioscorea itatiensis R.Knuth        
Dioscorea;jamesonii;R.Knuth        ;Dioscorea jamesonii R.Knuth        
Dioscorea;killipii;R.Knuth        ;Dioscorea killipii R.Knuth        
Dioscorea;kuntzei;Uline ex Kuntze      ;Dioscorea kuntzei Uline ex Kuntze      
Dioscorea;lacerdaei;Griseb.        ;Dioscorea lacerdaei Griseb.        
Dioscorea;larecajensis;Uline ex R.Knuth      ;Dioscorea larecajensis Uline ex R.Knuth      
Dioscorea;laxiflora;Mart. ex Griseb.      ;Dioscorea laxiflora Mart. ex Griseb.      
Dioscorea;lehmannii;Uline        ;Dioscorea lehmannii Uline        
Dioscorea;lepida;C.V.Morton        ;Dioscorea lepida C.V.Morton        
Dioscorea;leptobotrys;Uline ex R.Knuth      ;Dioscorea leptobotrys Uline ex R.Knuth      
Dioscorea;martiana;Griseb.        ;Dioscorea martiana Griseb.        
Dioscorea;liebmannii;Uline        ;Dioscorea liebmannii Uline        
Dioscorea;lisae;Dorr & Stergios      ;Dioscorea lisae Dorr & Stergios      
Dioscorea;loefgrenii;R.Knuth        ;Dioscorea loefgrenii R.Knuth        
Dioscorea;lundii;Uline ex R.Knuth      ;Dioscorea lundii Uline ex R.Knuth      
Dioscorea;macbrideana;R.Knuth        ;Dioscorea macbrideana R.Knuth        
Dioscorea;macrantha;Uline ex R.Knuth      ;Dioscorea macrantha Uline ex R.Knuth      
Dioscorea;mexicana;Scheidw.        ;Dioscorea mexicana Scheidw.        
Dioscorea;macrothyrsa;Uline        ;Dioscorea macrothyrsa Uline        
Dioscorea;maianthemoides;Uline ex R.Knuth      ;Dioscorea maianthemoides Uline ex R.Knuth      
Dioscorea;mantigueirensis;R.Knuth        ;Dioscorea mantigueirensis R.Knuth        
Dioscorea;margarethia;G.M.Barroso & al.      ;Dioscorea margarethia G.M.Barroso & al.      
Dioscorea;matagalpensis;Uline        ;Dioscorea matagalpensis Uline        
Dioscorea;megacarpa;Gleason        ;Dioscorea megacarpa Gleason        
Dioscorea;melastomatifolia;Uline ex Prain      ;Dioscorea melastomatifolia Uline ex Prain      
Dioscorea;meridensis;Kunth        ;Dioscorea meridensis Kunth        
Dioscorea;microcephala;Uline        ;Dioscorea microcephala Uline        
Dioscorea;mollis;Kunth        ;Dioscorea mollis Kunth        
Dioscorea;monadelpha;(Kunth) Griseb.       ;Dioscorea monadelpha (Kunth) Griseb.       
Dioscorea;moritziana;(Kunth) R.Knuth       ;Dioscorea moritziana (Kunth) R.Knuth       
Dioscorea;mosqueirensis;R.Knuth        ;Dioscorea mosqueirensis R.Knuth        
Dioscorea;mucronata;Uline ex R.Knuth      ;Dioscorea mucronata Uline ex R.Knuth      
Dioscorea;multiflora;Mart. ex Griseb.      ;Dioscorea multiflora Mart. ex Griseb.      
Dioscorea;neblinensis;Maguire & Steyerm.      ;Dioscorea neblinensis Maguire & Steyerm.      
Dioscorea;nelsonii;Uline ex R.Knuth      ;Dioscorea nelsonii Uline ex R.Knuth      
Dioscorea;nervata;R.Knuth        ;Dioscorea nervata R.Knuth        
Dioscorea;nicolasensis;R.Knuth        ;Dioscorea nicolasensis R.Knuth        
Dioscorea;nipensis;R.A.Howard        ;Dioscorea nipensis R.A.Howard        
Dioscorea;nuda;R.Knuth        ;Dioscorea nuda R.Knuth        
Dioscorea;nutans;R.Knuth        ;Dioscorea nutans R.Knuth        
Dioscorea;oblongifolia;Rusby        ;Dioscorea oblongifolia Rusby        
Dioscorea;olfersiana;Klotzsch ex Griseb.      ;Dioscorea olfersiana Klotzsch ex Griseb.      
Dioscorea;oppositiflora;Griseb.        ;Dioscorea oppositiflora Griseb.        
Dioscorea;organensis;R.Knuth        ;Dioscorea organensis R.Knuth        
Dioscorea;orthogoneura;Uline ex Hochr.      ;Dioscorea orthogoneura Uline ex Hochr.      
Dioscorea;ovalifolia;R.Knuth        ;Dioscorea ovalifolia R.Knuth        
Dioscorea;pallidinervia;R.Knuth        ;Dioscorea pallidinervia R.Knuth        
Dioscorea;panamensis;R.Knuth        ;Dioscorea panamensis R.Knuth        
Dioscorea;pavonii;Uline ex R.Knuth      ;Dioscorea pavonii Uline ex R.Knuth      
Dioscorea;pedalis;(Uline ex R.Knuth) R.Couto & J.M.A.Braga   ;Dioscorea pedalis (Uline ex R.Knuth) R.Couto & J.M.A.Braga   
Dioscorea;pendula;Poepp. ex Kunth      ;Dioscorea pendula Poepp. ex Kunth      
Dioscorea;pentaphylla;L.        ;Dioscorea pentaphylla L.        
Dioscorea;perdicum;Taub.        ;Dioscorea perdicum Taub.        
Dioscorea;perenensis;R.Knuth        ;Dioscorea perenensis R.Knuth        
Dioscorea;piauhyensis;R.Knuth        ;Dioscorea piauhyensis R.Knuth        
Dioscorea;pilcomayensis;Hauman        ;Dioscorea pilcomayensis Hauman        
Dioscorea;pinedensis;R.Knuth        ;Dioscorea pinedensis R.Knuth        
Dioscorea;piperifolia;Kunth ex Willd.      ;Dioscorea piperifolia Kunth ex Willd.      
Dioscorea;pittieri;R.Knuth        ;Dioscorea pittieri R.Knuth        
Dioscorea;planistipulosa;Uline ex R.Knuth      ;Dioscorea planistipulosa Uline ex R.Knuth      
Dioscorea;pohlii;Griseb.        ;Dioscorea pohlii Griseb.        
Dioscorea;psammophila;R.Knuth        ;Dioscorea psammophila R.Knuth        
Dioscorea;pseudomacrocapsa;G.M.Barroso & al.      ;Dioscorea pseudomacrocapsa G.M.Barroso & al.      
Dioscorea;pseudorajanioides;R.Knuth        ;Dioscorea pseudorajanioides R.Knuth        
Dioscorea;puncticulata;R.Knuth        ;Dioscorea puncticulata R.Knuth        
Dioscorea;purdiei;R.Knuth        ;Dioscorea purdiei R.Knuth        
Dioscorea;putisensis;R.Knuth        ;Dioscorea putisensis R.Knuth        
Dioscorea;putumayensis;R.Knuth        ;Dioscorea putumayensis R.Knuth        
Dioscorea;racemosa;(Klotzsch) Uline       ;Dioscorea racemosa (Klotzsch) Uline       
Dioscorea;regnellii;Uline ex R.Knuth      ;Dioscorea regnellii Uline ex R.Knuth      
Dioscorea;remota;C.V.Morton        ;Dioscorea remota C.V.Morton        
Dioscorea;remotiflora;Kunth        ;Dioscorea remotiflora Kunth        
Dioscorea;riedelii;R.Knuth        ;Dioscorea riedelii R.Knuth        
Dioscorea;cephalocarpa;(Uline ex R.Knuth) Raz     ;Dioscorea cephalocarpa (Uline ex R.Knuth) Raz     
Dioscorea;rimbachii;R.Knuth        ;Dioscorea rimbachii R.Knuth        
Dioscorea;rosei;R.Knuth        ;Dioscorea rosei R.Knuth        
Dioscorea;rumicoides;Griseb.        ;Dioscorea rumicoides Griseb.        
Dioscorea;rusbyi;Uline        ;Dioscorea rusbyi Uline        
Dioscorea;sabarensis;R.Knuth        ;Dioscorea sabarensis R.Knuth        
Dioscorea;sandiensis;R.Knuth        ;Dioscorea sandiensis R.Knuth        
Dioscorea;sandwithii;B.G.Schub.        ;Dioscorea sandwithii B.G.Schub.        
Dioscorea;sanpaulensis;R.Knuth        ;Dioscorea sanpaulensis R.Knuth        
Dioscorea;santanderensis;R.Knuth        ;Dioscorea santanderensis R.Knuth        
Dioscorea;santosensis;R.Knuth        ;Dioscorea santosensis R.Knuth        
Dioscorea;scabra;Kunth ex Willd.      ;Dioscorea scabra Kunth ex Willd.      
Dioscorea;schunkei;Ayala & T.Clayton      ;Dioscorea schunkei Ayala & T.Clayton      
Dioscorea;schwackei;Uline ex R.Knuth      ;Dioscorea schwackei Uline ex R.Knuth      
Dioscorea;secunda;R.Knuth        ;Dioscorea secunda R.Knuth        
Dioscorea;sellowiana;Uline ex R.Knuth      ;Dioscorea sellowiana Uline ex R.Knuth      
Dioscorea;septemnervis;Vell.        ;Dioscorea septemnervis Vell.        
Dioscorea;sericea;R.Knuth        ;Dioscorea sericea R.Knuth        
Dioscorea;sessiliflora;McVaugh        ;Dioscorea sessiliflora McVaugh        
Dioscorea;sincorensis;R.Knuth        ;Dioscorea sincorensis R.Knuth        
Dioscorea;sinuata;Vell.        ;Dioscorea sinuata Vell.        
Dioscorea;sororopana;Steyerm.        ;Dioscorea sororopana Steyerm.        
Dioscorea;spectabilis;R.Knuth        ;Dioscorea spectabilis R.Knuth        
Dioscorea;sphaeroidea;R.Couto & J.M.A.Braga      ;Dioscorea sphaeroidea R.Couto & J.M.A.Braga      
Dioscorea;spicata;Roth        ;Dioscorea spicata Roth        
Dioscorea;spiculiflora;Hemsl.        ;Dioscorea spiculiflora Hemsl.        
Dioscorea;sprucei;Uline ex R.Knuth      ;Dioscorea sprucei Uline ex R.Knuth      
Dioscorea;standleyi;C.V.Morton        ;Dioscorea standleyi C.V.Morton        
Dioscorea;stellaris;R.Knuth        ;Dioscorea stellaris R.Knuth        
Dioscorea;stenophylla;Uline        ;Dioscorea stenophylla Uline        
Dioscorea;subhastata;Vell.        ;Dioscorea subhastata Vell.        
Dioscorea;subtomentosa;Miranda        ;Dioscorea subtomentosa Miranda        
Dioscorea;suratensis;R.Knuth        ;Dioscorea suratensis R.Knuth        
Dioscorea;syringifolia;(Kunth) Kunth & R.H.Schomb. ex R.Knuth   ;Dioscorea syringifolia (Kunth) Kunth & R.H.Schomb. ex R.Knuth   
Dioscorea;tacanensis;Lundell        ;Dioscorea tacanensis Lundell        
Dioscorea;moyobambensis;R.Knuth        ;Dioscorea moyobambensis R.Knuth        
Dioscorea;tamoidea;Griseb.        ;Dioscorea tamoidea Griseb.        
Dioscorea;tamshiyacuensis;Ayala        ;Dioscorea tamshiyacuensis Ayala        
Dioscorea;tarijensis;R.Knuth        ;Dioscorea tarijensis R.Knuth        
Dioscorea;tarmensis;R.Knuth        ;Dioscorea tarmensis R.Knuth        
Dioscorea;tauriglossum;R.Knuth        ;Dioscorea tauriglossum R.Knuth        
Dioscorea;tayacajensis;R.Knuth        ;Dioscorea tayacajensis R.Knuth        
Dioscorea;tenuiphyllum;R.Knuth        ;Dioscorea tenuiphyllum R.Knuth        
Dioscorea;ternata;Griseb.        ;Dioscorea ternata Griseb.        
Dioscorea;therezopolensis;Uline ex R.Knuth      ;Dioscorea therezopolensis Uline ex R.Knuth      
Dioscorea;toldosensis;R.Knuth        ;Dioscorea toldosensis R.Knuth        
Dioscorea;torticaulis;R.Knuth        ;Dioscorea torticaulis R.Knuth        
Dioscorea;trachyandra;Griseb.        ;Dioscorea trachyandra Griseb.        
Dioscorea;traillii;R.Knuth        ;Dioscorea traillii R.Knuth        
Dioscorea;trichanthera;Gleason        ;Dioscorea trichanthera Gleason        
Dioscorea;trifida;L.f.        ;Dioscorea trifida L.f.        
Dioscorea;trifoliata;Kunth        ;Dioscorea trifoliata Kunth        
Dioscorea;trifurcata;Hauman        ;Dioscorea trifurcata Hauman        
Dioscorea;trilinguis;Griseb.        ;Dioscorea trilinguis Griseb.        
Dioscorea;trisecta;Griseb.        ;Dioscorea trisecta Griseb.        
Dioscorea;trollii;R.Knuth        ;Dioscorea trollii R.Knuth        
Dioscorea;truncata;Miq.        ;Dioscorea truncata Miq.        
Dioscorea;tubuliflora;Uline ex R.Knuth      ;Dioscorea tubuliflora Uline ex R.Knuth      
Dioscorea;tubulosa;Griseb.        ;Dioscorea tubulosa Griseb.        
Dioscorea;urophylla;Hemsl.        ;Dioscorea urophylla Hemsl.        
Dioscorea;warmingii;R.Knuth        ;Dioscorea warmingii R.Knuth        
Dioscorea;weberbaueri;R.Knuth        ;Dioscorea weberbaueri R.Knuth        
Dioscorea;widgrenii;R.Knuth        ;Dioscorea widgrenii R.Knuth        
Dioscorea;wittiana;R.Knuth        ;Dioscorea wittiana R.Knuth        
Dioscorea;wrightii;Uline ex R.Knuth      ;Dioscorea wrightii Uline ex R.Knuth      
Dioscorea;quinquefolia;(L.) Raz       ;Dioscorea quinquefolia (L.) Raz       
Dioscorea;microflora;(Sw.) Raz       ;Dioscorea microflora (Sw.) Raz       
Dioscorea;cordata;(L.) Raz       ;Dioscorea cordata (L.) Raz       
Dioscorea;scorpioidea;C.Wright        ;Dioscorea scorpioidea C.Wright        
Dioscorea;bahamensis;(R.Knuth) Raz       ;Dioscorea bahamensis (R.Knuth) Raz       
Dioscorea;psilostachya;(Kunth) Raz       ;Dioscorea psilostachya (Kunth) Raz       
Dioscorea;introrsa;(Howard) Raz       ;Dioscorea introrsa (Howard) Raz       
Dioscorea;haitiensis;R.Knuth        ;Dioscorea haitiensis R.Knuth        
Brunnichia;ovata;(Walter) Shinners       ;Brunnichia ovata (Walter) Shinners       
Dioscorea;pilifera;(Urb.) Raz       ;Dioscorea pilifera (Urb.) Raz       
Dioscorea;porulosa;(R.Knuth) Raz       ;Dioscorea porulosa (R.Knuth) Raz       
Dioscorea;spec.;        ;Dioscorea spec.         
Dioscorea;richardhowardii;(Howard) Raz       ;Dioscorea richardhowardii (Howard) Raz       
Dioscorea;baracoensis;(R.Knuth) Raz       ;Dioscorea baracoensis (R.Knuth) Raz       
Dioscorea;theresensis;(Uline ex R.Knuth) Raz     ;Dioscorea theresensis (Uline ex R.Knuth) Raz     
Dioscorea;confusa;(Uline ex Kunth) Raz     ;Dioscorea confusa (Uline ex Kunth) Raz     
Cavendishia;bracteata;(Ruiz & Pav. ex J.St.-Hil.) Hoerold   ;Cavendishia bracteata (Ruiz & Pav. ex J.St.-Hil.) Hoerold   
Cavendishia;callista;Donn.Sm.        ;Cavendishia callista Donn.Sm.        
Cavendishia;corei;A.C.Sm.        ;Cavendishia corei A.C.Sm.        
Cavendishia;macrocephala;A.C.Sm.        ;Cavendishia macrocephala A.C.Sm.        
Cavendishia;martii;(Meisn.) A.C.Sm.       ;Cavendishia martii (Meisn.) A.C.Sm.       
Cavendishia;neblinae;Maguire & al.      ;Cavendishia neblinae Maguire & al.      
Cavendishia;sirensis;Luteyn        ;Cavendishia sirensis Luteyn        
Cavendishia;sophoclesioides;A.C.Sm.        ;Cavendishia sophoclesioides A.C.Sm.        
Cavendishia;speciosa;A.C.Sm.        ;Cavendishia speciosa A.C.Sm.        
Cavendishia;tarapotana;Benth. & Hook.f.      ;Cavendishia tarapotana Benth. & Hook.f.      
Cavendishia;venosa;A.C.Sm.        ;Cavendishia venosa A.C.Sm.        
Cavendishia;viridiflora;Luteyn & DamesESilva      ;Cavendishia viridiflora Luteyn & DamesESilva      
Demosthenesia;dudleyi;D.R.Simpson        ;Demosthenesia dudleyi D.R.Simpson        
Demosthenesia;vilcabambensis;Luteyn        ;Demosthenesia vilcabambensis Luteyn        
Diogenesia;antioquiensis;Luteyn        ;Diogenesia antioquiensis Luteyn        
Disterigma;acuminatum;(Kunth) Nied.       ;Disterigma acuminatum (Kunth) Nied.       
Disterigma;agathosmoides;(Wedd.) Nied.       ;Disterigma agathosmoides (Wedd.) Nied.       
Disterigma;alaternoides;(Kunth) Nied.       ;Disterigma alaternoides (Kunth) Nied.       
Disterigma;appendiculatum;Pedraza        ;Disterigma appendiculatum Pedraza        
Disterigma;balslevii;Luteyn        ;Disterigma balslevii Luteyn        
Disterigma;chocoanum;Pedraza        ;Disterigma chocoanum Pedraza        
Disterigma;dendrophilum;(Benth.) Nied.       ;Disterigma dendrophilum (Benth.) Nied.       
Disterigma;dumontii;Luteyn        ;Disterigma dumontii Luteyn        
Disterigma;empetrifolium;(Kunth) Nied. ex Drude     ;Disterigma empetrifolium (Kunth) Nied. ex Drude     
Disterigma;humboldtii;(Klotzsch) Nied.       ;Disterigma humboldtii (Klotzsch) Nied.       
Disterigma;noyesiae;Luteyn        ;Disterigma noyesiae Luteyn        
Disterigma;panamense;Standl.        ;Disterigma panamense Standl.        
Disterigma;pseudokillipiella;Luteyn        ;Disterigma pseudokillipiella Luteyn        
Disterigma;styphelioides;(Planch. ex Wedd.) Nied.     ;Disterigma styphelioides (Planch. ex Wedd.) Nied.     
Disterigma;stereophyllum;(A.C.Sm.) Luteyn       ;Disterigma stereophyllum (A.C.Sm.) Luteyn       
Gaultheria;buxifolia;Willd.        ;Gaultheria buxifolia Willd.        
Gonocalyx;concolor;Nevling        ;Gonocalyx concolor Nevling        
Gonocalyx;portoricensis;(Urb.) A.C.Sm.       ;Gonocalyx portoricensis (Urb.) A.C.Sm.       
Gonocalyx;smilacifolius;(Griseb.) A.C.Sm.       ;Gonocalyx smilacifolius (Griseb.) A.C.Sm.       
Gonocalyx;tetrapterus;Alain        ;Gonocalyx tetrapterus Alain        
Macleania;rupestris;(Kunth) A.C.Sm.       ;Macleania rupestris (Kunth) A.C.Sm.       
Macleania;stricta;A.C.Sm.        ;Macleania stricta A.C.Sm.        
Oreanthes;buxifolius;Benth.        ;Oreanthes buxifolius Benth.        
Orthaea;apophysata;(Griseb.) A.C.Sm.       ;Orthaea apophysata (Griseb.) A.C.Sm.       
Orthaea;caudata;(A.C.Sm.) Luteyn       ;Orthaea caudata (A.C.Sm.) Luteyn       
Orthaea;cordata;Oliv.        ;Orthaea cordata Oliv.        
Orthaea;hispida;A.C.Sm.        ;Orthaea hispida A.C.Sm.        
Orthaea;merumensis;Maguire & al.      ;Orthaea merumensis Maguire & al.      
Orthaea;minor;(A.C.Sm.) Luteyn       ;Orthaea minor (A.C.Sm.) Luteyn       
Orthaea;oedipus;Luteyn        ;Orthaea oedipus Luteyn        
Orthaea;paruensis;Maguire & al.      ;Orthaea paruensis Maguire & al.      
Orthaea;thibaudioides;Maguire & al.      ;Orthaea thibaudioides Maguire & al.      
Orthaea;venamensis;Maguire & al.      ;Orthaea venamensis Maguire & al.      
Orthaea;wurdackii;Maguire & al.      ;Orthaea wurdackii Maguire & al.      
Psammisia;breviflora;(Benth.) Klotzsch       ;Psammisia breviflora (Benth.) Klotzsch       
Psammisia;caloneura;A.C.Sm.        ;Psammisia caloneura A.C.Sm.        
Psammisia;chionantha;Sleumer        ;Psammisia chionantha Sleumer        
Psammisia;coarctata;(Ruiz & Pav.) A.C.Sm.     ;Psammisia coarctata (Ruiz & Pav.) A.C.Sm.     
Psammisia;darienensis;Luteyn & Wilbur      ;Psammisia darienensis Luteyn & Wilbur      
Psammisia;debilis;Sleumer        ;Psammisia debilis Sleumer        
Psammisia;dolichopoda;A.C.Sm.        ;Psammisia dolichopoda A.C.Sm.        
Psammisia;ecuadorensis;Hoerold        ;Psammisia ecuadorensis Hoerold        
Psammisia;elegans;Rusby        ;Psammisia elegans Rusby        
Psammisia;fallax;Sleumer        ;Psammisia fallax Sleumer        
Psammisia;ferruginea;A.C.Sm.        ;Psammisia ferruginea A.C.Sm.        
Psammisia;graebneriana;Hoerold        ;Psammisia graebneriana Hoerold        
Psammisia;guianensis;Klotzsch        ;Psammisia guianensis Klotzsch        
Psammisia;hookeriana;Klotzsch        ;Psammisia hookeriana Klotzsch        
Psammisia;idalima;A.C.Sm.        ;Psammisia idalima A.C.Sm.        
Psammisia;lehmannii;Hoerold        ;Psammisia lehmannii Hoerold        
Psammisia;longicaulis;A.C.Sm.        ;Psammisia longicaulis A.C.Sm.        
Psammisia;macrophylla;(Kunth) Klotzsch       ;Psammisia macrophylla (Kunth) Klotzsch       
Psammisia;mediobullata;Luteyn & Sylva      ;Psammisia mediobullata Luteyn & Sylva      
Psammisia;occidentalis;A.C.Sm.        ;Psammisia occidentalis A.C.Sm.        
Psammisia;oppositiflora;Luteyn        ;Psammisia oppositiflora Luteyn        
Psammisia;orthoneura;A.C.Sm.        ;Psammisia orthoneura A.C.Sm.        
Psammisia;penduliflora;(Dunal) Klotzsch       ;Psammisia penduliflora (Dunal) Klotzsch       
Psammisia;pterocalyx;Luteyn        ;Psammisia pterocalyx Luteyn        
Psammisia;roseiflora;Sleumer        ;Psammisia roseiflora Sleumer        
Psammisia;salmonea;Sleumer        ;Psammisia salmonea Sleumer        
Psammisia;ulbrichiana;Hoerold        ;Psammisia ulbrichiana Hoerold        
Psammisia;urichiana;(Britton) A.C.Sm.       ;Psammisia urichiana (Britton) A.C.Sm.       
Satyria;arborea;A.C.Sm.        ;Satyria arborea A.C.Sm.        
Satyria;breviflora;Hoerold        ;Satyria breviflora Hoerold        
Satyria;cerander;(Dunal) A.C.Sm.       ;Satyria cerander (Dunal) A.C.Sm.       
Satyria;dolichantha;A.C.Sm.        ;Satyria dolichantha A.C.Sm.        
Satyria;grandifolia;Hoerold        ;Satyria grandifolia Hoerold        
Satyria;leptantha;A.C.Sm.        ;Satyria leptantha A.C.Sm.        
Satyria;panurensis;(Benth. ex Meisn.) Benth. & Hook.f. Nied.  ;Satyria panurensis (Benth. ex Meisn.) Benth. & Hook.f. Nied.  
Satyria;pilosa;A.C.Sm.        ;Satyria pilosa A.C.Sm.        
Satyria;toroi;A.C.Sm.        ;Satyria toroi A.C.Sm.        
Satyria;ventricosa;Luteyn        ;Satyria ventricosa Luteyn        
Semiramisia;speciosa;(Benth.) Klotzsch       ;Semiramisia speciosa (Benth.) Klotzsch       
Sphyrospermum;boekei;Luteyn        ;Sphyrospermum boekei Luteyn        
Sphyrospermum;buxifolium;Poepp. & Endl.      ;Sphyrospermum buxifolium Poepp. & Endl.      
Sphyrospermum;cordifolium;Benth.        ;Sphyrospermum cordifolium Benth.        
Sphyrospermum;dissimile;(S.F.Blake) Luteyn       ;Sphyrospermum dissimile (S.F.Blake) Luteyn       
Sphyrospermum;grandifolium;(Hoerold) A.C.Sm.       ;Sphyrospermum grandifolium (Hoerold) A.C.Sm.       
Themistoclesia;crassifolia;Sleumer        ;Themistoclesia crassifolia Sleumer        
Themistoclesia;dependens;(Benth.) A.C.Sm.       ;Themistoclesia dependens (Benth.) A.C.Sm.       
Themistoclesia;recondita;A.C.Sm.        ;Themistoclesia recondita A.C.Sm.        
Thibaudia;archeri;A.C.Sm.        ;Thibaudia archeri A.C.Sm.        
Thibaudia;cupatensis;Huber        ;Thibaudia cupatensis Huber        
Thibaudia;formosa;(Klotzsch) Hoerold       ;Thibaudia formosa (Klotzsch) Hoerold       
Thibaudia;involucrata;A.C.Sm.        ;Thibaudia involucrata A.C.Sm.        
Vaccinium;euryanthum;A.C.Sm.        ;Vaccinium euryanthum A.C.Sm.        
Vaccinium;latifolium;(Griseb.) Benth. & Hook.f. ex B.D.Jacks.   ;Vaccinium latifolium (Griseb.) Benth. & Hook.f. ex B.D.Jacks.   
Symphysia;racemosa;(Vahl) Stearn       ;Symphysia racemosa (Vahl) Stearn       
Acalypha;diversifolia;Jacq.        ;Acalypha diversifolia Jacq.        
Acalypha;padifolia;Kunth        ;Acalypha padifolia Kunth        
Acalypha;scandens;Benth.        ;Acalypha scandens Benth.        
Acidocroton;oligostemon;Urb.        ;Acidocroton oligostemon Urb.        
Bia;alienata;Didr.        ;Bia alienata Didr.        
Bia;capivarensis;D.Medeiros & al.      ;Bia capivarensis D.Medeiros & al.      
Bia;fallax;(Müll.Arg.) G.L.Webster       ;Bia fallax (Müll.Arg.) G.L.Webster       
Bia;fendleri;(Müll.Arg.) G.L.Webster       ;Bia fendleri (Müll.Arg.) G.L.Webster       
Bia;lessertiana;Baill.        ;Bia lessertiana Baill.        
Croton;ascendens;Secco & N.A.Rosa      ;Croton ascendens Secco & N.A.Rosa      
Croton;grazielae;Secco        ;Croton grazielae Secco        
Croton;javarisensis;Secco        ;Croton javarisensis Secco        
Croton;perimetralensis;Secco        ;Croton perimetralensis Secco        
Croton;pullei;Lanj.        ;Croton pullei Lanj.        
Dalechampia;affinis;Müll.Arg.        ;Dalechampia affinis Müll.Arg.        
Dalechampia;alata;Klotzsch ex Baill.      ;Dalechampia alata Klotzsch ex Baill.      
Dalechampia;albibracteosa;Rusby        ;Dalechampia albibracteosa Rusby        
Dalechampia;allemii;G.L.Webster        ;Dalechampia allemii G.L.Webster        
Dalechampia;anomala;Pax & K.Hoffm.      ;Dalechampia anomala Pax & K.Hoffm.      
Dalechampia;arciana;Baill.        ;Dalechampia arciana Baill.        
Dalechampia;aristolochiifolia;Kunth        ;Dalechampia aristolochiifolia Kunth        
Dalechampia;armbrusteri;G.L.Webster        ;Dalechampia armbrusteri G.L.Webster        
Dalechampia;attenuistylus;Armbr.        ;Dalechampia attenuistylus Armbr.        
Dalechampia;bangii;Pax & K.Hoffm.      ;Dalechampia bangii Pax & K.Hoffm.      
Dalechampia;boliviana;Pax & K.Hoffm.      ;Dalechampia boliviana Pax & K.Hoffm.      
Dalechampia;brasiliensis;Lam.        ;Dalechampia brasiliensis Lam.        
Dalechampia;brevicolumna;Armbr.        ;Dalechampia brevicolumna Armbr.        
Dalechampia;brownsbergensis;G.L.Webster & Armbr.      ;Dalechampia brownsbergensis G.L.Webster & Armbr.      
Dalechampia;burchellii;Müll.Arg.        ;Dalechampia burchellii Müll.Arg.        
Dalechampia;canescens;Kunth        ;Dalechampia canescens Kunth        
Dalechampia;caperonioides;Baill.        ;Dalechampia caperonioides Baill.        
Dalechampia;cissifolia;Poepp.        ;Dalechampia cissifolia Poepp.        
Dalechampia;clausseniana;Baill.        ;Dalechampia clausseniana Baill.        
Dalechampia;convolvuloides;Lam.        ;Dalechampia convolvuloides Lam.        
Dalechampia;coriacea;Klotzsch ex Müll.Arg.      ;Dalechampia coriacea Klotzsch ex Müll.Arg.      
Dalechampia;cuyabensis;Mart. ex Baill.      ;Dalechampia cuyabensis Mart. ex Baill.      
Dalechampia;denticulata;C.Wright ex Griseb.      ;Dalechampia denticulata C.Wright ex Griseb.      
Dalechampia;dioscoreifolia;Poepp.        ;Dalechampia dioscoreifolia Poepp.        
Dalechampia;fernandesii;G.L.Webster        ;Dalechampia fernandesii G.L.Webster        
Dalechampia;ficifolia;Lam.        ;Dalechampia ficifolia Lam.        
Dalechampia;fragrans;Armbr.        ;Dalechampia fragrans Armbr.        
Dalechampia;gentryi;Armbr.        ;Dalechampia gentryi Armbr.        
Dalechampia;glechomifolia;Baill.        ;Dalechampia glechomifolia Baill.        
Dalechampia;granadilla;Baill.        ;Dalechampia granadilla Baill.        
