Order;Family;Nr;;x;;
Liliales;;;;Legnotidaceae; Rhizophoraceae ;Malpighiales
Liliales;;;;Leguminosae; Fabaceae ;Fabales
Liliales;;;;Leitneriaceae; Simaroubaceae ;Sapindales
Liliales;;;;Lemnaceae; Araceae ;Alismatales
Liliales;;;;Lennoaceae; Ehretiaceae ;Boraginales
Liliales;;;;Lentibulariaceae ;;Lamiales
Liliales;;;;Lentiscaceae; Anacardiaceae ;Sapindales
Liliales;;;;Leoniaceae; Violaceae ;Malpighiales
Liliales;;;;Leonticaceae; Berberidaceae ;Ranunculales
Liliales;;;;Lepidobotryaceae ;;Celastrales
Liliales;;;;Lepidocarpaceae; Proteaceae ;Proteales
Liliales;;;;Lepidocaryaceae; Arecaceae ;Arecales
Liliales;;;;Lepidocerataceae; Santalaceae ;Santalales
Liliales;;;;Lepidothamnaceae; Podocarpaceae ;Cupressales
Liliales;;;;Leptaulaceae; Cardiopteridaceae ;Cardiopteridales
Liliales;;;;Leptospermaceae; Myrtaceae ;Myrtales
Liliales;;;;Lepturaceae; Poaceae ;Poales
Liliales;;;;Lepuropetalaceae; Celastraceae ;Celastrales
Liliales;;;;Leucojaceae; Amaryllidaceae ;Asparagales
Liliales;;;;Leuctenbergiaceae; Cactaceae ;Caryophyllales
Liliales;;;;Libocedraceae; Cupressaceae ;Cupressales
Liliales;;;;Licaniaceae; Chrysobalanaceae ;Malpighiales
Liliales;;;;Ligustraceae; Oleaceae ;Lamiales
Liliales;;;;Lilaeaceae; Juncaginaceae ;Alismatales
Liliales;;;;Liliaceae ;;Liliales
Liliales;;;;Limeaceae ;;Caryophyllales
Liliales;;;;Limnanthaceae ;;Brassicales
Liliales;;;;Limnocharitaceae; Alismataceae ;Alismatales
Liliales;;;;Limnnopityaceae; Cupressaceae ;Cupressales
Liliales;;;;Limodoraceae; Orchidaceae ;Asparagales
Liliales;;;;Limoniaceae; Plumbaginaceae ;Caryophyllales
Liliales;;;;Limosellaceae; Scrophulariaceae ;Lamiales
Liliales;;;;Linaceae ;;Malpighiales
Liliales;;;;Linariaceae; Plantaginaceae ;Lamiales
Liliales;;;;Lindenbergiaceae; Orobanchaceae ;Lamiales
Liliales;;;;Linderniaceae ;;Lamiales
Liliales;;;;Lindleyaceae; Rosaceae ;Rosales
Liliales;;;;Lindsaeaceae ;;Polypodiales
Liliales;;;;Linnaeaceae; Caprifoliaceae ;Dipsacales
Liliales;;;;Liparidaceae; Orchidaceae ;Asparagales
Liliales;;;;Lippayaceae; Rubiaceae ;Gentianales
Liliales;;;;Liriaceae; Liliaceae ;Liliales
Liliales;;;;Liriodendraceae; Magnoliaceae ;Magnoliales
Liliales;;;;Lissocarpaceae; Ebenaceae ;Ericales
Liliales;;;;Littorellaceae; Plantaginaceae ;Lamiales
Liliales;;;;Loasaceae ;;Cornales
Liliales;;;;Lobeliaceae; Campanulaceae ;Asterales
Liliales;;;;Loganiaceae ;;Gentianales
Liliales;;;;Loliaceae; Poaceae ;Poales
Liliales;;;;Lomandraceae; Asparagaceae ;Asparagales
Liliales;;;;Lomariopsidaceae ;;Polypodiales-eupolypod I
Liliales;;;;Lonchitidaceae ;;Polypodiales
Liliales;;;;Loniceraceae; Caprifoliaceae ;Dipsacales
Liliales;;;;Lopeziaceae; Onagraceae ;Myrtales
Liliales;;;;Lophiocarpaceae ;;Caryophyllales
Liliales;;;;Lophiolaceae; Nartheciaceae ;Dioscoreales
Liliales;;;;Lophiraceae; Ochnaceae ;Malpighiales
Liliales;;;;Lophophytaceae; Balanophoraceae ;Santalales
Liliales;;;;Lophopyxidaceae ;;Malpighiales
Liliales;;;;Lophosoriaceae; Dicksoniaceae ;Cyatheales
Liliales;;;;Loranthaceae ;;Santalales
Liliales;;;;Lotaceae; Fabaceae ;Fabales
Liliales;;;;Lowiaceae ;;Zingiberales
Liliales;;;;Loxogrammaceae; Polypodiaceae ;Polypodiales-eupolypod I
Liliales;;;;Loxsomataceae ;;Cyatheales
Liliales;;;;Lupulaceae; Cannabaceae ;Rosales
Liliales;;;;Luxemburgiaceae; Ochnaceae ;Malpighiales
Liliales;;;;Luzuriagaceae; Alstroemeriaceae ;Liliales
Liliales;;;;Lychnidaceae; Caryophyllaceae ;Caryophyllales
Liliales;;;;Lyciaceae; Solanaceae ;Solanales
Liliales;;;;Lycopodiaceae ;;Lycopodiales
Liliales;;;;Lyginiaceae; Restionaceae ;Poales
Liliales;;;;Lygodiaceae ;;Schizaeales
Liliales;;;;Lygodisodeaceae; Rubiaceae ;Gentianales
Liliales;;;;Lysimachiaceae; Primulaceae ;Ericales
Liliales;;;;Lythraceae ;;Myrtales
Liliales;;;;Macarisiaceae ; Rhizophoraceae ;Malpighiales
Liliales;;;;Macarthuriaceae ;;Caryophyllales
Liliales;;;;Mackinlayaceae; Apiaceae ;Apiales
Liliales;;;;Madiaceae; Asteraceae ;Asterales
Liliales;;;;Maesaceae; Primulaceae ;Ericales
Liliales;;;;Magnoliaceae ;;Magnoliales
Liliales;;;;Malaceae; Rosaceae ;Rosales
Liliales;;;;Malesherbiaceae; Passifloraceae ;Malpighiales
Liliales;;;;Malortieaceae; Arecaceae ;Arecales
Liliales;;;;Malpighiaceae ;;Malpighiales
Liliales;;;;Malvaceae ;;Malvales
Liliales;;;;Mangiaceae; Rhizophoraceae ;Malpighiales
Liliales;;;;Manicariaceae; Arecaceae ;Arecales
Liliales;;;;Mansoniaceae; Malvaceae ;Malvales
Liliales;;;;Mapaniaceae; Cyperaceae ;Poales
Liliales;;;;Marantaceae ;;Zingiberales
Liliales;;;;Marathraceae; Podostemaceae ;Malpighiales
Liliales;;;;Marcgraviaceae ;;Ericales
Liliales;;;;Marsileaceae ;;Marsileales
Liliales;;;;Marattiaceae ;;Marattiales
Liliales;;;;Martyniaceae ;;Lamiales
Liliales;;;;Mastixiaceae; Nyssaceae ;Cornales
Liliales;;;;Matoniaceae ;;Gleicheniales
Liliales;;;;Matricariaceae; Asteraceae ;Asterales
Liliales;;;;Maundiaceae ;;Alismatales
Liliales;;;;Mayacaceae ;;Poales
Liliales;;;;Mazaceae ;;Lamiales
Liliales;;;;Medeolaceae; Liliaceae ;Liliales
Liliales;;;;Medusagynaceae; Ochnaceae ;Malpighiales
Liliales;;;;Medusandraceae; Peridiscaceae ;Saxifragales
Liliales;;;;Melaleucaceae; Myrtaceae ;Myrtales
Liliales;;;;Melampyraceae; Orobanchaceae ;Lamiales
Liliales;;;;Melanophyllaceae; Torricelliaceae ;Apiales
Liliales;;;;Melanthiaceae ;;Liliales
Liliales;;;;Melastomataceae ;;Myrtales
Liliales;;;;Meliaceae ;;Sapindales
Liliales;;;;Melianthaceae; Greyiaceae ;Geraniales
Liliales;;;;Melicaceae; Poaceae ;Poales
Liliales;;;;Meliosmaceae; Sabiaceae ;Proteales
Liliales;;;;Melittidaceae; Lamiaceae ;Lamiales
Liliales;;;;Melochiaceae; Malvaceae ;Malvales
Liliales;;;;Memecylaceae; Melastomataceae ;Myrtales
Liliales;;;;Mendonciaceae; Acanthaceae ;Lamiales
Liliales;;;;Menispermaceae ;;Ranunculales
Liliales;;;;Menthaceae; Lamiaceae ;Lamiales
Liliales;;;;Menyanthaceae ;;Asterales
Liliales;;;;Menzieziaceae; Ericaceae ;Ericales
Liliales;;;;Mercurialaceae; Euphorbiaceae ;Malpighiales
Liliales;;;;Merenderaceae; Colchicaceae ;Liliales
Liliales;;;;Mesembryaceae; Aizoaceae ;Caryophyllales
Liliales;;;;Mesembryanthemaceae; Aizoaceae ;Caryophyllales
Liliales;;;;Mespilaceae; Rosaceae ;Rosales
Liliales;;;;Metasequioaceae; Cupressaceae ;Cupressales
Liliales;;;;Metaxyaceae ;;Cyatheales
Liliales;;;;Metteniusaceae ;;Metteniusales
Liliales;;;;Meyeniaceae; Acanthaceae ;Lamiales
Liliales;;;;Miconiaceae; Melastomataceae ;Myrtales
Liliales;;;;Micrantheaceae; Picrodendraceae ;Malpighiales
Liliales;;;;Microbiotaceae; Cupressaceae ;Cupressales
Liliales;;;;Microcachrydaceae; Podocarpaceae ;Cupressales
Liliales;;;;Microcycadaceae; Zamiaceae ;Cycadales
Liliales;;;;Microstrobaceae; Podocarpaceae ;Cupressales
Liliales;;;;Microteaceae ;;Caryophyllales
Liliales;;;;Miliaceae; Poaceae ;Poales
Liliales;;;;Milulaceae; Amaryllidaceae ;Asparagales
Liliales;;;;Mimosaceae; Fabaceae ;Fabales
Liliales;;;;Minuartiaceae; Caryophyllaceae ;Caryophyllales
Liliales;;;;Mirabilidaceae; Nyctaginaceae ;Caryophyllales
Liliales;;;;Misodendraceae ;;Santalales
Liliales;;;;Mitrastemonaceae ;;Ericales
Liliales;;;;Miyoshiaceae; Petrosaviaceae ;Petrosaviales
Liliales;;;;Modeccaceae; Passifloraceae ;Malpighiales
Liliales;;;;Molluginaceae ;;Caryophyllales
Liliales;;;;Monardaceae; Lamiaceae ;Lamiales
Liliales;;;;Monimiaceae ;;Laurales
Liliales;;;;Monodoraceae; Annonaceae ;Magnoliales
Liliales;;;;Monotaceae; Dipterocarpaceae ;Malvales
Liliales;;;;Monotropaceae; Ericaceae ;Ericales
Liliales;;;;Monsteraceae; Araceae ;Alismatales
Liliales;;;;Montiaceae ;;Caryophyllales
Liliales;;;;Montiniaceae ;;Solanales
Liliales;;;;Montsechiaceae (extinct);;Ceratophyllales
Liliales;;;;Moraceae ;;Rosales
Liliales;;;;Moreniaceae; Arecaceae ;Arecales
Liliales;;;;Morinaceae; Caprifoliaceae ;Dipsacales
Liliales;;;;Moringaceae ;;Brassicales
Liliales;;;;Mouririaceae; Melastomataceae ;Myrtales
Liliales;;;;Moutabeaceae; Polygalaceae ;Fabales
Liliales;;;;Muntingiaceae ;;Malvales
Liliales;;;;Musaceae ;;Zingiberales
Liliales;;;;Mutisiaceae; Asteraceae ;Asterales
Liliales;;;;Myodocarpaceae ;;Apiales
Liliales;;;;Myoporaceae; Scrophulariaceae ;Lamiales
Liliales;;;;Myricaceae ;;Fagales
Liliales;;;;Myriophyllaceae; Haloragaceae ;Saxifragales
Liliales;;;;Myristicaceae ;;Magnoliales
Liliales;;;;Myrobalanaceae; Combretaceae ;Myrtales
Liliales;;;;Myrothamnaceae ;;Gunnerales
Liliales;;;;Myrrhiniaceae; Myrtaceae ;Myrtales
Liliales;;;;Myrsinaceae; Primulaceae ;Ericales
Liliales;;;;Myrtaceae ;;Myrtales
Liliales;;;;Mystropetalaceae ;;Santalales
Liliales;;;;Nageiaceae ; Podocarpaceae ;Cupressales
Liliales;;;;Najadaceae; Hydrocharitaceae ;Alismatales
Liliales;;;;Namaceae ;;Boraginales
Liliales;;;;Nandinaceae; Berberidaceae ;Ranunculales
Liliales;;;;Nanodeaceae; Santalaceae ;Santalales
Liliales;;;;Napoleonaeaceae; Lecythidaceae ;Ericales
Liliales;;;;Nartheciaceae ;;Dioscoreales
Liliales;;;;Narcissaceae; Amaryllidaceae ;Asparagales
Liliales;;;;Nardaceae; Poaceae ;Poales
Liliales;;;;Nassauviaceae; Asteraceae ;Asterales
Liliales;;;;Naucleaceae; Rubiaceae ;Gentianales
Liliales;;;;Nectaropetalaceae; Erythroxylaceae ;Malpighiales
Liliales;;;;Negripteridaceae; Pteridaceae ;Polypodiales
Liliales;;;;Neilliaceae; Rosaceae ;Rosales
Liliales;;;;Nelsoniaceae; Acanthaceae ;Lamiales
Liliales;;;;Nelumbonaceae ;;Proteales
Liliales;;;;Nemacladaceae; Campanulaceae ;Asterales
Liliales;;;;Neocallitropsidaceae; Cupressaceae ;Cupressales
Liliales;;;;Neottiaceae; Orchidaceae ;Asparagales
Liliales;;;;Nepenthaceae ;;Caryophyllales
Liliales;;;;Nepetaceae; Lamiaceae ;Lamiales
Liliales;;;;Nephrolepidaceae ;;Polypodiales-eupolypod I
Liliales;;;;Nesogenaceae; Orobanchaceae ;Lamiales
Liliales;;;;Neuradaceae ;;Malvales
Liliales;;;;Neuwiediaceae; Orchidaceae ;Asparagales
Liliales;;;;Nhandirobaceae; Cucurbitaceae ;Cucurbitales
Liliales;;;;Nicotianaceae; Solanaceae ;Solanales
Liliales;;;;Nigellaceae; Ranunculaceae ;Ranunculales
Liliales;;;;Nitrariaceae ;;Sapindales
Liliales;;;;Nolanaceae; Solanaceae ;Solanales
Liliales;;;;Nolinaceae; Asparagaceae ;Asparagales
Liliales;;;;Nonateliaceae; Rubiaceae ;Gentianales
Liliales;;;;Nopaleaceae; Cactaceae ;Caryophyllales
Liliales;;;;Noranteaceae; Marcgraviaceae ;Ericales
Liliales;;;;Nothofagaceae ;;Fagales
Liliales;;;;Nupharaceae; Nymphaeaceae ;Nymphaeales
Liliales;;;;Nuytsiaceae; Loranthaceae ;Santalales
Liliales;;;;Nyctaginaceae ;;Caryophyllales
Liliales;;;;Nyctanthaceae; Oleaceae ;Lamiales
Liliales;;;;Nymphaeaceae ;;Nymphaeales
Liliales;;;;Nypaceae; Arecaceae ;Arecales
Liliales;;;;Nyssaceae ;;Cornales
Liliales;;;;Obolariaceae ; Gentianaceae ;Gentianales
Liliales;;;;Ochnaceae ;;Malpighiales
Liliales;;;;Ochranthaceae; Staphyleaceae ;Crossosomatales
Liliales;;;;Octoknemaceae ;;Santalales
Liliales;;;;Oenotheraceae; Onagraceae ;Myrtales
Liliales;;;;Oftiaceae; Scrophulariaceae ;Lamiales
Liliales;;;;Olacaceae ;;Santalales
Liliales;;;;Oleaceae ;;Lamiales
Liliales;;;;Oleandraceae ;;Polypodiales-eupolypod I
Liliales;;;;Oliniaceae; Penaeaceae ;Myrtales
Liliales;;;;Olyraceae; Poaceae ;Poales
Liliales;;;;Onagraceae ;;Myrtales
Liliales;;;;Oncothecaceae ;;Oncothecales
Liliales;;;;Onocleaceae ;;eupolypod II
Liliales;;;;Onosmaceae; Boraginaceae ;Boraginales
Liliales;;;;Operculariaceae; Rubiaceae ;Gentianales
Liliales;;;;Ophioglossaceae ;;Ophioglossales
Liliales;;;;Ophiopogonaceae; Asparagaceae ;Asparagales
Liliales;;;;Ophioxylaceae; Apocynaceae ;Gentianales
Liliales;;;;Ophiraceae; Grubbiaceae ;Cornales
Liliales;;;;Ophiuraceae; Poaceae ;Poales
Liliales;;;;Ophrydaceae; Orchidaceae ;Asparagales
Liliales;;;;Opiliaceae ;;Santalales
Liliales;;;;Oporanthaceae; Amaryllidaceae ;Asparagales
Liliales;;;;Opuntiaceae; Cactaceae ;Caryophyllales
Liliales;;;;Orchidaceae ;;Asparagales
Liliales;;;;Ornithogalaceae; Asparagaceae ;Asparagales
Liliales;;;;Ornithrophaceae; Cunoniaceae ;Oxalidales
Liliales;;;;Orobanchaceae ;;Lamiales
Liliales;;;;Orontiaceae; Araceae ;Alismatales
Liliales;;;;Ortegaceae; Caryophyllaceae ;Caryophyllales
Liliales;;;;Oryzaceae; Poaceae ;Poales
Liliales;;;;Osyridaceae; Santalaceae ;Santalales
Liliales;;;;Oxalidaceae ;;Oxalidales
Liliales;;;;Oxycladaceae; Plantaginaceae ;Lamiales
Liliales;;;;Oxycoccaceae; Ericaceae ;Ericales
Liliales;;;;Oxystylidaceae; Cleomaceae ;Brassicales
Liliales;;;;Pachysandraceae ; Buxaceae ;Buxales
Liliales;;;;Pacouriaceae; Apocynaceae ;Gentianales
Liliales;;;;Paeoniaceae ;;Saxifragales
Liliales;;;;Pagamaeaceae; Rubiaceae ;Gentianales
Liliales;;;;Paivaeusaceae; Picrodendraceae ;Malpighiales
Liliales;;;;Palmae ;;Arecales
Liliales;;;;Pancratiaceae; Amaryllidaceae ;Asparagales
Liliales;;;;Pandaceae ;;Malpighiales
Liliales;;;;Pandanaceae ;;Pandanales
Liliales;;;;Pangiaceae; Achariaceae ;Malpighiales
Liliales;;;;Panicaceae; Poaceae ;Poales
Liliales;;;;Papaveraceae ;;Ranunculales
Liliales;;;;Papayaceae; Caricaceae ;Brassicales
Liliales;;;;Papilionaceae; Fabaceae ;Fabales
Liliales;;;;Pappophoraceae; Poaceae ;Poales
Liliales;;;;Papyraceae; Cyperaceae ;Poales
Liliales;;;;Paracryphiaceae ;;Paracryphiales
Liliales;;;;Parasitaxaceae; Podocarpaceae ;Cupressales
Liliales;;;;Parianaceae; Poaceae ;Poales
Liliales;;;;Paridaceae; Melanthiaceae ;Liliales
Liliales;;;;Parkeriaceae; Pteridaceae ;Polypodiales
Liliales;;;;Parnassiaceae; Celastraceae ;Celastrales
Liliales;;;;Paronychiaceae; Caryophyllaceae ;Caryophyllales
Liliales;;;;Paropsiaceae; Passifloraceae ;Malpighiales
Liliales;;;;Parrotiaceae; Hamamelidaceae ;Saxifragales
Liliales;;;;Partheniaceae; Asteraceae ;Asterales
Liliales;;;;Paspalaceae; Poaceae ;Poales
Liliales;;;;Passifloraceae ;;Malpighiales
Liliales;;;;Pastinacaceae; Apiaceae ;Apiales
Liliales;;;;Paulliniaceae; Sapindaceae ;Sapindales
Liliales;;;;Paulowniaceae ;;Lamiales
Liliales;;;;Paviaceae; Sapindaceae ;Sapindales
Liliales;;;;Pectiantiaceae; Saxifragaceae ;Saxifragales
Liliales;;;;Pedaliaceae ;;Lamiales
Liliales;;;;Pedicularidaceae; Orobanchaceae ;Lamiales
Liliales;;;;Peganaceae; Nitrariaceae ;Sapindales
Liliales;;;;Peliosanthaceae; Asparagaceae ;Asparagales
Liliales;;;;Pellicieraceae; Tetrameristaceae ;Ericales
Liliales;;;;Peltantheraceae ;;Lamiales
Liliales;;;;Penaeaceae ;;Myrtales
Liliales;;;;Pennantiaceae ;;Apiales
Liliales;;;;Pentadiplandraceae ;;Brassicales
Liliales;;;;Pentapetaceae; Malvaceae ;Malvales
Liliales;;;;Pentaphragmataceae ;;Asterales
Liliales;;;;Pentaphylacaceae ;;Ericales
Liliales;;;;Pentastemonaceae; Stemonaceae ;Pandanales
Liliales;;;;Penthoraceae ;;Saxifragales
Liliales;;;;Peperomiaceae; Piperaceae ;Piperales
Liliales;;;;Peraceae ;;Malpighiales
Liliales;;;;Peranemataceae; Dryopteridaceae ;Polypodiales-eupolypod I
Liliales;;;;Perdiciaceae; Asteraceae ;Asterales
Liliales;;;;Peridiscaceae ;;Saxifragales
Liliales;;;;Periplocaceae; Apocynaceae ;Gentianales
Liliales;;;;Peripterygiaceae; Cardiopteridaceae ;Cardiopteridales
Liliales;;;;Perseaceae; Lauraceae ;Laurales
Liliales;;;;Persicariaceae; Polygonaceae ;Caryophyllales
Liliales;;;;Petenaeaceae ;;Huerteales
Liliales;;;;Petermanniaceae ;;Liliales
Liliales;;;;Petiveriaceae ;;Caryophyllales
Liliales;;;;Petreaceae; Verbenaceae ;Lamiales
Liliales;;;;Petrosaviaceae ;;Petrosaviales
Liliales;;;;Phalaridaceae; Poaceae ;Poales
Liliales;;;;Phaleriaceae; Thymelaeaceae ;Malvales
Liliales;;;;Pharaceae; Poaceae ;Poales
Liliales;;;;Pharnaceaceae; Molluginaceae ;Caryophyllales
Liliales;;;;Phaseolaceae; Fabaceae ;Fabales
Liliales;;;;Phellinaceae ;;Asterales
Liliales;;;;Phelypaeaceae; Orobanchaceae ;Lamiales
Liliales;;;;Pherosphaeraceae; Podocarpaceae ;Cupressales
Liliales;;;;Philadelphaceae; Hydrangeaceae ;Cornales
Liliales;;;;Philesiaceae ;;Liliales
Liliales;;;;Philippodendraceae; Malvaceae ;Malvales
Liliales;;;;Philocrenaceae; Podostemaceae ;Malpighiales
Liliales;;;;Philodendraceae; Araceae ;Alismatales
Liliales;;;;Philydraceae ;;Commelinales
Liliales;;;;Phleaceae; Poaceae ;Poales
Liliales;;;;Phoenicaceae; Arecaceae ;Arecales
Liliales;;;;Phoradendraceae; Santalaceae ;Santalales
Liliales;;;;Phormiaceae; Asphodelaceae ;Asparagales
Liliales;;;;Phrymaceae ;;Lamiales
Liliales;;;;Phylicaceae; Rhamnaceae ;Rosales
Liliales;;;;Phyllanthaceae ;;Malpighiales
Liliales;;;;Phyllocladaceae; Podocarpaceae ;Cupressales
Liliales;;;;Phyllonomaceae ;;Aquifoliales
Liliales;;;;Physenaceae ;;Caryophyllales
Liliales;;;;Phytelephaceae; Arecaceae ;Arecales
Liliales;;;;Phytocrenaceae; Icacinaceae ;Icacinales
Liliales;;;;Phytolaccaceae ;;Caryophyllales
Liliales;;;;Piceaceae; Pinaceae ;Pinales
Liliales;;;;Picramniaceae ;;Picramniales
Liliales;;;;Picridaceae; Asteraceae ;Asterales
Liliales;;;;Picrodendraceae ;;Malpighiales
Liliales;;;;Pilgerodendraceae; Cupressaceae ;Cupressales
Liliales;;;;Pilocarpaceae; Rutaceae ;Sapindales
Liliales;;;;Pilulariaceae; Marsileaceae ;Marsileales
Liliales;;;;Pimpinellaceae; Apiaceae ;Apiales
Liliales;;;;Pinaceae ;;Pinales
Liliales;;;;Pinguiculaceae; Lentibulariaceae ;Lamiales
Liliales;;;;Piperaceae ;;Piperales
Liliales;;;;Piriquetaceae; Passifloraceae ;Malpighiales
Liliales;;;;Pisoniaceae; Nyctaginaceae ;Caryophyllales
Liliales;;;;Pistaciaceae; Anacardiaceae ;Sapindales
Liliales;;;;Pistiaceae; Araceae ;Alismatales
Liliales;;;;Pittosporaceae ;;Apiales
Liliales;;;;Plagianthaceae; Malvaceae ;Malvales
Liliales;;;;Plagiogyraceae ;;Cyatheales
Liliales;;;;Plagiopteraceae; Celastraceae ;Celastrales
Liliales;;;;Plantaginaceae ;;Lamiales
Liliales;;;;Platanaceae ;;Proteales
Liliales;;;;Platycaryaceae; Juglandaceae ;Fagales
Liliales;;;;Platyceriaceae; Polypodiaceae ;Polypodiales-eupolypod I
Liliales;;;;Platycladaceae; Cupressaceae ;Cupressales
Liliales;;;;Platyspermataceae; Alseuosmiaceae ;Asterales
Liliales;;;;Platyzomataceae; Pteridaceae ;Polypodiales
Liliales;;;;Plectroniaceae; Penaeaceae ;Myrtales
Liliales;;;;Pleurisanthaceae; Icacinaceae ;Icacinales
Liliales;;;;Pleurisoriopsidaceae; Polypodiaceae ;Polypodiales-eupolypod I
Liliales;;;;Platystemonaceae; Papaveraceae ;Ranunculales
Liliales;;;;Plocospermataceae ;;Lamiales
Liliales;;;;Plumbaginaceae ;;Caryophyllales
Liliales;;;;Plumeriaceae; Apocynaceae ;Gentianales
Liliales;;;;Poaceae ;;Poales
Liliales;;;;Podoaceae; Anacardiaceae ;Sapindales
Liliales;;;;Podocarpaceae ;;Cupressales
Liliales;;;;Podophyllaceae; Berberidaceae ;Ranunculales
Liliales;;;;Podostemaceae ;;Malpighiales
Liliales;;;;Polemoniaceae ;;Ericales
Liliales;;;;Poliothyrsidaceae; Salicaceae ;Malpighiales
Liliales;;;;Polpodaceae; Molluginaceae ;Caryophyllales
Liliales;;;;Polycarpaeaceae; Caryophyllaceae ;Caryophyllales
Liliales;;;;Polycnemaceae; Amaranthaceae ;Caryophyllales
Liliales;;;;Polygalaceae ;;Fabales
Liliales;;;;Polygonaceae ;;Caryophyllales
Liliales;;;;Polygonanthaceae; Anisophylleaceae ;Cucurbitales
Liliales;;;;Polygonataceae; Asparagaceae ;Asparagales
Liliales;;;;Polyosmaceae; Escalloniaceae ;Escalloniales
Liliales;;;;Polypodiaceae ;;Polypodiales-eupolypod I
Liliales;;;;Polypremaceae; Tetrachondraceae ;Lamiales
Liliales;;;;Pontederiaceae ;;Commelinales
Liliales;;;;Poranaceae; Convolvulaceae ;Solanales
Liliales;;;;Porantheraceae; Phyllanthaceae ;Malpighiales
Liliales;;;;Portulacaceae ;;Caryophyllales
Liliales;;;;Portulacariaceae; Didiereaceae ;Caryophyllales
Liliales;;;;Posidoniaceae ;;Alismatales
Liliales;;;;Potaliaceae; Gentianaceae ;Gentianales
Liliales;;;;Potamogetonaceae ;;Alismatales
Liliales;;;;Potentillaceae; Rosaceae ;Rosales
Liliales;;;;Poteriaceae; Rosaceae ;Rosales
Liliales;;;;Pothaceae; Araceae ;Alismatales
Liliales;;;;Pottingeriaceae; Celastraceae ;Celastrales
Liliales;;;;Primulaceae ;;Ericales
Liliales;;;;Prioniaceae; Thurniaceae ;Poales
Liliales;;;;Prionotaceae; Ericaceae ;Ericales
Liliales;;;;Prockiaceae; Salicaceae ;Malpighiales
Liliales;;;;Proteaceae ;;Proteales
Liliales;;;;Prumnopityaceae; Podocarpaceae ;Cupressales
Liliales;;;;Prunaceae; Rosaceae ;Rosales
Liliales;;;;Pseliaceae; Menispermaceae ;Ranunculales
Liliales;;;;Pseudanthaceae; Picrodendraceae ;Malpighiales
Liliales;;;;Pseudophoenicaceae; Arecaceae ;Arecales
Liliales;;;;Psilotaceae ;;Ophioglossales
Liliales;;;;Psiloxylaceae; Myrtaceae ;Myrtales
Liliales;;;;Psittacanthaceae; Loranthaceae ;Santalales
Liliales;;;;Psychotriaceae; Rubiaceae ;Gentianales
Liliales;;;;Psylliaceae; Plantaginaceae ;Lamiales
Liliales;;;;Ptaeroxylaceae; Rutaceae ;Sapindales
Liliales;;;;Pteleaceae; Rutaceae ;Sapindales
Liliales;;;;Pteleocarpaceae; ?Gelsemiaceae ;Gentianales
Liliales;;;;Pteridaceae ;;Polypodiales
Liliales;;;;Pteridiaceae; Dennstaedtiaceae ;Polypodiales
Liliales;;;;Pteridophyllaceae; Papaveraceae ;Ranunculales
Liliales;;;;Pterisanthaceae; Vitaceae ;Vitales
Liliales;;;;Pterostemonaceae; Iteaceae ;Saxifragales
Liliales;;;;Punicaceae; Lythraceae ;Myrtales
Liliales;;;;Putranjivaceae ;;Malpighiales
Liliales;;;;Pycnanthaceae; Orchidaceae ;Orchidales
Liliales;;;;Pyraceae; Rosaceae ;Rosales
Liliales;;;;Pyrolaceae; Pyroloideae ;Ericales
Liliales;;;;Quassiaceae ; Simaroubaceae ;Sapindales
Liliales;;;;Quercaceae; Fagaceae ;Fagales
Liliales;;;;Quiinaceae; Ochnaceae ;Malpighiales
Liliales;;;;Quillajaceae ;;Fabales
Liliales;;;;Quintiniaceae; Paracryphiaceae ;Paracryphiales
Liliales;;;;Rafflesiaceae ;;Malpighiales
Liliales;;;;Ramondaceae; Gesneriaceae ;Lamiales
Liliales;;;;Randiaceae; Rubiaceae ;Gentianales
Liliales;;;;Ranunculaceae ;;Ranunculales
Liliales;;;;Ranzaniaceae; Berberidaceae ;Ranunculales
Liliales;;;;Rapateaceae ;;Poales
Liliales;;;;Raphanaceae; Brassicaceae ;Brassicales
Liliales;;;;Reaumuriaceae; Tamaricaceae ;Caryophyllales
Liliales;;;;Rehmanniaceae; Orobanchaceae ;Lamiales
Liliales;;;;Resedaceae ;;Brassicales
Liliales;;;;Restionaceae ;;Poales
Liliales;;;;Retziaceae; Stilbaceae ;Lamiales
Liliales;;;;Rhabdodendraceae ;;Caryophyllales
Liliales;;;;Rhachidosoraceae ;;Polypodiales-eupolypod II
Liliales;;;;Rhamnaceae ;;Rosales
Liliales;;;;Rhaptopetalaceae; Lecythidaceae ;Ericales
Liliales;;;;Rhexiaceae; Melastomataceae ;Myrtales
Liliales;;;;Rhinanthaceae; Orobanchaceae ;Lamiales
Liliales;;;;Rhipogonaceae ;;Liliales
Liliales;;;;Rhizophoraceae ;;Malpighiales
Liliales;;;;Rhoaceae; Anacardiaceae ;Sapindales
Liliales;;;;Rhodiolaceae; Crassulaceae ;Saxifragales
Liliales;;;;Rhododendraceae; Ericaceae ;Ericales
Liliales;;;;Rhodolaenaceae; Sarcolaenaceae ;Malvales
Liliales;;;;Rhodoleiaceae; Hamamelidaceae ;Saxifragales
Liliales;;;;Rhodoraceae; Ericaceae ;Ericales
Liliales;;;;Rhodotypaceae; Rosaceae ;Rosales
Liliales;;;;Rhoipteleaceae; Juglandaceae ;Fagales
Liliales;;;;Rhopalocarpaceae; Sphaerosepalaceae ;Malvales
