"","species","mean_temp","se_temp","within_sp_var_temp","mean_prec","se_prec","within_sp_var_prec","mean_pet","se_pet","within_sp_var_pet","mean_aridity","se_aridity","within_sp_var_aridity","Mechanism"
"310","Pleonotoma dendrotricha Sandwith",5.697768,0.001265,6e-06,7.888134,0.054247,0.01131,7.248954,0.023616,0.000941,9.849517,0.05837,0.012346,"Mechanism_2"
"311","Pleonotoma exserta A.H.Gentry",5.695717,0.000171,1.6e-05,8.142396,0.031447,0.029407,7.243849,0.025021,0.002447,10.088132,0.061461,0.032098,"Mechanism_2"
"312","Pleonotoma longiflora B.M.Gomes & Proença",5.702281,0.000334,4e-05,7.700999,0.04703,0.073516,7.254033,0.061851,0.006117,9.743791,0.013051,0.080246,"Mechanism_2"
"313","Pleonotoma orientalis Sandwith",5.696801,0.001805,9e-06,7.193177,0.179207,0.016337,7.327081,0.025737,0.001359,9.048198,0.159773,0.017832,"Mechanism_2"
"314","Pleonotoma pavettiflora Sandwith",5.695687,0.000911,4e-06,7.516772,0.050207,0.008168,7.275178,0.019638,0.00068,9.417316,0.063869,0.008916,"Mechanism_2"
"315","Pleonotoma stichadenia K.Schum.",5.695524,0.001398,5e-06,6.973057,0.102842,0.009802,7.330111,0.023182,0.000816,8.887545,0.111392,0.010699,"Mechanism_2"
"316","Stizophyllum inaequilaterum Bureau & K.Schum.",5.696031,0.000999,2e-06,7.680899,0.050104,0.003128,7.311099,0.017339,0.00026,9.607137,0.054131,0.003415,"Mechanism_2"
"317","Tanaecium crucigerum Seem.",5.698104,0.003804,7e-06,7.368976,0.111565,0.012253,7.448439,0.042627,0.00102,9.138213,0.117655,0.013374,"Mechanism_2"
"318","Tanaecium duckei A.Samp.",5.698098,0.000624,1e-05,7.801398,0.065128,0.018379,7.169046,0.027612,0.001529,9.821022,0.079257,0.020061,"Mechanism_2"
"319","Tanaecium exitiosum Dugand",5.695555,0.008622,2e-05,7.787545,0.061282,0.036758,7.335479,0.05183,0.003059,9.65642,0.031051,0.040123,"Mechanism_2"
"320","Tanaecium jaroba Sw.",5.699507,0.000709,2e-06,7.478981,0.064274,0.003586,7.343453,0.02819,0.000306,9.37091,0.082402,0.004012,"Mechanism_2"
"321","Tynanthus croatianus A.H.Gentry",5.698,0.003291,2e-05,7.790606,0.195334,0.036758,7.428767,0.026501,0.003059,9.528383,0.089522,0.040123,"Mechanism_2"
"322","Tynanthus elegans Miers",5.697261,0.000387,2.7e-05,7.0603,0.10829,0.049011,7.330393,0.092261,0.004078,8.875952,0.148711,0.053497,"Mechanism_2"
"323","Tynanthus macranthus L.O.Williams",5.689497,0.004228,2.7e-05,7.963506,0.059921,0.049011,7.350685,0.039087,0.004078,9.977102,0.071783,0.053497,"Mechanism_2"
"324","Tynanthus micranthus Corr.Mello ex K.Schum.",5.692047,0.000218,2e-05,7.257593,0.044348,0.036758,7.379598,0.023154,0.003059,8.96338,0.001707,0.040123,"Mechanism_2"
"325","Tynanthus pubescens A.H.Gentry",5.699478,0.001031,1e-05,7.77776,0.058822,0.018379,7.322503,0.021233,0.001529,9.733637,0.035199,0.020061,"Mechanism_2"
"326","Tynanthus villosus A.H.Gentry",5.697932,0.000387,2.7e-05,7.365046,0.053751,0.049011,7.128322,0.026611,0.004078,9.629952,0.082414,0.053497,"Mechanism_2"
"327","Smilax aquifolium Ferrufino & Greuter",5.697932,NA,8e-05,7.327781,NA,0.147033,7.475339,NA,0.012234,8.957511,NA,0.160492,"Mechanism_2"
"328","Smilax aristolochiifolia Mill.",5.68791,0.003265,4e-06,7.398097,0.079573,0.007002,7.407772,0.017119,0.000583,9.22253,0.096198,0.008025,"Mechanism_2"
"329","Smilax bella J.F.Macbr.",5.696421,0.001511,4e-05,7.582498,0.357017,0.073516,7.268134,0.214548,0.006117,9.445762,0.616096,0.080246,"Mechanism_2"
"330","Smilax bona-nox L.",5.681059,0.003133,6e-06,7.187738,0.141134,0.010502,7.410924,0.022343,0.000874,8.91289,0.159247,0.011464,"Mechanism_2"
"331","Smilax brasiliensis Spreng.",5.693869,0.000913,1e-06,7.198065,0.03621,0.002334,7.338628,0.010629,0.000194,9.080081,0.034712,0.002547,"Mechanism_2"
"332","Smilax campestris Griseb.",5.688209,0.001392,1e-06,7.122592,0.043238,0.001935,7.344207,0.011625,0.000161,8.95396,0.047997,0.002112,"Mechanism_2"
"333","Smilax cissoides M.Martens & Galeotti",5.69935,0.001974,2e-05,7.166942,0.203858,0.036758,7.392105,0.068738,0.003059,9.018486,0.266968,0.040123,"Mechanism_2"
"334","Smilax cognata Kunth",5.686467,NA,8e-05,7.358194,NA,0.147033,7.280008,NA,0.012234,9.108418,NA,0.160492,"Mechanism_2"
"335","Smilax coriacea Spreng.",5.697916,0.0057,4e-05,7.280549,0.017219,0.073516,7.472866,0.088255,0.006117,9.357815,0.187568,0.080246,"Mechanism_2"
"336","Smilax cuprea Ferrufino & Greuter",5.692525,0.007416,4e-05,7.337448,0.284726,0.073516,7.426948,0.07579,0.006117,9.210069,0.061178,0.080246,"Mechanism_2"
"337","Smilax domingensis Willd.",5.686905,0.001147,0,7.663887,0.036277,0.000845,7.314675,0.012755,7.1e-05,9.47355,0.035969,0.000933,"Mechanism_2"
"338","Smilax elastica Griseb.",5.686965,0.001476,2e-06,7.225579,0.043167,0.003419,7.240471,0.015475,0.000285,9.165779,0.043332,0.003732,"Mechanism_2"
"339","Smilax flavicaulis Rusby",5.686734,0.007196,1.3e-05,7.107978,0.178355,0.024505,7.348019,0.046426,0.002039,9.060118,0.199119,0.026749,"Mechanism_2"
"340","Smilax fluminensis Steud.",5.693108,0.000746,1e-06,7.246625,0.026975,0.0014,7.334964,0.008335,0.000117,9.12577,0.027402,0.001528,"Mechanism_2"
"341","Smilax glauca Walter",5.670572,0.004074,1.6e-05,7.179557,0.179863,0.029407,7.366133,0.061831,0.002447,9.009585,0.314265,0.032098,"Mechanism_2"
"342","Smilax goyazana A.DC.",5.693875,0.001122,2e-06,7.381842,0.033333,0.003586,7.331225,0.012336,0.000298,9.242682,0.034513,0.003914,"Mechanism_2"
"343","Smilax gracilior Ferrufino & Greuter",5.700276,NA,8e-05,7.21008,NA,0.147033,7.53583,NA,0.012234,8.862484,NA,0.160492,"Mechanism_2"
"344","Smilax guianensis Vitman",5.6885,NA,8e-05,7.287561,NA,0.147033,7.353722,NA,0.012234,9.372544,NA,0.160492,"Mechanism_2"
"345","Smilax havanensis Jacq.",5.694173,0.002302,1.1e-05,7.212437,0.058812,0.021005,7.450143,0.026847,0.001748,9.018207,0.075252,0.022927,"Mechanism_2"
"346","Smilax irrorata Mart. ex Griseb.",5.697097,0.001092,2e-06,7.435442,0.061816,0.004201,7.31241,0.01505,0.00035,9.334952,0.063715,0.004585,"Mechanism_2"
"347","Smilax japicanga Griseb.",5.692413,0.006042,1.6e-05,7.311265,0.082032,0.029407,7.320887,0.072366,0.002447,9.117473,0.139218,0.032098,"Mechanism_2"
"348","Smilax lappacea Humb. & Bonpl. ex Willd.",5.687065,0.00382,7e-06,7.470288,0.128469,0.012253,7.268176,0.037761,0.00102,9.415979,0.126834,0.013374,"Mechanism_2"
"349","Smilax larvata Griseb.",5.680089,0.00452,7e-06,7.353208,0.145613,0.012253,7.266455,0.014621,0.00102,9.38031,0.136226,0.013374,"Mechanism_2"
"350","Smilax laurifolia L.",5.683806,0.003716,4e-06,7.511679,0.075126,0.007352,7.414096,0.019872,0.000612,9.233891,0.104603,0.008025,"Mechanism_2"
"351","Smilax longifolia Rich.",5.695937,0.000439,5e-06,7.990952,0.046075,0.008649,7.127436,0.018425,0.00072,10.016792,0.045911,0.009441,"Mechanism_2"
"352","Smilax lutescens Vell.",5.68983,0.002529,1e-05,7.400613,0.090114,0.018379,7.266815,0.044169,0.001529,9.284012,0.079954,0.020061,"Mechanism_2"
"353","Smilax magnifolia J.F.Macbr.",5.697261,NA,8e-05,8.013012,NA,0.147033,7.057898,NA,0.012234,10.204592,NA,0.160492,"Mechanism_2"
"354","Smilax maypurensis Humb. & Bonpl. ex Willd.",5.696061,0.000722,1e-06,7.668581,0.035143,0.002131,7.302184,0.012349,0.000177,9.562605,0.036274,0.002326,"Mechanism_2"
"355","Smilax minarum A.DC.",5.681918,0.002533,1.3e-05,7.028374,0.109436,0.024505,7.236213,0.031171,0.002039,9.013393,0.140534,0.026749,"Mechanism_2"
"356","Smilax mollis Humb. & Bonpl. ex Willd.",5.68872,0.001244,1e-06,7.547781,0.043545,0.001581,7.42016,0.009056,0.000134,9.282084,0.051048,0.001764,"Mechanism_2"
"357","Smilax moranensis M.Martens & Galeotti",5.675788,0.002158,2e-06,7.03785,0.07739,0.003063,7.451179,0.014347,0.000255,8.781022,0.073682,0.003344,"Mechanism_2"
"358","Smilax oblongata Sw.",5.695025,0.002106,3e-06,7.485049,0.060869,0.004901,7.397173,0.021138,0.000395,9.258101,0.048342,0.005177,"Mechanism_2"
"359","Smilax oblongifolia Pohl ex Griseb.",5.684771,0.00221,7e-06,7.190307,0.119362,0.012253,7.300866,0.02737,0.00102,9.089813,0.102626,0.013374,"Mechanism_2"
"360","Smilax ornata Lem.",5.686184,0.003519,6e-06,7.652525,0.110324,0.01131,7.434324,0.016339,0.000941,9.373933,0.100932,0.012346,"Mechanism_2"
"361","Smilax pilcomayensis Guagl. & Gattuso",5.698098,0.001844,4e-05,7.097843,0.152792,0.073516,7.470855,0.031883,0.006117,8.771322,0.009772,0.080246,"Mechanism_2"
"362","Smilax pilosa Andreata & Leoni",5.672464,NA,8e-05,7.289611,NA,0.147033,7.05445,NA,0.012234,9.447545,NA,0.160492,"Mechanism_2"
"363","Smilax polyantha Griseb.",5.694988,0.00092,2e-06,7.217397,0.038031,0.004084,7.367484,0.01134,0.00034,9.104246,0.04267,0.004458,"Mechanism_2"
"364","Smilax purhampuy Ruiz",5.689137,0.001308,1e-06,7.677366,0.041257,0.001268,7.238599,0.013681,0.000106,9.667583,0.040053,0.001396,"Mechanism_2"
"365","Smilax quinquenervia Vell.",5.679563,0.003639,7e-06,7.15286,0.112603,0.013367,7.163636,0.032671,0.00102,9.190006,0.120246,0.013374,"Mechanism_2"
"366","Smilax remotinervis Hand.-Mazz.",5.686681,0.005352,1.6e-05,7.342338,0.133847,0.029407,7.191157,0.04498,0.002447,9.237016,0.156598,0.032098,"Mechanism_2"
"367","Smilax rufescens Griseb.",5.695569,0.001127,2e-06,7.302464,0.046594,0.003267,7.311851,0.013286,0.000266,9.181058,0.049137,0.003489,"Mechanism_2"
"368","Smilax ruiziana Kunth",5.697261,NA,8e-05,8.078068,NA,0.147033,7.103322,NA,0.012234,10.108589,NA,0.160492,"Mechanism_2"
"369","Smilax salicifolia Griseb.",5.700773,0.001848,2e-05,7.446539,0.180909,0.036758,7.302726,0.036424,0.003059,9.372603,0.138939,0.040123,"Mechanism_2"
"370","Smilax santaremensis A.DC.",5.701358,0.001714,2e-05,7.623928,0.107641,0.036758,7.256492,0.034152,0.003059,9.523026,0.123482,0.040123,"Mechanism_2"
"371","Smilax schomburgkiana Kunth",5.69757,0.000587,1e-06,7.693475,0.03896,0.00241,7.335977,0.010358,0.000201,9.565939,0.037908,0.002631,"Mechanism_2"
"372","Smilax silverstonei Botina",5.673495,NA,8e-05,7.32251,NA,0.147033,7.023759,NA,0.012234,10.012342,NA,0.160492,"Mechanism_2"
"373","Smilax siphilitica Humb. & Bonpl. ex Willd.",5.693637,0.000821,1e-06,7.770539,0.046171,0.001885,7.260548,0.013857,0.000157,9.725308,0.046832,0.002058,"Mechanism_2"
"374","Smilax spicata Vell.",5.687011,0.00374,1e-05,7.209535,0.036435,0.018379,7.199495,0.043636,0.001529,9.245861,0.082888,0.020061,"Mechanism_2"
"375","Smilax spinosa Mill.",5.693585,0.001313,1e-06,7.496632,0.047666,0.001598,7.415707,0.016286,0.000134,9.322586,0.049763,0.001764,"Mechanism_2"
"376","Smilax spruceana A.DC.",5.6949,0.00251,2e-05,7.127282,0.284284,0.036758,7.334326,0.02953,0.003059,9.079391,0.211424,0.040123,"Mechanism_2"
"377","Smilax stenophylla A.DC.",5.686235,0.002348,1e-05,7.256943,0.038563,0.018379,7.184838,0.019364,0.001529,9.243082,0.059989,0.020061,"Mechanism_2"
"378","Smilax subpubescens A.DC.",5.676974,0.002004,2e-06,7.505576,0.059596,0.003267,7.370224,0.020181,0.000272,9.248728,0.061385,0.003566,"Mechanism_2"
"379","Smilax subsessiliflora Duhamel",5.682048,NA,8e-05,7.475906,NA,0.147033,7.104965,NA,0.012234,9.46211,NA,0.160492,"Mechanism_2"
"380","Smilax tomentosa Kunth",5.670828,0.002861,2e-06,7.439289,0.095266,0.003974,7.175478,0.023985,0.000331,9.446822,0.100583,0.004338,"Mechanism_2"
"381","Ancistrothyrsus hirtellus A.H.Gentry",5.694526,0.001595,9e-06,7.876984,0.092901,0.016337,7.212609,0.02456,0.001359,9.777337,0.098339,0.017832,"Mechanism_2"
"382","Ancistrothyrsus tessmannii Harms",5.697633,0.000596,9e-06,7.942012,0.134955,0.016337,7.148059,0.037312,0.001359,10.013138,0.09383,0.017832,"Mechanism_2"
"383","Dilkea johannesii Rodr.",5.699102,0.000966,1e-05,7.837848,0.072394,0.018379,7.194221,0.033982,0.001529,9.879616,0.082081,0.020061,"Mechanism_2"
"384","Dilkea retusa Mast.",5.696687,0.000472,2e-06,7.88805,0.047276,0.003419,7.166004,0.017571,0.000285,9.939374,0.049543,0.003732,"Mechanism_2"
"385","Mitostemma glaziovii Mast.",5.695647,0.001086,6e-06,7.325647,0.070242,0.010502,7.28239,0.019768,0.000874,9.225311,0.053977,0.011464,"Mechanism_2"
"386","Passiflora acuminata DC.",5.701829,0.000388,4e-06,7.764298,0.034559,0.007352,7.258214,0.013935,0.000612,9.710114,0.039262,0.008025,"Mechanism_2"
"387","Passiflora adenopoda DC.",5.682486,0.001362,2e-06,7.527232,0.056836,0.002941,7.33906,0.016902,0.000245,9.351917,0.050802,0.00321,"Mechanism_2"
"388","Passiflora alata Curtis",5.691528,0.000959,1e-06,7.246578,0.031726,0.002071,7.276864,0.01155,0.000172,9.144169,0.035951,0.00226,"Mechanism_2"
"389","Passiflora alliacea Barb.Rodr.",5.69491,NA,8e-05,7.063048,NA,0.147033,7.26333,NA,0.012234,8.956222,NA,0.160492,"Mechanism_2"
"390","Passiflora alnifolia Kunth",5.668641,0.003348,2e-06,7.517063,0.084448,0.004201,7.132171,0.02888,0.00036,9.541106,0.063279,0.00472,"Mechanism_2"
"391","Passiflora amalocarpa Barb.Rodr.",5.699739,0.001065,4e-06,7.520041,0.071652,0.007002,7.303064,0.027409,0.000583,9.510862,0.06738,0.007642,"Mechanism_2"
"392","Passiflora amazonica L.K.Escobar",5.661397,NA,8e-05,7.398786,NA,0.147033,7.071573,NA,0.012234,9.159678,NA,0.160492,"Mechanism_2"
"393","Passiflora amicorum Wurdack",5.691344,0.007594,4e-05,7.64029,0.224513,0.073516,7.387706,0.065856,0.006117,9.365086,0.186856,0.080246,"Mechanism_2"
"394","Passiflora amoena L.K.Escobar",5.698038,0.00155,1.3e-05,7.907957,0.103798,0.024505,7.36848,0.008369,0.002039,9.778669,0.058586,0.026749,"Mechanism_2"
"395","Passiflora ampullacea Harms",5.655116,0.00175,4e-05,7.246304,0.527291,0.073516,7.047054,0.030444,0.006117,9.025913,0.201088,0.080246,"Mechanism_2"
"396","Passiflora anadenia Urb.",5.704282,NA,8e-05,6.904751,NA,0.147033,7.579168,NA,0.012234,8.359603,NA,0.160492,"Mechanism_2"
"397","Passiflora apetala Killip",5.67824,0.006665,1.3e-05,7.84148,0.107423,0.024505,7.327694,0.06862,0.002039,9.625836,0.100414,0.026749,"Mechanism_2"
"398","Passiflora apoda Harms",5.665754,0.007804,1.3e-05,7.708684,0.028586,0.024505,7.201329,0.059823,0.002039,9.773454,0.07659,0.026749,"Mechanism_2"
"399","Passiflora araujoi Sacco",5.695359,0.001035,6e-06,7.607888,0.054465,0.010502,7.266015,0.015552,0.000874,9.554014,0.044555,0.011464,"Mechanism_2"
"400","Passiflora arborea Spreng.",5.67459,0.003775,5e-06,7.584494,0.087067,0.00919,7.22377,0.029453,0.000765,9.55763,0.05653,0.010031,"Mechanism_2"
"401","Passiflora aristulata Mast.",5.696181,0.00175,1.6e-05,7.627435,0.223504,0.029407,7.107693,0.043653,0.002447,9.807419,0.228252,0.032098,"Mechanism_2"
"402","Passiflora ascidia Feuillet",5.687145,NA,8e-05,7.330405,NA,0.147033,7.32975,NA,0.012234,9.446913,NA,0.160492,"Mechanism_2"
"403","Passiflora auriculata Kunth",5.695943,0.000469,0,7.779119,0.030792,0.00079,7.274276,0.009783,6.6e-05,9.719298,0.030378,0.000868,"Mechanism_2"
"404","Passiflora azeroana Uribe",5.662168,0.006241,1.3e-05,7.362345,0.156443,0.024505,7.106791,0.051459,0.002039,9.473296,0.100686,0.026749,"Mechanism_2"
"405","Passiflora balbis Feuillet",5.701345,0.000886,1.6e-05,7.34986,0.084926,0.029407,7.366135,0.012446,0.002447,9.310317,0.031484,0.032098,"Mechanism_2"
"406","Passiflora bicornis Mill.",5.702522,0.000674,2e-06,7.195936,0.053072,0.003342,7.552599,0.012278,0.000291,8.843703,0.055256,0.003821,"Mechanism_2"
"407","Passiflora bogotensis Benth.",5.657014,0.005546,1.6e-05,7.102586,0.115361,0.029407,7.121195,0.031564,0.002447,9.288812,0.098763,0.032098,"Mechanism_2"
"408","Passiflora boticarioana Cervi",5.68341,NA,8e-05,7.510431,NA,0.147033,7.140453,NA,0.012234,9.383032,NA,0.160492,"Mechanism_2"
"409","Passiflora bracteosa Planch. & Linden ex Triana & Planch.",5.656516,NA,8e-05,7.770223,NA,0.147033,7.115582,NA,0.012234,9.189729,NA,0.160492,"Mechanism_2"
"410","Passiflora brevifila Killip",5.682729,NA,8e-05,7.666222,NA,0.147033,7.404888,NA,0.012234,9.488048,NA,0.160492,"Mechanism_2"
"411","Passiflora bryonioides Kunth",5.673626,0.002088,3e-06,6.608789,0.086389,0.006393,7.505989,0.013189,0.000532,8.297269,0.083703,0.006978,"Mechanism_2"
"412","Passiflora bucaramangensis Killip",5.673147,0.003094,4e-05,7.205002,0.100858,0.073516,7.244574,0.004641,0.006117,9.292414,0.053681,0.080246,"Mechanism_2"
"413","Passiflora buchtienii Killip",5.659002,0.013774,2.7e-05,7.054322,0.223462,0.049011,7.213518,0.05923,0.004078,9.054272,0.139592,0.053497,"Mechanism_2"
"414","Passiflora cacao Bernacci & M.M.Souza",5.694901,0.002942,2.7e-05,7.41296,0.002321,0.049011,7.261596,0.032224,0.004078,9.373359,0.057882,0.053497,"Mechanism_2"
"415","Passiflora caerulea L.",5.674634,0.005324,7e-06,6.757065,0.202401,0.013367,7.336383,0.061996,0.001112,8.705558,0.216497,0.01459,"Mechanism_2"
"416","Passiflora campanulata Mast.",5.672292,0.004769,1.3e-05,7.433844,0.068669,0.024505,7.109361,0.028276,0.002039,9.470953,0.102829,0.026749,"Mechanism_2"
"417","Passiflora candollei Triana & Planch.",5.68976,0.002184,2e-06,7.463607,0.079552,0.004084,7.208156,0.015323,0.00034,9.569226,0.062658,0.004458,"Mechanism_2"
"418","Passiflora capparidifolia Killip",5.698456,0.001122,7e-06,7.411816,0.049497,0.012253,7.39137,0.013291,0.00102,9.333947,0.034365,0.013374,"Mechanism_2"
"419","Passiflora capsularis L.",5.688135,0.000917,1e-06,7.37439,0.037209,0.001532,7.302768,0.012617,0.000127,9.27763,0.039613,0.001672,"Mechanism_2"
"420","Passiflora cardonae Killip",5.695734,0.003269,2e-05,7.675276,0.032086,0.036758,7.410869,0.035898,0.003059,9.494647,0.050485,0.040123,"Mechanism_2"
"421","Passiflora carrascoensis P.Jørg. & R.Vásquez",5.653366,NA,8e-05,7.367077,NA,0.147033,7.366445,NA,0.012234,8.541886,NA,0.160492,"Mechanism_2"
"422","Passiflora castellanosii Sacco",5.698602,0.00134,4e-05,7.224288,0.072803,0.073516,7.375655,0.021293,0.006117,9.195707,0.007408,0.080246,"Mechanism_2"
"423","Passiflora cauliflora Harms",5.697098,0.00098,5e-06,7.661152,0.080093,0.009802,7.234584,0.030946,0.000816,9.685606,0.055651,0.010699,"Mechanism_2"
"424","Passiflora ceratocarpa Silveira",5.697782,0.001479,1.1e-05,7.424235,0.094504,0.021005,7.271783,0.022908,0.001529,9.414606,0.108454,0.020061,"Mechanism_2"
"425","Passiflora cerradensis Sacco",5.695407,0.001643,1.3e-05,7.430634,0.06473,0.024505,7.371648,0.0079,0.002039,9.167962,0.027421,0.026749,"Mechanism_2"
"426","Passiflora cervii M.A.M.Azevedo",5.686126,0.001223,2.7e-05,7.166444,0.129613,0.049011,7.244712,0.015173,0.004078,9.151901,0.080363,0.053497,"Mechanism_2"
"427","Passiflora chaparensis R.Vásquez",5.694574,NA,8e-05,7.553811,NA,0.147033,7.410347,NA,0.012234,9.945205,NA,0.160492,"Mechanism_2"
"428","Passiflora chelidonea Mast.",5.666076,0.00273,6e-06,7.773451,0.129791,0.01131,7.139868,0.030978,0.000941,9.674386,0.080772,0.012346,"Mechanism_2"
"429","Passiflora chlorina L.K.Escobar",5.691035,0.000169,4e-05,6.826395,0.136795,0.073516,7.293006,0.004762,0.006117,8.702103,0.083436,0.080246,"Mechanism_2"
"430","Passiflora chrysophylla Chodat",5.69221,0.002143,6e-06,7.049353,0.064452,0.010502,7.455984,0.011563,0.000874,8.805553,0.067884,0.011464,"Mechanism_2"
"431","Passiflora cincinnata Mast.",5.694009,0.000849,1e-06,6.861314,0.033558,0.00098,7.406485,0.008818,8.2e-05,8.662672,0.036911,0.00107,"Mechanism_2"
"432","Passiflora cirrhiflora A.Juss.",5.698081,0.001013,6e-06,7.876342,0.056583,0.01131,7.382572,0.009622,0.000941,9.6128,0.053683,0.012346,"Mechanism_2"
"433","Passiflora cisnana Harms",5.68234,0.001742,1e-06,7.076554,0.059306,0.002371,7.25024,0.017161,0.000197,9.10867,0.069626,0.002589,"Mechanism_2"
"434","Passiflora cobanensis Killip",5.691289,0.003305,1.3e-05,7.517757,0.105328,0.024505,7.441083,0.017049,0.002039,9.284347,0.109907,0.026749,"Mechanism_2"
"435","Passiflora coccinea Aubl.",5.696689,0.000412,0,7.628958,0.021884,0.000743,7.266241,0.007481,6.1e-05,9.575766,0.023934,0.000806,"Mechanism_2"
"436","Passiflora colombiana L.K.Escobar",5.654199,0.009282,4e-05,7.501664,0.046365,0.073516,6.903826,0.069717,0.006117,9.959512,0.085041,0.080246,"Mechanism_2"
"437","Passiflora contracta Vitta",5.695808,0.001198,5e-06,7.307145,0.051233,0.008649,7.269044,0.016751,0.00072,9.252343,0.048884,0.009441,"Mechanism_2"
"438","Passiflora cordistipula Cervi",5.698267,NA,8e-05,7.81682,NA,0.147033,7.090077,NA,0.012234,10.00645,NA,0.160492,"Mechanism_2"
"439","Passiflora coriacea Juss.",5.696105,0.000854,1e-06,7.396684,0.041689,0.001581,7.400597,0.014218,0.000141,9.291504,0.045414,0.001845,"Mechanism_2"
"440","Passiflora costaricensis Killip",5.693952,0.001454,4e-06,7.990822,0.048136,0.007739,7.419935,0.01115,0.000644,9.720036,0.067297,0.008447,"Mechanism_2"
"441","Passiflora costata Mast.",5.700169,0.000356,2e-06,7.716087,0.028098,0.003267,7.283511,0.016699,0.00026,9.626164,0.034337,0.003415,"Mechanism_2"
"442","Passiflora crassifolia Killip",5.676583,NA,8e-05,6.846943,NA,0.147033,7.184629,NA,0.012234,9.557399,NA,0.160492,"Mechanism_2"
"443","Passiflora cremastantha Harms",5.66244,NA,8e-05,7.442493,NA,0.147033,7.058758,NA,0.012234,9.732996,NA,0.160492,"Mechanism_2"
"444","Passiflora crispolanata Uribe",5.656167,NA,8e-05,7.086738,NA,0.147033,7.145984,NA,0.012234,9.37983,NA,0.160492,"Mechanism_2"
"445","Passiflora cristalina Vanderpl. & Zappi",5.697093,0.000168,4e-05,7.632529,0.074534,0.073516,7.300769,0.009112,0.006117,9.531446,0.075184,0.080246,"Mechanism_2"
"446","Passiflora cuatrecasasii Killip",5.647739,0.002115,4e-05,7.691704,0.15801,0.073516,7.003716,0.022711,0.006117,9.833451,0.044309,0.080246,"Mechanism_2"
"447","Passiflora cubensis Urb.",5.6986,0.001536,2.7e-05,7.121675,0.09947,0.049011,7.521456,0.030891,0.004078,8.796497,0.104629,0.053497,"Mechanism_2"
"448","Passiflora cuneata Willd.",5.669748,0.005293,6e-06,7.278067,0.095867,0.010502,7.248497,0.044341,0.000874,9.19258,0.115973,0.011464,"Mechanism_2"
"449","Passiflora cupraea L.",5.700945,NA,8e-05,6.985642,NA,0.147033,7.559559,NA,0.012234,8.62515,NA,0.160492,"Mechanism_2"
"450","Passiflora cuspidifolia Harms",5.669738,0.002573,7e-06,7.588216,0.134901,0.013367,7.238598,0.023869,0.001112,9.49894,0.090314,0.01459,"Mechanism_2"
"451","Passiflora dalechampioides Killip",5.673259,0.00269,2.7e-05,6.777335,0.22702,0.049011,7.282266,0.031032,0.004078,9.040769,0.084721,0.053497,"Mechanism_2"
"452","Passiflora danielii Killip",5.678038,0.005224,2.7e-05,7.799612,0.11793,0.049011,7.291935,0.020053,0.004078,9.854859,0.059602,0.053497,"Mechanism_2"
"453","Passiflora dawei Killip",5.678977,NA,8e-05,7.165493,NA,0.147033,7.271704,NA,0.012234,9.491753,NA,0.160492,"Mechanism_2"
"454","Passiflora deidamioides Harms",5.684726,0.006634,2.7e-05,7.195278,0.060132,0.049011,7.201558,0.04317,0.004078,9.204982,0.137008,0.053497,"Mechanism_2"
"455","Passiflora dioscoreifolia Killip",5.672464,NA,8e-05,8.064636,NA,0.147033,7.349231,NA,0.012234,9.656115,NA,0.160492,"Mechanism_2"
"456","Passiflora dolichocarpa Killip",5.674868,NA,8e-05,7.486053,NA,0.147033,7.382746,NA,0.012234,9.184817,NA,0.160492,"Mechanism_2"
"457","Passiflora edmundoi Sacco",5.692167,0.001036,3e-06,6.791217,0.068872,0.004901,7.354244,0.016813,0.000422,8.632271,0.057853,0.005534,"Mechanism_2"
"458","Passiflora eggersii Harms",5.698602,0.001006,4e-05,7.094064,0.309607,0.073516,7.072393,0.030106,0.006117,9.139472,0.334847,0.080246,"Mechanism_2"
"459","Passiflora eichleriana Mast.",5.685787,0.001697,4e-05,7.029879,0.044237,0.073516,7.240174,0.030834,0.006117,9.115818,0.049002,0.080246,"Mechanism_2"
"460","Passiflora elliptica Gardner",5.691311,0.002342,2.7e-05,7.228109,0.091974,0.049011,7.199641,0.006076,0.004078,9.133607,0.015718,0.053497,"Mechanism_2"
"461","Passiflora emarginata Humb. & Bonpl.",5.679148,0.004131,1.6e-05,7.670884,0.142827,0.029407,7.217166,0.02834,0.002447,9.612803,0.122067,0.032098,"Mechanism_2"
"462","Passiflora engleriana Harms",5.669707,0.001054,2.7e-05,7.644981,0.404986,0.049011,7.241988,0.028585,0.004078,9.66918,0.118618,0.053497,"Mechanism_2"
"463","Passiflora ernestii Harms",5.702448,0.000501,4e-05,7.74699,0.058077,0.073516,7.198909,0.006727,0.006117,9.748514,0.017893,0.080246,"Mechanism_2"
"464","Passiflora erythrophylla Mast.",5.668128,0.004301,2e-05,7.263752,0.143337,0.036758,7.18292,0.02766,0.003059,9.440165,0.110859,0.040123,"Mechanism_2"
"465","Passiflora eueidipabulum S.Knapp & Mallet",5.694063,0.003534,4e-05,7.93335,0.013267,0.073516,7.390158,0.00679,0.006117,9.832889,0.071599,0.080246,"Mechanism_2"
"466","Passiflora exoperculata Mast.",5.659195,0.003904,7e-06,7.013167,0.110056,0.012253,7.196906,0.033786,0.00102,8.961065,0.142274,0.013374,"Mechanism_2"
