"","species","mean_temp","se_temp","within_sp_var_temp","mean_prec","se_prec","within_sp_var_prec","mean_pet","se_pet","within_sp_var_pet","mean_aridity","se_aridity","within_sp_var_aridity","Mechanism"
"156","Rourea antioquensis Cuatrec.",5.702114,0.001169,1.8e-05,7.903749,0.007941,0.05837,7.386286,0.019209,0.005416,9.875891,0.108624,0.060842,"Mechanism_5"
"157","Rourea camptoneura Radlk.",5.697878,0.000253,1e-06,7.871634,0.042638,0.002594,7.128191,0.008972,0.000241,9.960372,0.042406,0.002704,"Mechanism_5"
"158","Rourea cuspidata Benth. ex Baker",5.698474,0.000398,1e-06,7.840198,0.03445,0.003648,7.167546,0.016801,0.000339,9.907598,0.03652,0.003803,"Mechanism_5"
"159","Rourea doniana Baker",5.700006,0.000834,1e-06,7.452329,0.053617,0.003335,7.332271,0.012987,0.00031,9.322473,0.0589,0.003477,"Mechanism_5"
"160","Rourea foreroi Aymard & P.E.Berry",5.693227,NA,3.6e-05,8.225503,NA,0.116739,7.336286,NA,0.010833,9.888932,NA,0.121683,"Mechanism_5"
"161","Rourea frutescens Aubl.",5.697458,0.000969,2e-06,7.758929,0.069791,0.006486,7.391086,0.011851,0.000602,9.466009,0.07154,0.00676,"Mechanism_5"
"162","Rourea gardneriana Planch.",5.697071,0.002023,3e-06,7.020295,0.113251,0.009728,7.339984,0.026445,0.000903,8.824001,0.127627,0.01014,"Mechanism_5"
"163","Rourea glabra Kunth",5.698483,0.00071,0,7.443251,0.044733,0.001373,7.470143,0.00947,0.000132,9.197293,0.049508,0.001484,"Mechanism_5"
"164","Rourea kappleri Lanj.",5.699607,NA,3.6e-05,7.552762,NA,0.116739,7.442493,NA,0.010833,9.390576,NA,0.121683,"Mechanism_5"
"165","Rourea krukovii Steyerm.",5.698579,0.000664,2e-06,7.850163,0.054769,0.006867,7.241465,0.027071,0.000637,9.795434,0.042361,0.007158,"Mechanism_5"
"166","Rourea ligulata Baker",5.699463,0.000953,3e-06,7.764779,0.052827,0.009728,7.308549,0.013518,0.000903,9.593323,0.049672,0.01014,"Mechanism_5"
"167","Rourea omissa Forero",5.699942,NA,3.6e-05,7.655391,NA,0.116739,7.172425,NA,0.010833,9.685207,NA,0.121683,"Mechanism_5"
"168","Rourea paraensis Forero",5.701517,0.000465,5e-06,7.749225,0.040609,0.016677,7.216368,0.02595,0.001548,9.713411,0.055372,0.017383,"Mechanism_5"
"169","Rourea pittieri S.F.Blake",5.696767,0.002335,4e-06,8.061968,0.065961,0.011674,7.395715,0.015826,0.001083,9.741234,0.06896,0.012168,"Mechanism_5"
"170","Rourea prancei Forero",5.705281,NA,3.6e-05,7.271704,NA,0.116739,7.321189,NA,0.010833,9.295508,NA,0.121683,"Mechanism_5"
"171","Rourea psammophila Forero",5.699353,0.00222,5e-06,7.357631,0.026393,0.016677,7.360486,0.009202,0.001548,9.225014,0.02138,0.017383,"Mechanism_5"
"172","Rourea revoluta Planch.",5.703282,NA,3.6e-05,7.327781,NA,0.116739,7.381502,NA,0.010833,9.280239,NA,0.121683,"Mechanism_5"
"173","Rourea schippii Standl.",5.69341,0.002024,3e-06,7.627956,0.077256,0.00898,7.436248,0.014296,0.000833,9.440976,0.086144,0.00936,"Mechanism_5"
"174","Rourea suerrensis Donn.Sm.",5.695737,0.005209,1.8e-05,7.972019,0.107599,0.05837,7.407705,0.040628,0.005416,9.977183,0.106374,0.060842,"Mechanism_5"
"175","Rourea surinamensis Miq.",5.699492,0.000731,2e-06,7.62451,0.091708,0.007783,7.413803,0.021215,0.000774,9.428627,0.085598,0.008692,"Mechanism_5"
"176","Heisteria scandens Ducke",5.697439,0.000446,0,7.822864,0.032986,0.001497,7.239408,0.013133,0.000137,9.790962,0.029518,0.00154,"Mechanism_5"
