"","Family","Genus","Species","CM","taxized_names"
"7980","Passifloraceae","Passiflora","Passiflora pedata",2,"Passiflora pedata L."
"7981","Passifloraceae","Passiflora","Passiflora pediculata",2,"Passiflora pediculata Mast."
"7982","Passifloraceae","Passiflora","Passiflora peduncularis",2,"Passiflora peduncularis Cav."
"7983","Passifloraceae","Passiflora","Passiflora pendens",2,"Passiflora pendens J.M.Mac Dougal"
"7984","Passifloraceae","Passiflora","Passiflora penduliflora",2,"Passiflora penduliflora Bertero ex DC."
"7985","Passifloraceae","Passiflora","Passiflora pennellii",2,"Passiflora pennellii Killip"
"7986","Passifloraceae","Passiflora","Passiflora pentagona",2,"Passiflora pentagona Mast."
"7987","Passifloraceae","Passiflora","Passiflora perfoliata",2,"Passiflora perfoliata L."
"7988","Passifloraceae","Passiflora","Passiflora pergrandis",2,"Passiflora pergrandis Holm-Niels. & Lawesson"
"7989","Passifloraceae","Passiflora","Passiflora phaeocaula",2,"Passiflora phaeocaula Killip"
"7990","Passifloraceae","Passiflora","Passiflora phellos",2,"Passiflora phellos Feuillet"
"7991","Passifloraceae","Passiflora","Passiflora picturata",2,"Passiflora picturata Ker Gawl."
"7992","Passifloraceae","Passiflora","Passiflora pilosicorona",2,"Passiflora pilosicorona Sacco"
"7993","Passifloraceae","Passiflora","Passiflora pilosissima",2,"Passiflora pilosissima Killip"
"7994","Passifloraceae","Passiflora","Passiflora pinnatistipula",2,"Passiflora pinnatistipula Cav."
"7995","Passifloraceae","Passiflora","Passiflora pittieri",2,"Passiflora pittieri Mast."
"7996","Passifloraceae","Passiflora","Passiflora platyloba",2,"Passiflora platyloba Killip"
"7997","Passifloraceae","Passiflora","Passiflora poeppigii",2,"Passiflora poeppigii Mast."
"7998","Passifloraceae","Passiflora","Passiflora pohlii",2,"Passiflora pohlii Mast."
"7999","Passifloraceae","Passiflora","Passiflora popayanensis",2,"Passiflora popayanensis Killip"
"8000","Passifloraceae","Passiflora","Passiflora popenovii",2,"Passiflora popenovii Killip"
"8001","Passifloraceae","Passiflora","Passiflora porophylla",2,"Passiflora porophylla Vell."
"8002","Passifloraceae","Passiflora","Passiflora porphyretica",2,"Passiflora porphyretica Mast."
"8003","Passifloraceae","Passiflora","Passiflora pottiae",2,"Passiflora pottiae Cervi & Imig"
"8004","Passifloraceae","Passiflora","Passiflora prolata",2,"Passiflora prolata Mast."
"8005","Passifloraceae","Passiflora","Passiflora pulchella",2,"Passiflora pulchella Kunth"
"8006","Passifloraceae","Passiflora","Passiflora punctata",2,"Passiflora punctata L."
"8007","Passifloraceae","Passiflora","Passiflora purdiei",2,"Passiflora purdiei Killip"
"8008","Passifloraceae","Passiflora","Passiflora pusilla",2,"Passiflora pusilla J.M.Mac Dougal"
"8009","Passifloraceae","Passiflora","Passiflora pyrrhantha",2,"Passiflora pyrrhantha Harms"
"8010","Passifloraceae","Passiflora","Passiflora quadrangularis",2,"Passiflora quadrangularis L."
"8011","Passifloraceae","Passiflora","Passiflora quadrifaria",2,"Passiflora quadrifaria Vanderpl."
"8012","Passifloraceae","Passiflora","Passiflora quadriflora",2,"Passiflora quadriflora Killip"
"8013","Passifloraceae","Passiflora","Passiflora quadriglandulosa",2,"Passiflora quadriglandulosa Rodschied"
"8014","Passifloraceae","Passiflora","Passiflora quindiensis",2,"Passiflora quindiensis Killip"
"8015","Passifloraceae","Passiflora","Passiflora racemosa",2,"Passiflora racemosa Brot."
"8016","Passifloraceae","Passiflora","Passiflora raimondii",2,"Passiflora raimondii Killip"
"8017","Passifloraceae","Passiflora","Passiflora recurva",2,"Passiflora recurva Mast."
"8018","Passifloraceae","Passiflora","Passiflora reflexiflora",2,"Passiflora reflexiflora Cav."
"8019","Passifloraceae","Passiflora","Passiflora reitzii",2,"Passiflora reitzii Sacco"
"8020","Passifloraceae","Passiflora","Passiflora resticulata",2,"Passiflora resticulata Mast. & André"
"8021","Passifloraceae","Passiflora","Passiflora retipetala",2,"Passiflora retipetala Mast."
"8022","Passifloraceae","Passiflora","Passiflora rhamnifolia",2,"Passiflora rhamnifolia Mast."
"8023","Passifloraceae","Passiflora","Passiflora riparia",2,"Passiflora riparia Mart. ex Mast."
"8024","Passifloraceae","Passiflora","Passiflora rojasii",2,"Passiflora rojasii Hassl. ex Harms"
"8025","Passifloraceae","Passiflora","Passiflora roseorum",2,"Passiflora roseorum Killip"
"8026","Passifloraceae","Passiflora","Passiflora rotundifolia",2,"Passiflora rotundifolia Sw."
"8027","Passifloraceae","Passiflora","Passiflora rovirosae",2,"Passiflora rovirosae Killip"
"8028","Passifloraceae","Passiflora","Passiflora rubra",2,"Passiflora rubra L."
"8029","Passifloraceae","Passiflora","Passiflora rubrotincta",2,"Passiflora rubrotincta Killip"
"8030","Passifloraceae","Passiflora","Passiflora rufa",2,"Passiflora rufa Feuillet & J.M.Mac Dougal"
"8031","Passifloraceae","Passiflora","Passiflora rugosa",2,"Passiflora rugosa (Mast.) Tr. & Planch. Tr. & Planch. (Mast.)"
"8032","Passifloraceae","Passiflora","Passiflora rugosissima",2,"Passiflora rugosissima Killip"
"8033","Passifloraceae","Passiflora","Passiflora runa",2,"Passiflora runa L.K.Escobar"
"8034","Passifloraceae","Passiflora","Passiflora rupestris",2,"Passiflora rupestris Bernacci, Mezzonato & Salimena"
"8035","Passifloraceae","Passiflora","Passiflora rusbyi",2,"Passiflora rusbyi Rusby"
"8036","Passifloraceae","Passiflora","Passiflora saccoi",2,"Passiflora saccoi Cervi"
"8037","Passifloraceae","Passiflora","Passiflora sanctaebarbarae",2,"Passiflora sanctae-barbarae Holm-Niels. & P.M.Jørg."
"8038","Passifloraceae","Passiflora","Passiflora sanguinolenta",2,"Passiflora sanguinolenta Mast. & Linden"
"8039","Passifloraceae","Passiflora","Passiflora saxicola",2,"Passiflora saxicola N.P.Gontsch."
"8040","Passifloraceae","Passiflora","Passiflora schlimiana",2,"Passiflora schlimiana Triana & Planch."
"8041","Passifloraceae","Passiflora","Passiflora sclerophylla",2,"Passiflora sclerophylla Harms"
"8042","Passifloraceae","Passiflora","Passiflora securiclata",2,"Passiflora securiclata Mast."
"8043","Passifloraceae","Passiflora","Passiflora seemannii",2,"Passiflora seemannii Griseb."
"8044","Passifloraceae","Passiflora","Passiflora semiciliosa",2,"Passiflora semiciliosa Triana & Planch."
"8045","Passifloraceae","Passiflora","Passiflora serratifolia",2,"Passiflora serratifolia L."
"8046","Passifloraceae","Passiflora","Passiflora serratodigitata",2,"Passiflora serratodigitata L."
"8047","Passifloraceae","Passiflora","Passiflora serrulata",2,"Passiflora serrulata Jacq."
"8048","Passifloraceae","Passiflora","Passiflora setacea",2,"Passiflora setacea DC."
"8049","Passifloraceae","Passiflora","Passiflora setulosa",2,"Passiflora setulosa Killip"
"8050","Passifloraceae","Passiflora","Passiflora sexflora",2,"Passiflora sexflora A.Juss."
"8051","Passifloraceae","Passiflora","Passiflora shaferi",2,"Passiflora shaferi Britton"
"8052","Passifloraceae","Passiflora","Passiflora sicyoides",2,"Passiflora sicyoides Cham. & Schltdl."
"8053","Passifloraceae","Passiflora","Passiflora sidifolia",2,"Passiflora sidifolia M.Roem."
"8054","Passifloraceae","Passiflora","Passiflora sierrae",2,"Passiflora sierrae L.K.Escobar"
"8055","Passifloraceae","Passiflora","Passiflora silvestris",2,"Passiflora silvestris Vell."
"8056","Passifloraceae","Passiflora","Passiflora skiantha",2,"Passiflora skiantha Huber"
"8057","Passifloraceae","Passiflora","Passiflora smilacifolia",2,"Passiflora smilacifolia J.M.Mac Dougal"
"8058","Passifloraceae","Passiflora","Passiflora smithii",2,"Passiflora smithii Killip"
"8059","Passifloraceae","Passiflora","Passiflora sodiroi",2,"Passiflora sodiroi Harms"
"8060","Passifloraceae","Passiflora","Passiflora solomonii",2,"Passiflora solomonii L.K.Escobar"
"8061","Passifloraceae","Passiflora","Passiflora speciosa",2,"Passiflora speciosa Gardner"
"8062","Passifloraceae","Passiflora","Passiflora spectabilis",2,"Passiflora spectabilis Killip"
"8063","Passifloraceae","Passiflora","Passiflora spicata",2,"Passiflora spicata Mast."
"8064","Passifloraceae","Passiflora","Passiflora spinosa",2,"Passiflora spinosa (Poepp. & Endl.) Mast. Mast. (Poepp. & Endl.)"
"8065","Passifloraceae","Passiflora","Passiflora sprucei",2,"Passiflora sprucei Mast."
"8066","Passifloraceae","Passiflora","Passiflora standleyi",2,"Passiflora standleyi Killip"
"8067","Passifloraceae","Passiflora","Passiflora stellata",2,"Passiflora stellata Moritz ex Killip"
"8068","Passifloraceae","Passiflora","Passiflora stenoloba",2,"Passiflora stenoloba Urb."
"8069","Passifloraceae","Passiflora","Passiflora stenosepala",2,"Passiflora stenosepala Killip"
"8070","Passifloraceae","Passiflora","Passiflora stipulata",2,"Passiflora stipulata Benth. ex Griseb."
"8071","Passifloraceae","Passiflora","Passiflora suberosa",2,"Passiflora suberosa L."
"8072","Passifloraceae","Passiflora","Passiflora subpeltata",2,"Passiflora subpeltata Ortega"
"8073","Passifloraceae","Passiflora","Passiflora subpurpurea",2,"Passiflora subpurpurea P.M.Jørg. & Holm-Niels."
"8074","Passifloraceae","Passiflora","Passiflora subrotunda",2,"Passiflora subrotunda Mast."
"8075","Passifloraceae","Passiflora","Passiflora subulata",2,"Passiflora subulata Mast."
"8076","Passifloraceae","Passiflora","Passiflora tacsonioides",2,"Passiflora tacsonioides Griseb."
"8077","Passifloraceae","Passiflora","Passiflora talamancensis",2,"Passiflora talamancensis Killip"
"8078","Passifloraceae","Passiflora","Passiflora tarapotina",2,"Passiflora tarapotina Harms"
"8079","Passifloraceae","Passiflora","Passiflora tarminiana",2,"Passiflora tarminiana Coppens & V.E.Barney"
"8080","Passifloraceae","Passiflora","Passiflora tatei",2,"Passiflora tatei Killip & Rusby"
"8081","Passifloraceae","Passiflora","Passiflora telesiphe",2,"Passiflora telesiphe S.Knapp & Mallet"
"8082","Passifloraceae","Passiflora","Passiflora tenella",2,"Passiflora tenella Killip"
"8083","Passifloraceae","Passiflora","Passiflora tenerifensis",2,"Passiflora tenerifensis L.K.Escobar"
"8084","Passifloraceae","Passiflora","Passiflora tenuifila",2,"Passiflora tenuifila Killip"
"8085","Passifloraceae","Passiflora","Passiflora tessmannii",2,"Passiflora tessmannii Harms"
"8086","Passifloraceae","Passiflora","Passiflora tholozanii",2,"Passiflora tholozanii Sacco"
"8087","Passifloraceae","Passiflora","Passiflora tiliifolia",2,"Passiflora tiliifolia L."
"8088","Passifloraceae","Passiflora","Passiflora timboensis",2,"Passiflora timboensis T.S.Nunes & L.P.Queiroz"
"8089","Passifloraceae","Passiflora","Passiflora tolimana",2,"Passiflora tolimana Harms"
"8090","Passifloraceae","Passiflora","Passiflora transversalis",2,"Passiflora transversalis M.A.M.Azevedo"
"8091","Passifloraceae","Passiflora","Passiflora trialata",2,"Passiflora trialata Feuillet & J.M.Mac Dougal"
"8092","Passifloraceae","Passiflora","Passiflora trianae",2,"Passiflora trianae Killip"
"8093","Passifloraceae","Passiflora","Passiflora tribolophylla",2,"Passiflora tribolophylla Harms"
"8094","Passifloraceae","Passiflora","Passiflora tricuspis",2,"Passiflora tricuspis Mast."
"8095","Passifloraceae","Passiflora","Passiflora trifasciata",2,"Passiflora trifasciata Lem."
"8096","Passifloraceae","Passiflora","Passiflora trifoliata",2,"Passiflora trifoliata Cav."
"8097","Passifloraceae","Passiflora","Passiflora triloba",2,"Passiflora triloba Ruiz & Pav. ex DC."
"8098","Passifloraceae","Passiflora","Passiflora trintae",2,"Passiflora trintae Sacco"
"8099","Passifloraceae","Passiflora","Passiflora tripartita",2,"Passiflora tripartita (A.Juss.) Poir. Poir. (A.Juss.)"
"8100","Passifloraceae","Passiflora","Passiflora trisecta",2,"Passiflora trisecta Mast."
"8101","Passifloraceae","Passiflora","Passiflora trisulca",2,"Passiflora trisulca Mast."
"8102","Passifloraceae","Passiflora","Passiflora trochlearis",2,"Passiflora trochlearis P.M.Jørg."
"8103","Passifloraceae","Passiflora","Passiflora truncata",2,"Passiflora truncata Regel"
"8104","Passifloraceae","Passiflora","Passiflora truxillensis",2,"Passiflora truxillensis Planch. & Linden ex Triana & Planch."
"8105","Passifloraceae","Passiflora","Passiflora tryphostemmatoides",2,"Passiflora tryphostemmatoides Harms"
"8106","Passifloraceae","Passiflora","Passiflora tuberosa",2,"Passiflora tuberosa Jacq."
"8107","Passifloraceae","Passiflora","Passiflora tucumanensis",2,"Passiflora tucumanensis Hook."
"8108","Passifloraceae","Passiflora","Passiflora tulae",2,"Passiflora tulae Urb."
"8109","Passifloraceae","Passiflora","Passiflora umbilicata",2,"Passiflora umbilicata (Griseb.) Harms Harms (Griseb.)"
"8110","Passifloraceae","Passiflora","Passiflora urbaniana",2,"Passiflora urbaniana Killip"
"8111","Passifloraceae","Passiflora","Passiflora uribei",2,"Passiflora uribei L.K.Escobar"
"8112","Passifloraceae","Passiflora","Passiflora urnifolia",2,"Passiflora urnifolia Rusby"
"8113","Passifloraceae","Passiflora","Passiflora ursina",2,"Passiflora ursina Killip & Cuatrec."
"8114","Passifloraceae","Passiflora","Passiflora urubiciensis",2,"Passiflora urubiciensis Cervi"
"8115","Passifloraceae","Passiflora","Passiflora variolata",2,"Passiflora variolata Poepp. & Endl."
"8116","Passifloraceae","Passiflora","Passiflora vellozii",2,"Passiflora vellozii Gardner"
"8117","Passifloraceae","Passiflora","Passiflora venosa",2,"Passiflora venosa Rusby"
"8118","Passifloraceae","Passiflora","Passiflora venusta",2,"Passiflora venusta R.Vásquez & M.Delanoy"
"8119","Passifloraceae","Passiflora","Passiflora vesicaria",2,"Passiflora vesicaria L."
"8120","Passifloraceae","Passiflora","Passiflora vespertilio",2,"Passiflora vespertilio L."
"8121","Passifloraceae","Passiflora","Passiflora vestita",2,"Passiflora vestita Killip"
"8122","Passifloraceae","Passiflora","Passiflora villosa",2,"Passiflora villosa Vell."
"8123","Passifloraceae","Passiflora","Passiflora viridescens",2,"Passiflora viridescens L.K.Escobar"
"8124","Passifloraceae","Passiflora","Passiflora vitifolia",2,"Passiflora vitifolia Kunth"
"8125","Passifloraceae","Passiflora","Passiflora watsoniana",2,"Passiflora watsoniana Mast."
"8126","Passifloraceae","Passiflora","Passiflora weberbaueri",2,"Passiflora weberbaueri Harms"
"8127","Passifloraceae","Passiflora","Passiflora xiikzodz",2,"Passiflora xiikzodz J.M.Mac Dougal"
"8128","Petiveriaceae","Seguieria","Seguieria aculeata",3,"Seguieria aculeata Jacq."
"8129","Petiveriaceae","Seguieria","Seguieria americana",3,"Seguieria americana L."
"8130","Petiveriaceae","Seguieria","Seguieria floribunda",3,"Seguieria floribunda Benth."
"8131","Petiveriaceae","Seguieria","Seguieria guaranitica",3,"Seguieria guaranitica Speg."
"8132","Petiveriaceae","Seguieria","Seguieria macrophylla",3,"Seguieria macrophylla Benth."
"8133","Petiveriaceae","Seguieria","Seguieria parvifolia",3,"Seguieria parvifolia Benth."
"8134","Petiveriaceae","Trichostigma","Trichostigma octandrum",3,"Trichostigma octandrum (L.) H.Walter H.Walter (L.)"
"8135","Petiveriaceae","Trichostigma","Trichostigma peruvianum",3,"Trichostigma peruvianum (Moq.) H.Walter H.Walter (Moq.)"
"8136","Petiveriaceae","Trichostigma","Trichostigma polyandrum",3,"Trichostigma polyandrum (Loes.) Walter Walter (Loes.)"
"8137","Phyllanthaceae","Margaritaria","Margaritaria scandens",3,"Margaritaria scandens (C.Wright ex Griseb.) G.L.Webster G.L.Webster (C.Wright ex Griseb.)"
"8138","Phyllanthaceae","Phyllanthus","Phyllanthus atabapoensis",3,"Phyllanthus atabapoensis Jabl."
"8139","Phytolaccaceae","Agdestis","Agdestis clematidea",1,"Agdestis clematidea Moc. & Sessé ex DC."
"8140","Piperaceae","Manekia","Manekia incurva",4,"Manekia incurva (Sieber ex Schult.) T.Arias, Callejas & Bornst. T.Arias, Callejas & Bornst. (Sieber ex Schult.)"
"8141","Piperaceae","Manekia","Manekia naranjoana",4,"Manekia naranjoana (C.DC.) Callejas Callejas (C.DC.)"
"8142","Piperaceae","Manekia","Manekia obtusa",4,"Manekia obtusa (Miq.) T.Arias, Callejas & Bornst. T.Arias, Callejas & Bornst. (Miq.)"
"8143","Piperaceae","Manekia","Manekia venezuelana",4,"Manekia venezuelana (Steyerm.) T.Arias, Callejas & Bornst. T.Arias, Callejas & Bornst. (Steyerm.)"
"8144","Piperaceae","Peperomia","Peperomia alata",4,"Peperomia alata Ruiz & Pav."
"8145","Piperaceae","Peperomia","Peperomia chicbbulana",4,"Peperomia chicbulana Trel."
"8146","Piperaceae","Peperomia","Peperomia chucanebana",4,"Peperomia chucanebana Trel."
"8147","Piperaceae","Peperomia","Peperomia cyclophylla",4,"Peperomia cyclophylla C.DC."
"8148","Piperaceae","Peperomia","Peperomia distachyos",4,"Peperomia distachyos (L.) A.Dietr. A.Dietr. (L.)"
"8149","Piperaceae","Peperomia","Peperomia duidana",4,"Peperomia duidana Trel."
"8150","Piperaceae","Peperomia","Peperomia eburnea",4,"Peperomia eburnea Linden"
"8151","Piperaceae","Peperomia","Peperomia elongata",4,"Peperomia elongata Kunth"
"8152","Piperaceae","Peperomia","Peperomia emarginella",4,"Peperomia emarginella (Sw. ex Wikstr.) C.DC. C.DC. (Sw. ex Wikstr.)"
"8153","Piperaceae","Peperomia","Peperomia emiliana",4,"Peperomia emiliana C.DC. ex Pittier"
"8154","Piperaceae","Peperomia","Peperomia flavescentifolia",4,"Peperomia flavescentifolia Trel."
"8155","Piperaceae","Peperomia","Peperomia fragilis",4,"Peperomia fragilis Yunck."
"8156","Piperaceae","Peperomia","Peperomia glabella",4,"Peperomia glabella (Sw.) A.Dietr. A.Dietr. (Sw.)"
"8157","Piperaceae","Peperomia","Peperomia glutinosa",4,"Peperomia glutinosa Millsp."
"8158","Piperaceae","Peperomia","Peperomia hernandiifolia",4,"Peperomia hernandiifolia Griseb."
"8159","Piperaceae","Peperomia","Peperomia hirta",4,"Peperomia hirta C.DC."
"8160","Piperaceae","Peperomia","Peperomia macrostachyos",4,"Peperomia macrostachyos (Vahl) A.Dietr. A.Dietr. (Vahl)"
"8161","Piperaceae","Peperomia","Peperomia maculosa",4,"Peperomia maculosa (L.) Hook. Hook. (L.)"
"8162","Piperaceae","Peperomia","Peperomia magnoliifolia",4,"Peperomia magnoliifolia (Jacq.) A.Dietr. A.Dietr. (Jacq.)"
"8163","Piperaceae","Peperomia","Peperomia manarae",4,"Peperomia manarae Steyerm."
"8164","Piperaceae","Peperomia","Peperomia martiana",4,"Peperomia martiana Miq."
"8165","Piperaceae","Peperomia","Peperomia montium",4,"Peperomia montium C.DC."
"8166","Piperaceae","Peperomia","Peperomia ouabianae",4,"Peperomia ouabianae C.DC."
"8167","Piperaceae","Peperomia","Peperomia peltilimba",4,"Peperomia peltilimba C.DC. ex Trel."
"8168","Piperaceae","Peperomia","Peperomia pilicaulis",4,"Peperomia pilicaulis C.DC."
"8169","Piperaceae","Peperomia","Peperomia pololensis",4,"Peperomia pololensis Trel."
"8170","Piperaceae","Peperomia","Peperomia pseudoalpina",4,"Peperomia pseudoalpina Trel."
"8171","Piperaceae","Peperomia","Peperomia pseudorhynchophoros",4,"Peperomia pseudorhynchophoros C.DC."
"8172","Piperaceae","Peperomia","Peperomia pseudovariegata",4,"Peperomia pseudovariegata C.DC."
"8173","Piperaceae","Peperomia","Peperomia psilophylla",4,"Peperomia psilophylla C.DC."
"8174","Piperaceae","Peperomia","Peperomia purpurinervis",4,"Peperomia purpurinervis C.DC."
"8175","Piperaceae","Peperomia","Peperomia quadrangularis",4,"Peperomia quadrangularis Griseb., 1859"
"8176","Piperaceae","Peperomia","Peperomia quadrifolia",4,"Peperomia quadrifolia Miq."
"8177","Piperaceae","Peperomia","Peperomia rhombea",4,"Peperomia rhombea Ruiz & Pav."
"8178","Piperaceae","Peperomia","Peperomia rotundifolia",4,"Peperomia rotundifolia Griseb."
"8179","Piperaceae","Peperomia","Peperomia serpens",4,"Peperomia serpens C.DC."
"8180","Piperaceae","Peperomia","Peperomia swartziana",4,"Peperomia swartziana Miq."
"8181","Piperaceae","Peperomia","Peperomia tenella",4,"Peperomia tenella (Sw.) A.Dietr. A.Dietr. (Sw.)"
"8182","Piperaceae","Piper","Piper acreanum",4,"Piper acreanum C.DC."
"8183","Piperaceae","Piper","Piper brachypodon",4,"Piper brachypodon (Benth.) C.DC. C.DC. (Benth.)"
"8184","Piperaceae","Piper","Piper campii",4,"Piper campii Yunck."
"8185","Piperaceae","Piper","Piper castroanum",3,"Piper castroanum Trel. & Yunck."
"8186","Piperaceae","Piper","Piper chavicoides",1,"Piper chavicoides (Miq.) C.DC. C.DC. (Miq.)"
"8187","Piperaceae","Piper","Piper chiadoense",4,"Piper chiadoense Yunck."
"8188","Piperaceae","Piper","Piper cingens",1,"Piper cingens C.DC."
"8189","Piperaceae","Piper","Piper concepcionis",4,"Piper concepcionis Trel."
"8190","Piperaceae","Piper","Piper dolichotrichum",4,"Piper dolichotrichum Yunck."
"8191","Piperaceae","Piper","Piper dryadum",4,"Piper dryadum C.DC."
"8192","Piperaceae","Piper","Piper entradense",4,"Piper entradense Trel. & Yunck."
"8193","Piperaceae","Piper","Piper foreroi",4,"Piper foreroi A.H.Gentry"
"8194","Piperaceae","Piper","Piper foveolatum",4,"Piper foveolatum C.DC."
"8195","Piperaceae","Piper","Piper goeldii",4,"Piper goeldii C.DC."
"8196","Piperaceae","Piper","Piper heterotrichum",4,"Piper heterotrichum C.DC."
"8197","Piperaceae","Piper","Piper hostmannianum",3,"Piper hostmannianum (Miq.) C.DC. C.DC. (Miq.)"
"8198","Piperaceae","Piper","Piper multiplinervium",3,"Piper multiplinervium C.DC."
"8199","Piperaceae","Piper","Piper nematanthera",4,"Piper nematanthera (Miq.) C.DC. C.DC. (Miq.)"
"8200","Piperaceae","Piper","Piper nigrum",4,"Piper nigrum L."
"8201","Piperaceae","Piper","Piper ottoniifolium",4,"Piper ottoniifolium C.DC."
"8202","Piperaceae","Piper","Piper pseudoacreanum",4,"Piper pseudoacreanum Steyerm."
"8203","Piperaceae","Piper","Piper scandenticaule",4,"Piper scandenticaule Yunck."
"8204","Piperaceae","Piper","Piper scansum",4,"Piper scansum Trel. & Yunck."
"8205","Piperaceae","Piper","Piper schwackei",3,"Piper schwackei C.DC."
"8206","Piperaceae","Piper","Piper scutifolium",4,"Piper scutifolium Yunck."
"8207","Piperaceae","Piper","Piper silvivagum",1,"Piper silvivagum C.DC."
"8208","Piperaceae","Piper","Piper snethlagei",4,"Piper snethlagei Yunck."
"8209","Piperaceae","Piper","Piper subsessilifolium",4,"Piper subsessilifolium C.DC."
"8210","Piperaceae","Piper","Piper subsilvestre",3,"Piper subsilvestre C.DC."
"8211","Piperaceae","Piper","Piper tenuilimbum",4,"Piper tenuilimbum C.DC."
"8212","Piperaceae","Piper","Piper urostachyum",4,"Piper urostachyum Hemsl."
"8213","Piperaceae","Piper","Piper veneralense",4,"Piper veneralense Trel. & Yunck."
"8214","Piperaceae","Piper","Piper vitaceum",4,"Piper vitaceum Yunck."
"8215","Piperaceae","Piper","Piper xanthostachyum",4,"Piper xanthostachyum C.DC."
"8216","Plantaginaceae","Basistemon","Basistemon spinosus",3,"Basistemon spinosus (Chodat) Moldenke Moldenke (Chodat)"
"8217","Plantaginaceae","Gambelia","Gambelia speciosa",1,"Gambelia speciosa Nutt."
"8218","Plantaginaceae","Lophospermum","Lophospermum erubescens",6,"Lophospermum erubescens D.Don"
"8219","Plantaginaceae","Lophospermum","Lophospermum scandens",1,"Lophospermum scandens Sweet"
"8220","Plantaginaceae","Maurandya","Maurandya antirrhiniflora",1,"Maurandya antirrhiniflora Humb. & Bonpl. ex Willd."
"8221","Plantaginaceae","Maurandya","Maurandya wislizenii",1,"Maurandya wislizenii Engelm."
"8222","Plantaginaceae","Rhodochiton","Rhodochiton atrosanguineus",1,"Rhodochiton atrosanguineum (Zucc.) Rothm. Rothm. (Zucc.)"
"8223","Plantaginaceae","Rhodochiton","Rhodochiton hintonii",1,"Rhodochiton hintonii (Elisens) D.A.Sutton D.A.Sutton (Elisens)"
"8224","Plantaginaceae","Rhodochiton","Rhodochiton volubile",1,"Rhodochiton volubile Zucc."
"8225","Plantaginaceae","Vellosiella","Vellosiella dracocephaloides",3,"Vellosiella dracocephaloides (Vell.) Baill. Baill. (Vell.)"
"8226","Plantaginaceae","Vellosiella","Vellosiella spathacea",3,"Vellosiella spathacea (Oliv.) Melch. Melch. (Oliv.)"
"8227","Plumbaginaceae","Plumbago","Plumbago scandens",3,"Plumbago scandens L."
"8228","Poaceae","Arthrostylidium","Arthrostylidium angustifolium",3,"Arthrostylidium angustifolium Nash"
"8229","Poaceae","Arthrostylidium","Arthrostylidium auriculatum",3,"Arthrostylidium auriculatum Londoño & L.G.Clark"
"8230","Poaceae","Arthrostylidium","Arthrostylidium berryi",3,"Arthrostylidium berryi Judz. & Davidse"
"8231","Poaceae","Arthrostylidium","Arthrostylidium chiribiquetense",3,"Arthrostylidium chiribiquetense Londoño & L.G.Clark"
"8232","Poaceae","Arthrostylidium","Arthrostylidium cubense",3,"Arthrostylidium cubense Rupr."
"8233","Poaceae","Arthrostylidium","Arthrostylidium ecuadorense",3,"Arthrostylidium ecuadorense Judz. & L.G.Clark"
"8234","Poaceae","Arthrostylidium","Arthrostylidium excelsum",3,"Arthrostylidium excelsum Griseb."
"8235","Poaceae","Arthrostylidium","Arthrostylidium farctum",3,"Arthrostylidium farctum (Aubl.) Soderstr. & Lourteig Soderstr. & Lourteig (Aubl.)"
"8236","Poaceae","Arthrostylidium","Arthrostylidium fimbriatum",3,"Arthrostylidium fimbriatum Griseb."
"8237","Poaceae","Arthrostylidium","Arthrostylidium grandifolium",3,"Arthrostylidium grandifolium Judz. & L.G.Clark"
"8238","Poaceae","Arthrostylidium","Arthrostylidium judziewiczii",3,"Arthrostylidium judziewiczii Davidse"
"8239","Poaceae","Arthrostylidium","Arthrostylidium multispicatum",3,"Arthrostylidium multispicatum Pilg."
"8240","Poaceae","Arthrostylidium","Arthrostylidium obtusatum",3,"Arthrostylidium obtusatum Pilg."
"8241","Poaceae","Arthrostylidium","Arthrostylidium pinifolium",3,"Arthrostylidium pinifolium Catasús"
"8242","Poaceae","Arthrostylidium","Arthrostylidium pittieri",3,"Arthrostylidium pittieri Hack."
"8243","Poaceae","Arthrostylidium","Arthrostylidium pubescens",3,"Arthrostylidium pubescens Rupr."
"8244","Poaceae","Arthrostylidium","Arthrostylidium punctulatum",3,"Arthrostylidium punctulatum Londoño & L.G.Clark"
"8245","Poaceae","Arthrostylidium","Arthrostylidium sarmentosum",3,"Arthrostylidium sarmentosum Pilg."
"8246","Poaceae","Arthrostylidium","Arthrostylidium scandens",3,"Arthrostylidium scandens McClure"
"8247","Poaceae","Arthrostylidium","Arthrostylidium simpliciusculum",3,"Arthrostylidium simpliciusculum (Pilg.) McClure McClure (Pilg.)"
"8248","Poaceae","Arthrostylidium","Arthrostylidium urbanii",3,"Arthrostylidium urbanii Pilg."
"8249","Poaceae","Arthrostylidium","Arthrostylidium venezuelae",3,"Arthrostylidium venezuelae (Steud.) McClure McClure (Steud.)"
"8250","Poaceae","Arthrostylidium","Arthrostylidium virolinense",3,"Arthrostylidium virolinense Londoño & L.G.Clark"
"8251","Poaceae","Arthrostylidium","Arthrostylidium youngianum",3,"Arthrostylidium youngianum L.G.Clark & Judz."
"8252","Poaceae","Athroostachys","Athroostachys capitata",3,"Athroostachys capitata (Hook.) Benth. Benth. (Hook.)"
"8253","Poaceae","Atractantha","Atractantha shepherdiana",3,"Atractantha shepherdiana Santos-Gonç., Filg. & L.G.Clark"
