"","species","mean_temp","se_temp","within_sp_var_temp","mean_prec","se_prec","within_sp_var_prec","mean_pet","se_pet","within_sp_var_pet","mean_aridity","se_aridity","within_sp_var_aridity","Mechanism"
"156","Seguieria macrophylla Benth.",5.698345,0.001027,3e-06,7.536645,0.07935,0.00567,7.340728,0.020456,0.000492,9.419378,0.066944,0.006193,"Mechanism_3"
"157","Coccoloba conduplicata Maguire",5.695409,0.003193,4.5e-05,7.60507,0.055987,0.082218,7.350204,0.056506,0.007133,9.449536,0.013895,0.089793,"Mechanism_3"
"158","Coccoloba gentryi R.A.Howard",5.693194,0.00365,1.5e-05,7.813979,0.02914,0.027406,7.252543,0.044538,0.002378,9.871538,0.038121,0.029931,"Mechanism_3"
"159","Coccoloba lucidula Benth.",5.696447,0.000704,1e-06,7.349308,0.053623,0.002741,7.326681,0.011483,0.000242,9.235388,0.056953,0.003044,"Mechanism_3"
"160","Coccoloba marginata Benth.",5.697927,0.000329,1e-06,7.530968,0.039596,0.001869,7.33389,0.011837,0.000162,9.378888,0.041029,0.002041,"Mechanism_3"
"161","Coccoloba paraensis Meisn.",5.699187,0.000594,7e-06,7.757593,0.104324,0.013703,7.20711,0.038288,0.001189,9.771165,0.119031,0.014965,"Mechanism_3"
"162","Coccoloba parimensis Benth.",5.69755,0.000493,1e-06,7.520994,0.053182,0.002316,7.309814,0.011862,0.000201,9.429364,0.052505,0.002529,"Mechanism_3"
"163","Commelina rufipes Seub.",5.694061,0.000762,1e-06,7.555841,0.041018,0.00189,7.318033,0.013351,0.000162,9.464373,0.045569,0.002041,"Mechanism_3"
"164","Dichorisandra angustifolia L.Linden & Rodigas",5.695127,0.002574,3e-05,7.731393,0.297285,0.054812,7.276428,0.119144,0.004756,9.599591,0.161193,0.059862,"Mechanism_3"
"165","Dichorisandra ulei J.F.Macbr.",5.69215,0.001332,1e-06,7.799076,0.049758,0.002569,7.137144,0.012091,0.000223,9.874558,0.042691,0.002806,"Mechanism_3"
"166","Dichorisandra villosula Mart.",5.694276,0.001117,4e-06,7.752399,0.09465,0.006577,7.231204,0.020085,0.000571,9.683241,0.102328,0.007183,"Mechanism_3"
"167","Floscopa peruviana Hassk. ex C.B.Clarke",5.694233,0.001133,2e-06,7.757218,0.05317,0.003289,7.145479,0.012399,0.000285,9.869675,0.045715,0.003592,"Mechanism_3"
"168","Coriaria ruscifolia L.",5.659561,0.002138,2e-06,7.356115,0.078284,0.003575,7.14994,0.024242,0.00031,9.288661,0.072037,0.003904,"Mechanism_3"
"169","Satyria breviflora Hoerold",5.673836,0.005977,1.8e-05,7.724175,0.107677,0.032887,7.230481,0.045851,0.002853,9.636101,0.072924,0.035917,"Mechanism_3"
"170","Satyria ventricosa Luteyn",5.68409,NA,9e-05,7.980024,NA,0.164437,7.278629,NA,0.014267,10.079078,NA,0.179585,"Mechanism_3"
"171","Vaccinium euryanthum A.C.Sm.",5.686915,0.002404,9e-06,7.888662,0.106389,0.016444,7.37028,0.01638,0.001427,9.571754,0.03273,0.017959,"Mechanism_3"
"172","Norantea guianensis Aubl.",5.696906,0.000482,1e-06,7.609152,0.034342,0.001275,7.30618,0.009494,0.000111,9.476081,0.038102,0.001392,"Mechanism_3"
"173","Ruyschia andina de Roon",5.669773,0.001437,1.8e-05,7.548384,0.177674,0.032887,7.140875,0.027196,0.002853,9.290526,0.095123,0.035917,"Mechanism_3"
"174","Ruyschia enervia Lundell",5.687252,0.002519,9e-06,7.702243,0.09106,0.016444,7.398555,0.010267,0.001427,9.429481,0.109012,0.017959,"Mechanism_3"
"175","Ruyschia phylladenia Sandwith",5.672066,0.005202,1.8e-05,8.001949,0.034397,0.032887,7.22736,0.092153,0.002853,9.895151,0.133799,0.035917,"Mechanism_3"
"176","Ruyschia pilophora Triana & Planch.",5.6666,NA,9e-05,7.550661,NA,0.164437,7.26333,NA,0.014267,9.765833,NA,0.179585,"Mechanism_3"
"177","Schwartzia geniculatiflora Gir.-Cañas & Fiaschi",5.697261,NA,9e-05,7.759614,NA,0.164437,7.284135,NA,0.014267,9.549737,NA,0.179585,"Mechanism_3"
"178","Schwartzia jucuensis Gir.-Cañas",5.68443,NA,9e-05,7.395722,NA,0.164437,7.179308,NA,0.014267,9.285726,NA,0.179585,"Mechanism_3"
"179","Souroubea crassipetala de Roon",5.69568,0.000781,9e-06,8.076594,0.04772,0.016444,7.103766,0.013852,0.001427,10.090176,0.062133,0.017959,"Mechanism_3"
"180","Souroubea fragilis de Roon",5.686388,0.01255,4.5e-05,7.282661,0.266948,0.082218,7.238076,0.01114,0.007133,9.474979,0.23644,0.089793,"Mechanism_3"
"181","Souroubea guianensis Aubl.",5.696453,0.00052,1e-06,7.82363,0.032133,0.001537,7.254121,0.010766,0.000135,9.752973,0.03364,0.001694,"Mechanism_3"
"182","Souroubea pachyphylla Gilg",5.678977,NA,9e-05,7.683404,NA,0.164437,7.153052,NA,0.014267,9.517678,NA,0.179585,"Mechanism_3"
"183","Souroubea peruviana Gilg",5.69575,0.00084,4.5e-05,7.788771,0.205523,0.082218,7.154322,0.060918,0.007133,9.821254,0.096235,0.089793,"Mechanism_3"
"184","Souroubea stichadenia de Roon",5.671143,0.016996,3e-05,6.780991,0.223832,0.054812,7.30813,0.013772,0.004756,9.057307,0.192267,0.059862,"Mechanism_3"
"185","Souroubea sympetala Gilg",5.698204,0.000652,2e-06,7.858818,0.075144,0.004568,7.413539,0.010792,0.000408,9.652331,0.069973,0.005131,"Mechanism_3"
"186","Souroubea vallicola Woodson ex de Roon",5.694747,0.00185,1e-05,8.086276,0.099414,0.018271,7.379167,0.015628,0.001783,9.78758,0.05719,0.022448,"Mechanism_3"
"187","Souroubea venosa Schery",5.698877,0.00139,1.5e-05,7.638663,0.08311,0.027406,7.453839,0.023525,0.002853,9.655384,0.106407,0.035917,"Mechanism_3"
"188","Symplocos polyphylla B.Ståhl",5.649617,0.001577,3e-05,7.326567,0.027977,0.054812,7.151777,0.01519,0.004756,8.944647,0.097143,0.059862,"Mechanism_3"
"189","Adenopodia gymnantha Brenan",5.699964,0.002915,1.3e-05,6.829398,0.046763,0.023491,7.543671,0.010923,0.002038,8.593253,0.057487,0.025655,"Mechanism_3"
"190","Adenopodia oaxacana M.Sousa",5.70278,0.002169,4.5e-05,6.64623,0.109539,0.082218,7.637679,0.008675,0.007133,8.368013,0.267851,0.089793,"Mechanism_3"
"191","Amicia lobbiana Benth.",5.663828,NA,9e-05,6.777647,NA,0.164437,7.298445,NA,0.014267,8.818482,NA,0.179585,"Mechanism_3"
"192","Cratylia bahiensis L.P.Queiroz",5.690593,0.001127,1.8e-05,6.588817,0.10476,0.032887,7.366966,0.017559,0.002853,8.415287,0.057754,0.035917,"Mechanism_3"
"193","Dalbergia catingicola Harms",5.697967,0.001641,7e-06,6.570259,0.107304,0.012649,7.40326,0.028129,0.001097,8.447996,0.116554,0.013814,"Mechanism_3"
"194","Dalbergia iquitosensis Harms",5.697373,0.000296,3e-05,7.429094,0.140238,0.054812,7.11535,0.032172,0.004756,9.694571,0.117732,0.059862,"Mechanism_3"
"195","Dalbergia monetaria L.f.",5.698383,0.000427,1e-06,7.746093,0.02855,0.001075,7.309083,0.010854,9.4e-05,9.6281,0.032188,0.001181,"Mechanism_3"
"196","Dalbergia subcymosa Ducke",5.699834,0.000935,7e-06,7.752739,0.081419,0.012649,7.284399,0.029925,0.001097,9.673708,0.074718,0.013814,"Mechanism_3"
"197","Deguelia glaucifolia A.M.G.Azevedo",5.699384,0.000558,3e-05,7.852582,0.078883,0.054812,7.174011,0.031247,0.004756,9.887738,0.037692,0.059862,"Mechanism_3"
"198","Desmodium campyloclados Hemsl.",5.67288,0.002543,3e-06,7.517499,0.103654,0.005873,7.196963,0.03213,0.000528,9.468979,0.085699,0.006651,"Mechanism_3"
"199","Desmodium infractum DC.",5.696266,0.001154,2e-06,7.298266,0.062493,0.003499,7.504621,0.01235,0.000304,9.040708,0.058011,0.003821,"Mechanism_3"
"200","Desmodium purpusii Brandegee",5.688728,0.002111,2e-06,7.758265,0.064454,0.003737,7.23342,0.025255,0.000324,9.713168,0.053327,0.004081,"Mechanism_3"
"201","Desmodium saccatum B.G.Schub.",5.691204,NA,9e-05,7.932362,NA,0.164437,7.382124,NA,0.014267,9.708871,NA,0.179585,"Mechanism_3"
"202","Desmodium sclerophyllum Benth.",5.696534,0.000995,3e-06,7.239804,0.040331,0.004836,7.372054,0.010611,0.00042,9.049141,0.042397,0.005282,"Mechanism_3"
"203","Desmodium vargasianum B.G.Schub.",5.6578,0.004585,1.3e-05,6.891052,0.16588,0.023491,7.102252,0.057276,0.002038,9.066142,0.127421,0.025655,"Mechanism_3"
"204","Desmodium yungasense Britton",5.662787,NA,9e-05,7.145984,NA,0.164437,7.161622,NA,0.014267,9.177404,NA,0.179585,"Mechanism_3"
"205","Indigofera jamaicensis Spreng.",5.696635,0.001312,2e-06,7.096985,0.060296,0.004568,7.511531,0.01314,0.00042,8.824284,0.070508,0.005282,"Mechanism_3"
"206","Mimosa albida Humb. & Bonpl. ex Willd.",5.6881,0.001407,1e-06,7.203957,0.048212,0.002055,7.472165,0.009447,0.000178,8.935312,0.047563,0.002245,"Mechanism_3"
"207","Mimosa annularis Spruce ex Benth.",5.698684,0.001265,2.2e-05,7.648903,0.128816,0.041109,7.254775,0.031529,0.003567,9.712485,0.06891,0.044896,"Mechanism_3"
"208","Mimosa casta L.",5.699578,0.000859,6e-06,7.637094,0.084545,0.011745,7.389273,0.038295,0.001019,9.436098,0.104597,0.012828,"Mechanism_3"
"209","Mimosa colombiana Britton & Killip",5.694588,0.002386,5e-06,7.928771,0.051249,0.009673,7.321919,0.016702,0.000839,9.782226,0.035832,0.010564,"Mechanism_3"
"210","Mimosa corynadenia Britton & Rose",5.66244,NA,9e-05,7.92371,NA,0.164437,7.31322,NA,0.014267,9.181118,NA,0.179585,"Mechanism_3"
"211","Mimosa ervendbergii A.Gray",5.697033,0.001335,5e-06,7.691974,0.086976,0.008655,7.46298,0.017115,0.000751,9.479155,0.112187,0.009452,"Mechanism_3"
"212","Mimosa extensa Benth.",5.691185,0.006076,4.5e-05,7.240894,0.156667,0.082218,7.176226,0.028667,0.007133,9.164439,0.055357,0.089793,"Mechanism_3"
"213","Mimosa guanchezii Barneby",5.69916,0.000781,3e-05,7.734519,0.123632,0.054812,7.38681,0.008552,0.004756,9.615043,0.013565,0.059862,"Mechanism_3"
"214","Mimosa hondurana Britton",5.689779,0.001898,7e-06,7.363763,0.087955,0.012649,7.464482,0.014792,0.001097,9.210482,0.078554,0.013814,"Mechanism_3"
"215","Mimosa lawranceana Britton & Killip",5.656516,NA,9e-05,7.145196,NA,0.164437,7.118016,NA,0.014267,9.589325,NA,0.179585,"Mechanism_3"
"216","Mimosa leptocarpa Rose",5.695427,0.004163,1.5e-05,6.851269,0.153782,0.027406,7.508615,0.015865,0.002378,8.651837,0.128659,0.029931,"Mechanism_3"
"217","Mimosa orinocoensis Barneby",5.703027,0.00182,2.2e-05,7.543495,0.143062,0.041109,7.462403,0.040049,0.003567,9.302177,0.201615,0.044896,"Mechanism_3"
"218","Mimosa quadrivalvis L.",5.69665,0.001477,2e-06,7.161906,0.065338,0.003737,7.40856,0.019556,0.000332,8.951353,0.073377,0.004176,"Mechanism_3"
"219","Mimosa schrankioides Benth.",5.698926,0.002096,1.5e-05,7.513911,0.18711,0.027406,7.287702,0.076789,0.002378,9.468926,0.233514,0.029931,"Mechanism_3"
"220","Mimosa sensitiva L.",5.697047,0.000959,1e-06,7.019958,0.045118,0.002081,7.377637,0.011504,0.000181,8.853369,0.046957,0.002273,"Mechanism_3"
"221","Mimosa watsonii B.L.Rob.",5.69542,0.001514,5e-06,7.621578,0.071561,0.008655,7.479218,0.01174,0.000751,9.4296,0.083692,0.009452,"Mechanism_3"
"222","Piptadenia anolidurus Barneby",5.694163,0.00206,4e-06,7.586938,0.121259,0.008222,7.217013,0.027593,0.000713,9.612634,0.12271,0.008979,"Mechanism_3"
"223","Piptadenia cuzcoensis Barneby",5.697429,0.000168,4.5e-05,7.499462,0.150231,0.082218,7.291695,0.063307,0.007133,9.635921,0.231577,0.089793,"Mechanism_3"
"224","Piptadenia imatacae Barneby",5.693227,NA,9e-05,7.145196,NA,0.164437,7.423568,NA,0.014267,9.095827,NA,0.179585,"Mechanism_3"
"225","Piptadenia irwinii G.P.Lewis",5.688106,0.001935,1.1e-05,6.832786,0.091373,0.020555,7.33155,0.030646,0.001783,8.682777,0.088837,0.022448,"Mechanism_3"
"226","Piptadenia killipii J.F.Macbr.",5.69726,0.001178,3e-05,7.868543,0.149736,0.054812,7.192042,0.03397,0.004756,9.815729,0.097558,0.059862,"Mechanism_3"
"227","Piptadenia minutiflora Ducke",5.696288,0.001538,1.1e-05,7.846852,0.068486,0.020555,7.154852,0.017291,0.001783,9.85022,0.101568,0.022448,"Mechanism_3"
"228","Piptadenia santosii Barneby ex G.P.Lewis",5.697261,NA,9e-05,7.004882,NA,0.164437,7.27448,NA,0.014267,9.026898,NA,0.179585,"Mechanism_3"
"229","Piptadenia uaupensis Spruce ex Benth.",5.696802,0.001573,4e-06,7.856066,0.080157,0.008222,7.175445,0.021859,0.000713,9.886427,0.068474,0.008979,"Mechanism_3"
"230","Senegalia amorimii M.J.F.Barros & M.P.Lima",5.69659,NA,9e-05,7.319202,NA,0.164437,7.249215,NA,0.014267,9.21164,NA,0.179585,"Mechanism_3"
"231","Senegalia hoehnei Seigler, M.P.Lima, M.J.F.Barros & Ebinger",5.687088,0.002264,8e-06,7.337953,0.082254,0.014949,7.178267,0.017028,0.001297,9.282243,0.075684,0.016326,"Mechanism_3"
"232","Senna acuparata H.S.Irwin & Barneby",5.696757,0.001175,4.5e-05,8.114353,0.154378,0.082218,7.06983,0.009354,0.007133,10.140157,0.066505,0.089793,"Mechanism_3"
"233","Senna cornigera H.S.Irwin & Barneby",5.698937,NA,9e-05,7.93523,NA,0.164437,7.266129,NA,0.014267,9.647433,NA,0.179585,"Mechanism_3"
"234","Senna cuatrecasasii H.S.Irwin & Barneby",5.686806,NA,9e-05,7.734121,NA,0.164437,7.327781,NA,0.014267,9.903338,NA,0.179585,"Mechanism_3"
"235","Senna georgica H.S.Irwin & Barneby",5.698982,0.000965,2e-06,7.273211,0.04701,0.004327,7.364769,0.011999,0.000375,9.142233,0.049472,0.004726,"Mechanism_3"
"236","Senna rupununiensis H.S.Irwin & Barneby",5.701777,0.002505,4.5e-05,7.428556,0.012178,0.082218,7.374622,0.003762,0.007133,9.208638,0.001102,0.089793,"Mechanism_3"
"237","Senna subtrijuga H.S.Irwin & Barneby",5.698267,NA,9e-05,7.504942,NA,0.164437,7.282074,NA,0.014267,9.32215,NA,0.179585,"Mechanism_3"
"238","Senna uncata H.S.Irwin & Barneby",5.696254,NA,9e-05,7.774436,NA,0.164437,7.178545,NA,0.014267,9.795902,NA,0.179585,"Mechanism_3"
"239","Bredemeyera barbeyana Chodat",5.692184,0.001057,6e-06,6.998265,0.053693,0.011745,7.407784,0.013038,0.001019,8.80281,0.066931,0.012828,"Mechanism_3"
"240","Bredemeyera floribunda Willd.",5.69535,0.00054,1e-06,7.273134,0.024291,0.000979,7.344996,0.007944,8.5e-05,9.145332,0.027115,0.001069,"Mechanism_3"
"241","Bredemeyera laurifolia Klotzsch ex A.W.Benn.",5.693305,0.00114,3e-06,7.176287,0.044977,0.004836,7.310253,0.01653,0.00042,9.075343,0.042079,0.005282,"Mechanism_3"
"242","Bredemeyera martiana A.W.Benn.",5.68952,0.001174,5e-06,6.767671,0.068055,0.008655,7.341503,0.020384,0.000751,8.619665,0.05992,0.009452,"Mechanism_3"
"243","Bredemeyera myrtifolia A.W.Benn.",5.69725,0.00075,2e-06,7.743332,0.04793,0.004011,7.216072,0.018274,0.000348,9.725747,0.055303,0.00438,"Mechanism_3"
"244","Moutabea angustifolia Huber",5.701613,0.000668,4.5e-05,7.698925,0.229842,0.082218,7.332347,0.044787,0.007133,9.493891,0.139623,0.089793,"Mechanism_3"
"245","Moutabea arianiae Jans.-Jac. & Maas",5.700276,0.000841,3e-05,7.853795,0.155958,0.054812,7.297287,0.052773,0.004756,9.799476,0.095672,0.059862,"Mechanism_3"
"246","Moutabea chodatiana Huber",5.700776,0.000794,1.5e-05,7.801406,0.055452,0.027406,7.299837,0.029075,0.002378,9.774933,0.045339,0.029931,"Mechanism_3"
"247","Moutabea excoriata Mart. ex Miq.",5.698826,0.001281,5e-06,7.280411,0.050833,0.009673,7.371252,0.011041,0.000839,9.179706,0.042935,0.010564,"Mechanism_3"
"248","Moutabea gentryi T.Wendt",5.702615,0.000334,4.5e-05,8.399864,0.129851,0.082218,7.43737,0.016192,0.007133,9.922753,0.072402,0.089793,"Mechanism_3"
"249","Moutabea guianensis Aubl.",5.698552,0.000456,1e-06,7.775264,0.030977,0.002383,7.27117,0.012668,0.000207,9.725644,0.033444,0.002603,"Mechanism_3"
"250","Polygala lancifolia A.St.-Hil.",5.680965,0.002337,6e-06,7.274535,0.04342,0.010962,7.221357,0.025944,0.000951,9.282324,0.053266,0.011972,"Mechanism_3"
"251","Allamanda cathartica L.",5.696296,0.000567,0,7.591944,0.032191,0.00081,7.345964,0.009302,7e-05,9.467631,0.033682,0.000876,"Mechanism_3"
"252","Allamanda doniana Müll.Arg.",5.699679,0.000985,7e-06,7.182437,0.11374,0.012649,7.35106,0.018898,0.001097,9.090248,0.116183,0.013814,"Mechanism_3"
"253","Allamanda oenotherifolia Pohl",5.69379,0.002145,1.3e-05,6.932479,0.146955,0.023491,7.386898,0.022568,0.002038,8.731979,0.131248,0.025655,"Mechanism_3"
"254","Allamanda schottii Pohl",5.690545,0.002985,8e-06,7.175319,0.146099,0.014949,7.322772,0.045059,0.001297,9.090872,0.167076,0.016326,"Mechanism_3"
"255","Allamanda thevetiifolia Müll.Arg.",5.694237,0.00101,4.5e-05,7.101196,0.051073,0.082218,7.447841,0.020102,0.007133,8.861433,0.044283,0.089793,"Mechanism_3"
"256","Chorisepalum psychotrioides Ewan",5.685958,0.000509,4.5e-05,7.964405,0.063398,0.082218,7.290291,0.002046,0.007133,9.508036,0.01485,0.089793,"Mechanism_3"
"257","Strychnos chlorantha Progel",5.687665,0.006652,3e-05,8.15712,0.163205,0.054812,7.350557,0.052132,0.004756,9.917957,0.044168,0.059862,"Mechanism_3"
"258","Strychnos nicaraguensis Huft",5.698711,0.001755,3e-05,7.716029,0.08523,0.054812,7.477567,0.028035,0.004756,9.494145,0.072291,0.059862,"Mechanism_3"
"259","Strychnos tseasnum Krukoff & Barneby",5.695917,0.001344,4.5e-05,7.837497,0.057194,0.082218,7.160869,0.03881,0.007133,9.852977,0.098395,0.089793,"Mechanism_3"
"260","Chiococca caputensis Lorence & C.M.Taylor",5.698602,NA,9e-05,7.847763,NA,0.164437,7.416378,NA,0.014267,9.659759,NA,0.179585,"Mechanism_3"
"261","Chiococca pachyphylla Wernham",5.675512,0.002052,3e-06,7.333904,0.093483,0.004698,7.38969,0.02126,0.00042,9.00535,0.098059,0.005282,"Mechanism_3"
"262","Chomelia malaneoides Müll.Arg.",5.697002,0.000753,2e-06,7.807394,0.044993,0.003915,7.2396,0.016916,0.00034,9.7419,0.047626,0.004276,"Mechanism_3"
"263","Chomelia monachinoi Steyerm.",5.70217,0.000485,3e-05,7.684664,0.113916,0.054812,7.445882,0.010899,0.004756,9.420446,0.052471,0.059862,"Mechanism_3"
"264","Denscantia macrobracteata E.L.Cabral & Bacigalupo",5.696926,0,4.5e-05,7.771438,0.046991,0.082218,7.284129,0.003432,0.007133,9.583902,0.000826,0.089793,"Mechanism_3"
"265","Galium azuayicum Dempster",5.668328,NA,9e-05,6.338594,NA,0.164437,7.162397,NA,0.014267,8.550628,NA,0.179585,"Mechanism_3"
"266","Galium canescens Kunth",5.657151,0.004607,6e-06,7.259091,0.111045,0.011745,7.143884,0.035535,0.001019,9.330224,0.09269,0.012828,"Mechanism_3"
"267","Galium ecuadoricum Dempster",5.662293,0.00553,3e-05,6.759806,0.117119,0.054812,7.17213,0.058197,0.004756,8.864907,0.148841,0.059862,"Mechanism_3"
"268","Galium mexicanum Kunth",5.668018,0.001809,3e-06,6.830759,0.070674,0.005139,7.45167,0.016648,0.000446,8.560739,0.063456,0.005612,"Mechanism_3"
"269","Galium obovatum Kunth",5.654151,0.003051,4e-06,7.209476,0.089995,0.006577,7.107579,0.033699,0.000571,9.2491,0.103039,0.007183,"Mechanism_3"
"270","Malanea glabra A.Rich.",5.696366,0.000694,1e-06,7.546979,0.052206,0.002491,7.325211,0.010373,0.000216,9.413499,0.049018,0.002721,"Mechanism_3"
"271","Malanea microphylla Standl. & Steyerm.",5.675549,0.007769,2.2e-05,8.033341,0.107068,0.041109,7.326458,0.043102,0.003567,9.611174,0.045561,0.044896,"Mechanism_3"
"272","Malanea pariensis Steyerm.",5.689176,NA,9e-05,7.095064,NA,0.164437,7.397562,NA,0.014267,8.823353,NA,0.179585,"Mechanism_3"
"273","Malanea sarmentosa Aubl.",5.691118,0.003323,8e-06,7.718579,0.108092,0.014949,7.315025,0.029748,0.001297,9.477869,0.094113,0.016326,"Mechanism_3"
"275","Randia retroflexa Lorence & M.Nee",5.691309,0.002582,9e-06,7.884457,0.093877,0.016444,7.394711,0.017878,0.001427,9.714959,0.114852,0.017959,"Mechanism_3"
"276","Aphelandra tomentosa Lindau",5.673418,0.006187,1.8e-05,7.012831,0.221939,0.032887,7.308631,0.036837,0.002853,8.846759,0.169932,0.035917,"Mechanism_3"
"277","Dicliptera purpurascens Wassh. & J.R.I.Wood",5.695183,0.002477,1.1e-05,7.567687,0.147282,0.020555,7.260049,0.034908,0.001783,9.687057,0.073631,0.022448,"Mechanism_3"
"278","Justicia brasiliana Roth",5.688508,0.001561,6e-06,7.180823,0.038091,0.011745,7.34309,0.033131,0.001019,9.030225,0.077172,0.012828,"Mechanism_3"
"279","Justicia fuchsiifolia Leonard",5.681579,0.016017,4.5e-05,8.026753,0.033471,0.082218,7.182092,0.0228,0.007133,10.021911,0.087167,0.089793,"Mechanism_3"
"280","Justicia kirkbridei Wassh.",5.669364,NA,9e-05,7.343426,NA,0.164437,7.242798,NA,0.014267,9.502039,NA,0.179585,"Mechanism_3"
"281","Justicia megalantha Wassh. & J.R.I.Wood",5.695582,NA,9e-05,7.540622,NA,0.164437,7.204893,NA,0.014267,9.415157,NA,0.179585,"Mechanism_3"
"282","Justicia nicaraguensis Durkee",5.69154,0.00135,4.5e-05,8.099484,0.011844,0.082218,7.45033,0.009009,0.007133,9.48115,0.037557,0.089793,"Mechanism_3"
"283","Justicia spicigera Schltdl.",5.688883,0.001771,2e-06,7.198324,0.07829,0.003289,7.456019,0.011486,0.000285,8.997165,0.079548,0.003592,"Mechanism_3"
"284","Odontonema ampelocaule Leonard",5.676583,NA,9e-05,7.764296,NA,0.164437,7.316548,NA,0.014267,9.645494,NA,0.179585,"Mechanism_3"
"285","Ruellia inflata Rich.",5.69858,0.000471,2e-06,7.696952,0.039077,0.004568,7.253479,0.016863,0.000396,9.637755,0.031584,0.004988,"Mechanism_3"
"286","Ruellia sprucei Lindau",5.694853,0.000402,1.5e-05,8.111928,0.020083,0.027406,7.15236,0.016587,0.002378,10.140027,0.030975,0.029931,"Mechanism_3"
"287","Ruellia steyermarkii Wassh.",5.694739,0.002186,4.5e-05,7.208771,0.074678,0.082218,7.417242,0.008712,0.007133,9.172625,0.091824,0.089793,"Mechanism_3"
"288","Calceolaria atahualpae Kraenzl.",5.647459,0.002234,1.1e-05,6.869963,0.132946,0.020555,7.232549,0.048199,0.001783,8.610062,0.085125,0.022448,"Mechanism_3"
"289","Calceolaria ballotifolia Kraenzl.",5.653157,0.00824,4.5e-05,6.949113,0.224079,0.082218,7.129585,0.032037,0.007133,9.067499,0.097321,0.089793,"Mechanism_3"
"290","Calceolaria brachiata Kraenzl.",5.650557,0,4.5e-05,7.350516,0,0.082218,7.044905,0,0.007133,9.226804,0,0.089793,"Mechanism_3"
"291","Calceolaria chrysosphaera Pennell",5.65616,0.002621,3e-05,7.45936,0.102663,0.054812,7.219378,0.075919,0.004756,8.848896,0.22989,0.059862,"Mechanism_3"
"292","Calceolaria connatifolia Pennell",5.642439,NA,9e-05,7.211557,NA,0.164437,7.045777,NA,0.014267,9.412301,NA,0.179585,"Mechanism_3"
"293","Calceolaria microbefaria Kraenzl.",5.652609,0.005275,9e-06,7.352686,0.12018,0.016444,7.066496,0.033893,0.001427,9.545442,0.08944,0.017959,"Mechanism_3"
"294","Calceolaria pedunculata Molau",5.653015,NA,9e-05,7.315884,NA,0.164437,7.080026,NA,0.014267,9.111735,NA,0.179585,"Mechanism_3"
"295","Calceolaria penlandii Pennell",5.637108,NA,9e-05,6.759255,NA,0.164437,6.765039,NA,0.014267,9.420925,NA,0.179585,"Mechanism_3"
"296","Aegiphila boliviana Moldenke",5.69206,0.002703,5e-06,7.523049,0.11791,0.009135,7.233493,0.033884,0.000793,9.512749,0.133565,0.009977,"Mechanism_3"
"297","Aegiphila cephalophora Standl.",5.692164,0.0072,3e-05,8.388301,0.089983,0.054812,7.35382,0.042917,0.004756,9.914528,0.056036,0.059862,"Mechanism_3"
"298","Aegiphila chrysantha Hayek",5.694846,0.000902,2e-06,7.290131,0.0509,0.002835,7.279372,0.015853,0.000246,9.224403,0.056101,0.003096,"Mechanism_3"
"299","Aegiphila cordata Poepp.",5.691831,0.002949,7e-06,7.931364,0.06478,0.013703,7.186326,0.035511,0.001189,9.914098,0.06774,0.014965,"Mechanism_3"
"300","Aegiphila deppeana Steud.",5.695508,0.001458,5e-06,7.560497,0.071101,0.009135,7.439924,0.018311,0.000793,9.332157,0.070449,0.009977,"Mechanism_3"
"301","Aegiphila elata Sw.",5.695111,0.00089,2e-06,7.755573,0.050418,0.003103,7.367299,0.01754,0.000269,9.621193,0.046927,0.003388,"Mechanism_3"
"302","Aegiphila falcata Donn.Sm.",5.69704,0.003146,1.8e-05,7.858685,0.126078,0.032887,7.4506,0.041899,0.002853,9.709065,0.113683,0.035917,"Mechanism_3"
"303","Aegiphila fendleri Moldenke",5.691473,0.006777,2.2e-05,7.642161,0.349784,0.041109,7.250564,0.087003,0.003567,9.537105,0.294426,0.044896,"Mechanism_3"
"304","Aegiphila filipes Mart. & Schauer",5.693085,0.002287,3e-06,7.701843,0.072012,0.005873,7.180807,0.018766,0.00051,9.749903,0.060224,0.006414,"Mechanism_3"
"305","Aegiphila glabrata Moldenke",5.685855,0.004794,9e-06,7.905281,0.126821,0.016444,7.149252,0.025934,0.001427,9.951695,0.142461,0.017959,"Mechanism_3"
"306","Aegiphila hirsuta Moldenke",5.693069,0.007039,2.2e-05,8.04865,0.443808,0.041109,7.278214,0.047982,0.003567,10.076216,0.377902,0.044896,"Mechanism_3"
"307","Aegiphila hirsutissima Moldenke",5.699718,0.001065,3e-05,8.049599,0.184509,0.054812,7.372045,0.039457,0.004756,10.019119,0.265642,0.059862,"Mechanism_3"
"308","Aegiphila hoehnei Moldenke",5.691677,0.001904,1e-05,8.045865,0.115342,0.018271,7.191153,0.054414,0.001585,10.00184,0.123121,0.019954,"Mechanism_3"
"309","Aegiphila insignis Moldenke",5.690181,0.004386,1.3e-05,7.514794,0.094501,0.023491,7.244625,0.039963,0.002038,9.520149,0.065572,0.025655,"Mechanism_3"
"310","Aegiphila intermedia Moldenke",5.698054,0.001656,9e-06,7.748165,0.12283,0.016444,7.248431,0.032414,0.001427,9.698322,0.141489,0.017959,"Mechanism_3"
"311","Aegiphila lewisiana Moldenke",5.700094,0.00552,4.5e-05,6.955094,0.315218,0.082218,7.557206,0.060554,0.007133,8.515798,0.290027,0.089793,"Mechanism_3"
