"","species","mean_temp","se_temp","within_sp_var_temp","mean_prec","se_prec","within_sp_var_prec","mean_pet","se_pet","within_sp_var_pet","mean_aridity","se_aridity","within_sp_var_aridity","Mechanism"
"466","Chusquea ligulata Munro",5.661397,NA,9e-05,7.021976,NA,0.164437,7.121252,NA,0.014267,9.586171,NA,0.179585,"Mechanism_3"
"467","Chusquea londoniae L.G.Clark",5.668688,0.005208,1.8e-05,7.753478,0.183969,0.032887,7.21655,0.04273,0.002853,9.71893,0.148974,0.035917,"Mechanism_3"
"468","Chusquea longiprophylla L.G.Clark",5.668202,0.003302,3e-05,7.863122,0.035895,0.054812,7.116216,0.058755,0.004756,9.703763,0.215792,0.059862,"Mechanism_3"
"469","Chusquea maculata L.G.Clark",5.692553,NA,9e-05,6.944087,NA,0.164437,7.380256,NA,0.014267,9.023408,NA,0.179585,"Mechanism_3"
"470","Chusquea mirabilis A.C.Mota, R.P.Oliveira & L.G.Clark",5.682048,NA,9e-05,6.929517,NA,0.164437,7.16935,NA,0.014267,8.683385,NA,0.179585,"Mechanism_3"
"471","Chusquea oligophylla Rupr.",5.682125,0.006039,3e-05,7.381133,0.127602,0.054812,7.136744,0.03989,0.004756,9.341621,0.150412,0.059862,"Mechanism_3"
"472","Chusquea pohlii L.G.Clark",5.672571,0.002681,3e-05,8.140992,0.085803,0.054812,7.243834,0.055176,0.004756,10.02371,0.15988,0.059862,"Mechanism_3"
"473","Chusquea purdieana Munro",5.66618,0.006044,1.8e-05,7.439534,0.13918,0.032887,7.220992,0.046231,0.002853,9.235395,0.072497,0.035917,"Mechanism_3"
"474","Chusquea ramosissima Lindm.",5.689397,0.001244,6e-06,7.013484,0.054164,0.010277,7.26043,0.021334,0.000892,8.934998,0.065589,0.011224,"Mechanism_3"
"475","Chusquea scabra Soderstr. & C.E.Calderón",5.672464,NA,9e-05,8.042056,NA,0.164437,7.325808,NA,0.014267,9.754233,NA,0.179585,"Mechanism_3"
"476","Chusquea scandens Kunth",5.655039,0.002343,2e-06,7.249119,0.064624,0.004216,7.096095,0.022901,0.000366,9.25126,0.064532,0.004605,"Mechanism_3"
"477","Chusquea sellowii Rupr.",5.672098,0.003336,1.8e-05,7.501417,0.018138,0.032887,7.092355,0.02107,0.002853,9.514762,0.047207,0.035917,"Mechanism_3"
"478","Chusquea serpens L.G.Clark",5.678707,0.00275,6e-06,7.840031,0.09892,0.010277,7.219277,0.025371,0.000892,9.66137,0.09282,0.011224,"Mechanism_3"
"479","Chusquea serrulata Pilg.",5.658947,0.006366,1.1e-05,7.51366,0.200881,0.020555,7.061132,0.055595,0.001783,9.602945,0.115646,0.022448,"Mechanism_3"
"480","Chusquea tenuiglumis Döll",5.680403,0.002017,1.8e-05,7.393848,0.052256,0.032887,7.213646,0.027161,0.002853,9.321237,0.031144,0.035917,"Mechanism_3"
"481","Chusquea tonduzii Hack.",5.644423,0.004698,3e-05,8.160869,0.011165,0.054812,7.047094,0.075189,0.004756,9.919029,0.088224,0.059862,"Mechanism_3"
"482","Chusquea uniflora Steud.",5.66513,0.003476,6e-06,7.478395,0.122049,0.010962,7.089017,0.02624,0.000951,9.539585,0.104766,0.011972,"Mechanism_3"
"483","Elytrostachys clavigera McClure",5.697144,0.001428,1.5e-05,7.847356,0.058788,0.027406,7.448861,0.015992,0.002378,9.649387,0.092354,0.029931,"Mechanism_3"
"484","Elytrostachys typica McClure",5.699931,0.004685,4.5e-05,7.684661,0.072818,0.082218,7.366092,0.05688,0.007133,9.515597,0.119358,0.089793,"Mechanism_3"
"485","Guadua ciliata Londoño & Davidse",5.697441,0.00085,8e-06,7.910989,0.059586,0.014949,7.212932,0.014726,0.001297,9.922269,0.041257,0.016326,"Mechanism_3"
"486","Ichnanthus breviscrobs Döll",5.696792,0.000589,1e-06,7.690122,0.040339,0.002741,7.314966,0.012661,0.000238,9.608902,0.034535,0.002993,"Mechanism_3"
"487","Lasiacis ligulata Hitchc. & Chase",5.694397,0.000599,0,7.444803,0.028135,0.000734,7.289916,0.007551,6.4e-05,9.361709,0.03035,0.000802,"Mechanism_3"
"488","Merostachys fischeriana Rupr. ex Döll",5.682372,0.001617,6e-06,7.139078,0.069416,0.011745,7.190064,0.026663,0.001019,9.125973,0.090656,0.012828,"Mechanism_3"
"489","Merostachys fistulosa Döll",5.678852,0.003454,3e-05,7.328325,0.069161,0.054812,7.19185,0.024151,0.004756,9.27243,0.066762,0.059862,"Mechanism_3"
"490","Merostachys ternata Nees",5.693094,0.001383,1.1e-05,7.176603,0.068126,0.020555,7.22461,0.014961,0.001783,9.122702,0.070048,0.022448,"Mechanism_3"
"491","Olyra latifolia L.",5.696253,0.000298,0,7.47729,0.019105,0.000361,7.338097,0.006234,3.2e-05,9.361842,0.020999,0.000399,"Mechanism_3"
"492","Olyra longifolia Kunth",5.698435,0.000396,1e-06,7.790098,0.030915,0.002136,7.31582,0.011197,0.000185,9.682682,0.034248,0.002332,"Mechanism_3"
"493","Hyperbaena brevipes Urb. & Ekman",5.703616,NA,9e-05,6.920672,NA,0.164437,NA,NA,Inf,NA,NA,Inf,"Mechanism_3"
"494","Rubus alpinus Macfad.",5.662358,0.005689,1.5e-05,7.427625,0.166822,0.027406,7.166577,0.040071,0.002378,9.446607,0.166988,0.029931,"Mechanism_3"
"495","Rubus betonicifolius Focke",5.636395,NA,9e-05,6.426488,NA,0.164437,7.092574,NA,0.014267,9.057772,NA,0.179585,"Mechanism_3"
"496","Rubus bogotensis Kunth",5.655726,0.001745,3e-06,7.262695,0.07694,0.005139,7.154919,0.025905,0.000446,9.194709,0.086325,0.005612,"Mechanism_3"
"497","Rubus boliviensis Focke",5.668558,0.004395,7e-06,6.680213,0.102908,0.012649,7.368755,0.020377,0.001097,8.574296,0.130801,0.013814,"Mechanism_3"
"498","Rubus brasiliensis Mart.",5.684025,0.000742,3e-06,7.174111,0.041311,0.005481,7.216495,0.014719,0.000476,9.124525,0.046923,0.005986,"Mechanism_3"
"499","Rubus briareus Focke",5.662618,0.012999,3e-05,6.88168,0.172822,0.054812,7.220099,0.044205,0.004756,8.944721,0.159659,0.059862,"Mechanism_3"
"500","Rubus bullatus Rusby",5.659876,0.003571,3e-05,7.039228,0.259252,0.054812,7.252465,0.041508,0.004756,8.949286,0.165331,0.059862,"Mechanism_3"
"501","Rubus conchyliatus Focke",5.642616,0.000532,4.5e-05,7.168044,0.145176,0.082218,7.158052,0.012067,0.007133,8.788533,0.110242,0.089793,"Mechanism_3"
"502","Rubus coriaceus Poir.",5.642939,0.003323,7e-06,7.416664,0.116726,0.013703,6.871405,0.050391,0.001189,9.582066,0.077958,0.014965,"Mechanism_3"
"503","Rubus coriifolius Liebm.",5.672447,0.001917,3e-06,7.31935,0.063257,0.004983,7.405187,0.017982,0.000432,9.047538,0.058175,0.005442,"Mechanism_3"
"504","Rubus fagifolius Cham. & Schltdl.",5.674634,0.002515,9e-06,7.577128,0.162518,0.016444,7.362134,0.030007,0.001427,9.434784,0.16359,0.017959,"Mechanism_3"
"505","Rubus floribundus Kunth",5.662944,0.002844,2e-06,7.084614,0.099982,0.003737,7.150374,0.02019,0.000324,9.072028,0.113597,0.004081,"Mechanism_3"
"506","Rubus glaucus Benth.",5.66247,0.002592,4e-06,7.572519,0.083396,0.006577,7.119554,0.032977,0.000571,9.584962,0.077793,0.007183,"Mechanism_3"
"507","Rubus guyanensis Focke",5.658199,0.004235,1.1e-05,7.715287,0.1257,0.020555,7.169359,0.037457,0.001783,9.56509,0.117541,0.022448,"Mechanism_3"
"508","Rubus hadrocarpus Standl. & Steyerm.",5.653716,NA,9e-05,7.476472,NA,0.164437,7.273786,NA,0.014267,9.025215,NA,0.179585,"Mechanism_3"
"509","Rubus holtenii Kuntze",5.663481,NA,9e-05,6.856462,NA,0.164437,7.288928,NA,0.014267,8.837971,NA,0.179585,"Mechanism_3"
"510","Rubus imperialis Cham. & Schltdl.",5.670369,0.004385,2.2e-05,6.719308,0.082055,0.041109,7.409986,0.006264,0.003567,8.466481,0.114459,0.044896,"Mechanism_3"
"511","Rubus killipii A.Berger",5.690076,0.001437,3e-05,7.956007,0.110598,0.054812,7.052367,0.025279,0.004756,10.269314,0.209429,0.059862,"Mechanism_3"
"512","Rubus loxensis Benth.",5.650716,0.0058,4.5e-05,7.006912,0.037121,0.082218,6.949654,0.113394,0.007133,9.220995,0.052414,0.089793,"Mechanism_3"
"513","Rubus megalococcus Focke",5.656907,0.004148,6e-06,7.207719,0.160971,0.010962,7.198263,0.035753,0.000951,9.157331,0.157889,0.011972,"Mechanism_3"
"514","Rubus pringlei Rydb.",5.658767,0.003437,9e-06,6.948246,0.097159,0.016444,7.38094,0.030845,0.001427,8.691645,0.089108,0.017959,"Mechanism_3"
"515","Rubus sparsiflorus J.F.Macbr.",5.65509,0.007349,4.5e-05,6.944354,0.020726,0.082218,7.144632,0.065448,0.007133,9.042946,0.199475,0.089793,"Mechanism_3"
"516","Rubus turquinensis Rydb.",5.665215,NA,9e-05,7.443664,NA,0.164437,7.113142,NA,0.014267,9.751268,NA,0.179585,"Mechanism_3"
"517","Rubus urticifolius Poir.",5.675603,0.001603,1e-06,7.434761,0.045819,0.001869,7.255794,0.017267,0.000162,9.31901,0.049239,0.002041,"Mechanism_3"
"518","Rubus weberbaueri Focke",5.654552,0.004674,1.3e-05,6.973457,0.185408,0.023491,7.187475,0.04211,0.002038,9.037735,0.09774,0.025655,"Mechanism_3"
"519","Urera lianoides A.K.Monro & Al.Rodr.",5.687804,0.001987,2e-06,7.593123,0.084595,0.003499,7.336068,0.020763,0.000304,9.470347,0.077071,0.003821,"Mechanism_3"
"520","Heisteria densifrons Engl.",5.698032,0.000569,2e-06,7.780809,0.041663,0.003499,7.261442,0.015043,0.000297,9.687231,0.039902,0.003741,"Mechanism_3"
"521","Heisteria insculpta Sleumer",5.697166,0.00052,2e-06,7.896454,0.038733,0.003654,7.254329,0.02129,0.000317,9.834145,0.049506,0.003991,"Mechanism_3"
"522","Attilaea abalak E.Martínez & Ramos",5.698099,0.001173,4.5e-05,7.123689,0.063213,0.082218,7.471604,0.009389,0.007133,8.611201,0.028033,0.089793,"Mechanism_3"
"523","Rhus terebinthifolia Schltdl. & Cham.",5.68127,0.001402,2e-06,7.128153,0.057466,0.003737,7.44965,0.011885,0.000324,8.883868,0.066459,0.004081,"Mechanism_3"
"524","Zanthoxylum foliolosum Donn.Sm.",5.675296,0.003475,1.5e-05,7.585865,0.16202,0.027406,7.382776,0.027439,0.002378,9.18728,0.154263,0.029931,"Mechanism_3"
"525","Cestrum latifolium Lam.",5.69728,0.000691,1e-06,7.52937,0.035714,0.001807,7.378307,0.009798,0.000159,9.394904,0.043136,0.001995,"Mechanism_3"
"526","Cestrum reflexum Sendtn.",5.694111,0.001624,2e-06,7.659624,0.060702,0.002885,7.248352,0.022112,0.00025,9.649995,0.063444,0.003151,"Mechanism_3"
"527","Petunia mantiqueirensis T.Ando & Hashim.",5.664868,NA,9e-05,7.505492,NA,0.164437,7.047517,NA,0.014267,9.653743,NA,0.179585,"Mechanism_3"
"528","Solanum arachnidanthum Rusby",5.69835,0.000521,1.1e-05,7.412409,0.094177,0.020555,7.310953,0.037409,0.001783,9.264768,0.111785,0.022448,"Mechanism_3"
"529","Solanum aturense Humb. & Bonpl. ex Dunal",5.68475,0.001753,1e-06,7.87327,0.054105,0.002222,7.251565,0.015696,0.000193,9.732143,0.049828,0.002427,"Mechanism_3"
"530","Solanum barbeyanum Huber",5.692105,0.001624,2e-06,7.726835,0.060794,0.003356,7.122059,0.014985,0.000291,9.893687,0.050751,0.003665,"Mechanism_3"
"531","Solanum brevifolium Humb. & Bonpl. ex Dunal",5.656774,0.0034,3e-06,7.334745,0.104661,0.006324,7.066859,0.032413,0.000549,9.450095,0.097084,0.006907,"Mechanism_3"
"532","Solanum canense Rydb.",5.693345,0.001562,6e-06,7.654858,0.055813,0.010962,7.423615,0.010054,0.000951,9.524493,0.056676,0.011972,"Mechanism_3"
"533","Solanum coriaceum Dunal",5.695402,0.001434,4e-06,7.801595,0.03701,0.00783,7.364341,0.009939,0.000713,9.590978,0.032389,0.008979,"Mechanism_3"
"534","Solanum crassinervium Tepe",5.688161,0.000677,4.5e-05,8.083148,0.440624,0.082218,7.049856,0.06978,0.007133,10.071935,0.345364,0.089793,"Mechanism_3"
"535","Solanum crotonoides Lam.",5.670743,NA,9e-05,7.283448,NA,0.164437,7.307873,NA,0.014267,9.21164,NA,0.179585,"Mechanism_3"
"536","Solanum depauperatum Dunal",5.688034,0.001604,7e-06,7.082849,0.057542,0.013703,7.193135,0.011064,0.001189,9.05449,0.07459,0.014965,"Mechanism_3"
"537","Solanum dolichorhachis Bitter",5.698199,0.000657,1.8e-05,7.373964,0.295731,0.032887,7.138113,0.053817,0.002853,9.519759,0.297839,0.035917,"Mechanism_3"
"538","Solanum fraxinifolium Dunal",5.671898,0.003327,9e-06,7.630696,0.118748,0.016444,7.267473,0.041119,0.001427,9.436905,0.134778,0.017959,"Mechanism_3"
"539","Solanum gemellum Mart. ex Sendtn.",5.688787,0.002011,6e-06,7.189204,0.044311,0.010962,7.264345,0.024248,0.000951,9.194186,0.055255,0.011972,"Mechanism_3"
"540","Solanum glaucescens Zucc.",5.700713,0.003083,3e-05,6.72579,0.029164,0.054812,7.624997,0.060866,0.004756,8.524986,0.13295,0.059862,"Mechanism_3"
"541","Solanum jamaicense Mill.",5.695132,0.000839,1e-06,7.70993,0.034414,0.001236,7.337192,0.013399,0.000111,9.562424,0.039217,0.001392,"Mechanism_3"
"542","Solanum juglandifolium Humb. & Bonpl. ex Dunal",5.67074,0.00279,3e-06,7.558398,0.070139,0.005139,7.12764,0.024347,0.000446,9.503986,0.073515,0.005612,"Mechanism_3"
"543","Solanum jussiaei Dunal",5.689591,0.001795,8e-06,7.130553,0.058889,0.014949,7.208908,0.019505,0.001297,9.118929,0.053983,0.016326,"Mechanism_3"
"544","Solanum lanceifolium Jacq.",5.6911,0.001253,1e-06,7.364214,0.055087,0.002081,7.419063,0.014013,0.000181,9.14935,0.055083,0.002273,"Mechanism_3"
"545","Solanum leucopogon Huber",5.687997,0.002287,2e-06,7.684879,0.072244,0.003426,7.119714,0.01569,0.000297,9.78573,0.065953,0.003741,"Mechanism_3"
"546","Solanum lycopersicum L.",5.688342,0.001129,1e-06,7.143949,0.063887,0.001111,7.37482,0.013849,9.7e-05,9.008437,0.074002,0.001222,"Mechanism_3"
"547","Solanum molinarum J.L.Gentry",5.6939,NA,9e-05,6.980076,NA,0.164437,7.542744,NA,0.014267,8.848796,NA,0.179585,"Mechanism_3"
"548","Solanum nemorense Dunal",5.693281,0.001319,3e-06,7.660107,0.06722,0.004983,7.186161,0.021236,0.000432,9.705979,0.065509,0.005442,"Mechanism_3"
"549","Solanum nuricum M.Nee",5.695582,NA,9e-05,7.198184,NA,0.164437,7.424165,NA,0.014267,9.134647,NA,0.179585,"Mechanism_3"
"550","Solanum ochranthum Humb. & Bonpl. ex Dunal",5.657734,0.004026,4e-06,7.298821,0.112106,0.007149,7.042733,0.031456,0.00062,9.447417,0.077272,0.007808,"Mechanism_3"
"551","Solanum pedemontanum M.Nee",5.694967,0.00169,3e-06,7.819387,0.053171,0.004983,7.090052,0.01363,0.000432,9.963572,0.049881,0.005442,"Mechanism_3"
"552","Solanum refractum Hook. & Arn.",5.68695,0.002317,4e-06,6.893461,0.048062,0.007474,7.509866,0.008793,0.000648,8.614269,0.05388,0.008163,"Mechanism_3"
"553","Solanum rupincola Sendtn.",5.692842,0.001848,8e-06,7.291479,0.120134,0.014949,7.250297,0.021871,0.001427,9.159963,0.099929,0.017959,"Mechanism_3"
"554","Solanum schizandrum Sendtn.",5.677532,0.003075,1.3e-05,7.382865,0.076244,0.023491,7.13608,0.027787,0.002038,9.305613,0.088106,0.025655,"Mechanism_3"
"555","Solanum sendtnerianum Van Heurck & Müll.Arg.",5.700042,0.000707,7e-06,7.78326,0.033738,0.012649,7.249399,0.017954,0.001097,9.739737,0.022004,0.013814,"Mechanism_3"
"556","Solanum subinerme Jacq.",5.697436,0.000652,1e-06,7.61231,0.028723,0.000934,7.325644,0.009524,8.2e-05,9.495507,0.033145,0.001026,"Mechanism_3"
"557","Solanum velutinum Dunal",5.689382,0.002128,2e-06,7.491665,0.055663,0.003224,7.276505,0.015008,0.00028,9.451186,0.061864,0.003521,"Mechanism_3"
"558","Solanum woodsonii Correll",5.699942,NA,9e-05,7.728416,NA,0.164437,7.440734,NA,0.014267,9.79317,NA,0.179585,"Mechanism_3"
"559","Ischnosiphon killipii J.F.Macbr.",5.694075,0.002005,7e-06,8.03587,0.075012,0.013703,7.091989,0.008255,0.001189,10.109134,0.064056,0.014965,"Mechanism_3"
"560","Ischnosiphon lasiocoleus K.Schum. ex Loes.",5.696718,0.000546,4e-06,7.840745,0.052039,0.007149,7.157454,0.014841,0.00062,9.850291,0.041049,0.007808,"Mechanism_3"
"561","Ischnosiphon longiflorus K.Schum.",5.695918,0.000359,1e-05,8.049339,0.053572,0.018271,7.206079,0.0344,0.001585,10.001137,0.054386,0.019954,"Mechanism_3"
"562","Ischnosiphon parvifolius L.Andersson",5.697932,NA,9e-05,7.999679,NA,0.164437,6.991177,NA,0.014267,10.217276,NA,0.179585,"Mechanism_3"
"563","Ischnosiphon puberulus Loes.",5.696706,0.000446,1e-06,7.786532,0.02808,0.001551,7.220841,0.011414,0.000136,9.774345,0.028673,0.00171,"Mechanism_3"
