"Family","Genus","Species","CM","taxized_names"
"Bignoniaceae","Bignonia","Bignonia lilacina",2,"Bignonia lilacina (A.H.Gentry) L.G.Lohmann"
"Bignoniaceae","Bignonia","Bignonia longiflora",2,"Bignonia longiflora Cav."
"Bignoniaceae","Bignonia","Bignonia magnifica",2,"Bignonia magnifica W.Bull"
"Bignoniaceae","Bignonia","Bignonia microcalyx",2,"Bignonia microcalyx G.Mey."
"Bignoniaceae","Bignonia","Bignonia neoheterophylla",2,"Bignonia neoheterophylla L.G.Lohmann"
"Bignoniaceae","Bignonia","Bignonia neouliginosa",2,"Bignonia neouliginosa L.G.Lohmann"
"Bignoniaceae","Bignonia","Bignonia nocturna",2,"Bignonia nocturna (Barb.Rodr.) L.G.Lohmann"
"Bignoniaceae","Bignonia","Bignonia phellosperma",2,"Bignonia phellosperma (Hemsl.) L.G.Lohmann"
"Bignoniaceae","Bignonia","Bignonia potosina",2,"Bignonia potosina (K.Schum. & Loes.) L.G.Lohmann"
"Bignoniaceae","Bignonia","Bignonia prieurii",2,"Bignonia prieurei DC."
"Bignoniaceae","Bignonia","Bignonia pterocalyx",2,"Bignonia pterocalyx (Sprague ex Urb.) L.G.Lohmann"
"Bignoniaceae","Bignonia","Bignonia ramentacea",2,"Bignonia ramentacea (Mart. ex DC.) L.G.Lohmann"
"Bignoniaceae","Bignonia","Bignonia sciuripabulum",2,"Bignonia sciuripabulum (Hovel.) L.G.Lohmann"
"Bignoniaceae","Bignonia","Bignonia sordida",2,"Bignonia sordida Klotzsch"
"Bignoniaceae","Bignonia","Bignonia uleana",2,"Bignonia uleana (Kraenzl.) L.G.Lohmann"
"Bignoniaceae","Callichlamys","Callichlamys latifolia",2,"Callichlamys latifolia (Rich.) Schum."
"Bignoniaceae","Campsis","Campsis grandiflora",2,"Campsis grandiflora (Thunb.) K.Schum."
"Bignoniaceae","Campsis","Campsis radicans",2,"Campsis radicans (L.) Seem."
"Bignoniaceae","Cuspidaria","Cuspidaria argentea",2,"Cuspidaria argentea (Wawra) Sandwith"
"Bignoniaceae","Cuspidaria","Cuspidaria bracteata",2,"Cuspidaria bracteata Bureau"
"Bignoniaceae","Cuspidaria","Cuspidaria cinerea",2,"Cuspidaria cinerea (Bureau ex K.Schum.) L.G.Lohmann"
"Bignoniaceae","Cuspidaria","Cuspidaria convoluta",2,"Cuspidaria convoluta (Vell.) A.H.Gentry"
"Bignoniaceae","Cuspidaria","Cuspidaria emmonsii",2,"Cuspidaria emmonsii A.H.Gentry"
"Bignoniaceae","Cuspidaria","Cuspidaria floribunda",2,"Cuspidaria floribunda (A.DC.) A.H.Gentry"
"Bignoniaceae","Cuspidaria","Cuspidaria inaequalis",2,"Cuspidaria inaequalis (DC. ex Splitg.) L.G.Lohmann"
"Bignoniaceae","Cuspidaria","Cuspidaria lachnaea",2,"Cuspidaria lachnaea (Bureau) L.G.Lohmann"
"Bignoniaceae","Cuspidaria","Cuspidaria lasiantha",2,"Cuspidaria lasiantha (Bureau & K.Schum.) L.G.Lohmann"
"Bignoniaceae","Cuspidaria","Cuspidaria lateriflora",2,"Cuspidaria lateriflora (C.Mart.) A.DC."
"Bignoniaceae","Cuspidaria","Cuspidaria multiflora",2,"Cuspidaria multiflora DC."
"Bignoniaceae","Cuspidaria","Cuspidaria octoptera",2,"Cuspidaria octoptera A.H.Gentry"
"Bignoniaceae","Cuspidaria","Cuspidaria pterocarpa",2,"Cuspidaria pterocarpa (Cham.) DC."
"Bignoniaceae","Cuspidaria","Cuspidaria pulchra",2,"Cuspidaria pulchra (Cham.) L.G.Lohmann"
"Bignoniaceae","Cuspidaria","Cuspidaria sceptrum",2,"Cuspidaria sceptrum (Cham.) L.G.Lohmann"
"Bignoniaceae","Cuspidaria","Cuspidaria simplicifolia",2,"Cuspidaria simplicifolia DC."
"Bignoniaceae","Cuspidaria","Cuspidaria subincana",2,"Cuspidaria subincana A.H.Gentry"
"Bignoniaceae","Cuspidaria","Cuspidaria weberbaueri",2,"Cuspidaria weberbaueri (Sprague) A.H.Gentry"
"Bignoniaceae","Cydista","Cydista heterophylla",2,"Cydista heterophylla Seibert"
"Bignoniaceae","Digomphia","Digomphia laurifolia",2,"Digomphia laurifolia Benth."
"Bignoniaceae","Dolichandra","Dolichandra chodatii",2,"Dolichandra chodatii (Hassl.) L.G.Lohmann"
"Bignoniaceae","Dolichandra","Dolichandra cynanchoides",2,"Dolichandra cynanchoides Cham."
"Bignoniaceae","Dolichandra","Dolichandra dentata",2,"Dolichandra dentata (K.Schum.) L.G.Lohmann"
"Bignoniaceae","Dolichandra","Dolichandra quadrivalvis",2,"Dolichandra quadrivalvis (Jacq.) L.G.Lohmann"
"Bignoniaceae","Dolichandra","Dolichandra steyermarkii",2,"Dolichandra steyermarkii (Sandwith) L.G.Lohmann"
"Bignoniaceae","Dolichandra","Dolichandra uncata",2,"Dolichandra uncata (Andr.) L.G.Lohmann"
"Bignoniaceae","Dolichandra","Dolichandra unguiculata",2,"Dolichandra unguiculata (Vell.) L.G.Lohmann"
"Bignoniaceae","Dolichandra","Dolichandra unguis-cati",2,"Dolichandra unguis-cati (L.) L.G.Lohmann"
"Bignoniaceae","Eccremocarpus","Eccremocarpus huainaccapac",2,"Eccremocarpus huainaccapac Vargas, 1948"
"Bignoniaceae","Eccremocarpus","Eccremocarpus scaber",2,"Eccremocarpus scaber Ruiz & Pav."
"Bignoniaceae","Eccremocarpus","Eccremocarpus viridis",2,"Eccremocarpus viridis Ruiz & Pav."
"Bignoniaceae","Fridericia","Fridericia arthrerion",2,"Fridericia arthrerion (Mart.) L.G.Lohmann"
"Bignoniaceae","Fridericia","Fridericia bahiensis",2,"Fridericia bahiensis (Schauer) L.G.Lohmann"
"Bignoniaceae","Fridericia","Fridericia bracteolata",2,"Fridericia bracteolata (DC.) L.G.Lohmann"
"Bignoniaceae","Fridericia","Fridericia candicans",2,"Fridericia candicans (Rich.) L.G.Lohmann"
"Bignoniaceae","Fridericia","Fridericia carichanensis",2,"Fridericia carichanensis (Kunth) L.G.Lohmann L.G.Lohmann"
"Bignoniaceae","Fridericia","Fridericia caudigera",2,"Fridericia caudigera (S.Moore) L.G.Lohmann"
"Bignoniaceae","Fridericia","Fridericia celastroides",2,"Fridericia celastroides (Bureau ex K.Schum.) L.G.Lohmann"
"Bignoniaceae","Fridericia","Fridericia chica",2,"Fridericia chica (Bonpl.) L.G.Lohmann"
"Bignoniaceae","Fridericia","Fridericia cinerea",2,"Fridericia cinerea (Bureau ex K.Schum.) L.G.Lohmann"
"Bignoniaceae","Fridericia","Fridericia cinnamomea",2,"Fridericia cinnamomea (DC.) L.G.Lohmann"
"Bignoniaceae","Fridericia","Fridericia claussenii",2,"Fridericia claussenii (DC.) L.G.Lohmann"
"Bignoniaceae","Fridericia","Fridericia conjugata",2,"Fridericia conjugata (Vell.) L.G.Lohmann"
"Bignoniaceae","Fridericia","Fridericia corchoroides",2,"Fridericia corchoroides (Cham.) L.G.Lohmann"
"Bignoniaceae","Fridericia","Fridericia costaricensis",2,"Fridericia costaricensis (Kraenzl.) L.G.Lohmann"
"Bignoniaceae","Fridericia","Fridericia craterophora",2,"Fridericia craterophora (DC.) L.G.Lohmann"
"Bignoniaceae","Fridericia","Fridericia cuneifolia",2,"Fridericia cuneifolia (DC.) L.G.Lohmann"
"Bignoniaceae","Fridericia","Fridericia dichotoma",2,"Fridericia dichotoma (Jacq.) L.G.Lohmann"
"Bignoniaceae","Fridericia","Fridericia dispar",2,"Fridericia dispar (Bureau ex K.Schum.) L.G.Lohmann"
"Bignoniaceae","Fridericia","Fridericia egensis",2,"Fridericia egensis (Poepp. ex Bureau & K.Schum.) L.G.Lohmann"
"Bignoniaceae","Fridericia","Fridericia elegans",2,"Fridericia elegans (Vell.) L.G.Lohmann"
"Bignoniaceae","Fridericia","Fridericia fagoides",2,"Fridericia fagoides (Cham.) L.G.Lohmann"
"Bignoniaceae","Fridericia","Fridericia fanshawei",2,"Fridericia fanshawei (Sandwith) L.G.Lohmann"
"Bignoniaceae","Fridericia","Fridericia floribunda",2,"Fridericia floribunda (Kunth) L.G.Lohmann"
"Bignoniaceae","Fridericia","Fridericia florida",2,"Fridericia florida (DC.) L.G.Lohmann"
"Bignoniaceae","Fridericia","Fridericia formosa",2,"Fridericia formosa (Bureau) L.G.Lohmann"
"Bignoniaceae","Fridericia","Fridericia grosourdyana",2,"Fridericia grosourdyana (Baill.) L.G.Lohmann"
"Bignoniaceae","Fridericia","Fridericia japurensis",2,"Fridericia japurensis (DC.) L.G.Lohmann"
"Bignoniaceae","Fridericia","Fridericia lauta",2,"Fridericia lauta (Bureau & K.Schum.) L.G.Lohmann"
"Bignoniaceae","Fridericia","Fridericia leucopogon",2,"Fridericia leucopogon (Cham.) L.G.Lohmann"
"Bignoniaceae","Fridericia","Fridericia mollis",2,"Fridericia mollis (Vahl) L.G.Lohmann"
"Bignoniaceae","Fridericia","Fridericia mollissima",2,"Fridericia mollissima (Kunth) L.G.Lohmann"
"Bignoniaceae","Fridericia","Fridericia nicotianiflora",2,"Fridericia nicotianiflora (Kraenzl.) L.G.Lohmann"
"Bignoniaceae","Fridericia","Fridericia nigrescens",2,"Fridericia nigrescens (Sandwith) L.G.Lohmann"
"Bignoniaceae","Fridericia","Fridericia oligantha",2,"Fridericia oligantha (Bureau & K.Schum.) L.G.Lohmann"
"Bignoniaceae","Fridericia","Fridericia ornithophila",2,"Fridericia ornithophila (A.H.Gentry) L.G.Lohmann"
"Bignoniaceae","Fridericia","Fridericia oxycarpa",2,"Fridericia oxycarpa (Urb.) L.G.Lohmann"
"Bignoniaceae","Fridericia","Fridericia paradoxa",2,"Fridericia paradoxa (Sandwith) L.G.Lohmann"
"Bignoniaceae","Fridericia","Fridericia parviflora",2,"Fridericia parviflora (Mart. ex DC.) L.G.Lohmann"
"Bignoniaceae","Fridericia","Fridericia patellifera",2,"Fridericia patellifera (Schltdl.) L.G.Lohmann"
"Bignoniaceae","Fridericia","Fridericia pearcei",2,"Fridericia pearcei (Rusby) L.G.Lohmann"
"Bignoniaceae","Fridericia","Fridericia platyphylla",2,"Fridericia platyphylla (Cham.) L.G.Lohmann"
"Bignoniaceae","Fridericia","Fridericia pliciflora",2,"Fridericia pliciflora (Mart. ex DC.) L.G.Lohmann"
"Bignoniaceae","Fridericia","Fridericia poeppigii",2,"Fridericia poeppigii (DC.) L.G.Lohmann"
"Bignoniaceae","Fridericia","Fridericia prancei",2,"Fridericia prancei (A.H.Gentry) L.G.Lohmann"
"Bignoniaceae","Fridericia","Fridericia pubescens",2,"Fridericia pubescens (L.) L.G.Lohmann"
"Bignoniaceae","Fridericia","Fridericia rego",2,"Fridericia rego (Vell.) L.G.Lohmann"
"Bignoniaceae","Fridericia","Fridericia samydoides",2,"Fridericia samydoides (Cham.) L.G.Lohmann"
"Bignoniaceae","Fridericia","Fridericia schumanniana",2,"Fridericia schumanniana (Loes.) L.G.Lohmann"
"Bignoniaceae","Fridericia","Fridericia simplex",2,"Fridericia simplex (A.H.Gentry) L.G.Lohmann"
"Bignoniaceae","Fridericia","Fridericia speciosa",2,"Fridericia speciosa Mart."
"Bignoniaceae","Fridericia","Fridericia spicata",2,"Fridericia spicata (Bureau & K.Schum.) L.G.Lohmann"
"Bignoniaceae","Fridericia","Fridericia subincana",2,"Fridericia subincana (Mart.) L.G.Lohmann"
"Bignoniaceae","Fridericia","Fridericia subverticillata",2,"Fridericia subverticillata (Bureau & K.Schum.) L.G.Lohmann"
"Bignoniaceae","Fridericia","Fridericia trachyphylla",2,"Fridericia trachyphylla (Bureau & K.Schum.) L.G.Lohmann"
"Bignoniaceae","Fridericia","Fridericia trailii",2,"Fridericia trailii (Sprague) L.G.Lohmann"
"Bignoniaceae","Fridericia","Fridericia triplinervia",2,"Fridericia triplinervia (Mart. ex DC.) L.G.Lohmann"
"Bignoniaceae","Fridericia","Fridericia truncata",2,"Fridericia truncata (Sprague) L.G.Lohmann"
"Bignoniaceae","Fridericia","Fridericia tuberculata",2,"Fridericia tuberculata (DC.) L.G.Lohmann"
"Bignoniaceae","Fridericia","Fridericia tynanthoides",2,"Fridericia tynanthoides (A.H.Gentry) L.G.Lohmann"
"Bignoniaceae","Fridericia","Fridericia viscida",2,"Fridericia viscida (Donn.Sm.) L.G.Lohmann"
"Bignoniaceae","Fridericia","Fridericia whitei",2,"Fridericia whitei (Rusby) L.G.Lohmann"
"Bignoniaceae","Lundia","Lundia corymbifera",2,"Lundia corymbifera (Vahl) Sandwith"
"Bignoniaceae","Lundia","Lundia damazioi",2,"Lundia damazioi C.DC."
"Bignoniaceae","Lundia","Lundia densiflora",2,"Lundia densiflora DC."
"Bignoniaceae","Lundia","Lundia dicheilocalyx",2,"Lundia dicheilocalyx S.F.Blake"
"Bignoniaceae","Lundia","Lundia erionema",2,"Lundia erionema DC."
"Bignoniaceae","Lundia","Lundia gardneri",2,"Lundia gardneri Sandwith"
"Bignoniaceae","Lundia","Lundia helicocalyx",2,"Lundia helicocalyx A.H.Gentry"
"Bignoniaceae","Lundia","Lundia laevis",2,"Lundia laevis Kaehler"
"Bignoniaceae","Lundia","Lundia longa",2,"Lundia longa DC. ex K.Schum."
"Bignoniaceae","Lundia","Lundia nitidula",2,"Lundia nitidula DC."
"Bignoniaceae","Lundia","Lundia obliqua",2,"Lundia obliqua Sond."
"Bignoniaceae","Lundia","Lundia puberula",2,"Lundia puberula Pittier"
"Bignoniaceae","Lundia","Lundia spruceana",2,"Lundia spruceana Bureau"
"Bignoniaceae","Lundia","Lundia virginalis",2,"Lundia virginalis DC."
"Bignoniaceae","Manaosella","Manaosella cordifolia",2,"Manaosella cordifolia (DC.) A.H.Gentry"
"Bignoniaceae","Mansoa","Mansoa alliacea",2,"Mansoa alliacea (Desv. ex Beauv.) A.H.Gentry"
"Bignoniaceae","Mansoa","Mansoa angustidens",2,"Mansoa angustidens (DC.) Bureau & K.Schum."
"Bignoniaceae","Mansoa","Mansoa difficilis",2,"Mansoa difficilis (Cham.) Bureau & K.Schum."
"Bignoniaceae","Mansoa","Mansoa glaziovii",2,"Mansoa glaziovii Bureau & K.Schum."
"Bignoniaceae","Mansoa","Mansoa hirsuta",2,"Mansoa hirsuta DC."
"Bignoniaceae","Mansoa","Mansoa hymenaea",2,"Mansoa hymenaea (A.DC.) A.H.Gentry"
"Bignoniaceae","Mansoa","Mansoa lanceolata",2,"Mansoa lanceolata (DC.) A.H.Gentry"
"Bignoniaceae","Mansoa","Mansoa onohualcoides",2,"Mansoa onohualcoides A.H.Gentry"
"Bignoniaceae","Mansoa","Mansoa parvifolia",2,"Mansoa parvifolia (A.H.Gentry) A.H.Gentry"
"Bignoniaceae","Mansoa","Mansoa standleyi",2,"Mansoa standleyi (Steyerm.) A.H.Gentry"
"Bignoniaceae","Mansoa","Mansoa verrucifera",2,"Mansoa verrucifera (Schltdl.) A.H.Gentry"
"Bignoniaceae","Martinella","Martinella insignis",2,"Martinella insignis A.H.Gentry"
"Bignoniaceae","Martinella","Martinella iquitoensis",2,"Martinella iquitoensis A.Samp."
"Bignoniaceae","Martinella","Martinella obovata",2,"Martinella obovata (Kunth) Bureau & Schumann"
"Bignoniaceae","Neojobertia","Neojobertia candolleana",2,"Neojobertia candolleana (Mart. ex DC.) Bureau & K.Schum."
