"Family","Genus","Species","CM","taxized_names"
"Connaraceae","Rourea","Rourea neglecta",5,"Rourea neglecta Schellenb."
"Connaraceae","Rourea","Rourea omissa",5,"Rourea omissa Forero"
"Connaraceae","Rourea","Rourea paraensis",5,"Rourea paraensis Forero"
"Connaraceae","Rourea","Rourea pittieri",5,"Rourea pittieri S.F.Blake"
"Connaraceae","Rourea","Rourea prancei",5,"Rourea prancei Forero"
"Connaraceae","Rourea","Rourea psammophila",5,"Rourea psammophila Forero"
"Connaraceae","Rourea","Rourea puberula",5,"Rourea puberula Baker"
"Connaraceae","Rourea","Rourea pubescens",5,"Rourea pubescens (DC.) Radlk."
"Connaraceae","Rourea","Rourea revoluta",5,"Rourea revoluta Planch."
"Connaraceae","Rourea","Rourea schippii",5,"Rourea schippii Standl."
"Connaraceae","Rourea","Rourea sprucei",5,"Rourea sprucei Schellenb."
"Connaraceae","Rourea","Rourea suerrensis",5,"Rourea suerrensis Donn.Sm."
"Connaraceae","Rourea","Rourea surinamensis",5,"Rourea surinamensis Miq."
"Convolvulaceae","Aniseia","Aniseia argentina",1,"Aniseia argentina (N.E.Br.) O'Donell"
"Convolvulaceae","Aniseia","Aniseia cernua",1,"Aniseia cernua Moric."
"Convolvulaceae","Aniseia","Aniseia martinicensis",1,"Aniseia martinicensis (Jacq.) Choisy"
"Convolvulaceae","Bonamia","Bonamia agrostopolis",1,"Bonamia agrostopolis (Vell.) Hallier fil."
"Convolvulaceae","Bonamia","Bonamia apurensis",1,"Bonamia apurensis D.F.Austin"
"Convolvulaceae","Bonamia","Bonamia balansae",1,"Bonamia balansae Hallier fil."
"Convolvulaceae","Bonamia","Bonamia boliviana",1,"Bonamia boliviana O'Donell"
"Convolvulaceae","Bonamia","Bonamia cerradoensis",1,"Bonamia cerradoensis J.R.I.Wood"
"Convolvulaceae","Bonamia","Bonamia douglasii",1,"Bonamia douglasii D.F.Austin"
"Convolvulaceae","Bonamia","Bonamia ferruginea",1,"Bonamia ferruginea (Choisy) Hallier fil."
"Convolvulaceae","Bonamia","Bonamia holtii",1,"Bonamia holtii O'Donell"
"Convolvulaceae","Bonamia","Bonamia kuhlmannii",1,"Bonamia kuhlmannii Hoehne"
"Convolvulaceae","Bonamia","Bonamia langsdorffii",1,"Bonamia langsdorffii (Meisn.) Hallier fil."
"Convolvulaceae","Bonamia","Bonamia leonii",1,"Bonamia leonii A.H.Gentry & Austin"
"Convolvulaceae","Bonamia","Bonamia maripoides",1,"Bonamia maripoides Hallier fil."
"Convolvulaceae","Bonamia","Bonamia mexicana",1,"Bonamia mexicana J.A.McDonald"
"Convolvulaceae","Bonamia","Bonamia peruviana",1,"Bonamia peruviana Ooststr."
"Convolvulaceae","Bonamia","Bonamia subsessilis",1,"Bonamia subsessilis Hassl."
"Convolvulaceae","Bonamia","Bonamia sulphurea",1,"Bonamia sulphurea (Brandegee) Myint & D.B.Ward"
"Convolvulaceae","Bonamia","Bonamia trichantha",1,"Bonamia trichantha Hallier fil."
"Convolvulaceae","Bonamia","Bonamia umbellata",1,"Bonamia umbellata (Choisy) Hallier fil."
"Convolvulaceae","Calycobolus","Calycobolus glaber",1,"Calycobolus glaber (Kunth) House"
"Convolvulaceae","Calycobolus","Calycobolus lanulosus",1,"Calycobolus lanulosus D.F.Austin"
"Convolvulaceae","Calycobolus","Calycobolus pringlei",1,"Calycobolus pringlei House"
"Convolvulaceae","Calycobolus","Calycobolus sericeus",1,"Calycobolus sericeus (Kunth) House"
"Convolvulaceae","Calystegia","Calystegia brummittii",1,"Calystegia brummittii P.P.A.Ferreira & Sim.-Bianch."
"Convolvulaceae","Calystegia","Calystegia sepium",1,"Calystegia sepium (L.) R.Br."
"Convolvulaceae","Calystegia","Calystegia soldanella",1,"Calystegia soldanella (L.) Roem. & Schult."
"Convolvulaceae","Convolvulus","Convolvulus arvensis",1,"Convolvulus arvensis L."
"Convolvulaceae","Convolvulus","Convolvulus bonariensis",1,"Convolvulus bonariensis Cav."
"Convolvulaceae","Convolvulus","Convolvulus chilensis",1,"Convolvulus chilensis Pers."
"Convolvulaceae","Convolvulus","Convolvulus crenatifolius",1,"Convolvulus crenatifolius Ruiz & Pav."
"Convolvulaceae","Convolvulus","Convolvulus ensifolius",1,"Convolvulus ensifolius P.P.A.Ferreira & Sim.-Bianch."
"Convolvulaceae","Convolvulus","Convolvulus hermanniae",1,"Convolvulus hermanniae Choisy"
"Convolvulaceae","Convolvulus","Convolvulus laciniatus",1,"Convolvulus laciniatus Desr."
"Convolvulaceae","Convolvulus","Convolvulus meisneri",1,"Convolvulus meisneri Kuntze"
"Convolvulaceae","Convolvulus","Convolvulus nodiflorus",1,"Convolvulus nodiflorus Desv."
"Convolvulaceae","Cressa","Cressa truxillensis",1,"Cressa truxillensis Kunth"
"Convolvulaceae","Dicranostyles","Dicranostyles ampla",1,"Dicranostyles ampla Ducke"
"Convolvulaceae","Dicranostyles","Dicranostyles costanensis",1,"Dicranostyles costanensis Steyerm. & D.F.Austin"
"Convolvulaceae","Dicranostyles","Dicranostyles densa",1,"Dicranostyles densa Spruce ex Meisn."
"Convolvulaceae","Dicranostyles","Dicranostyles falconiana",1,"Dicranostyles falconiana (Barroso) Ducke"
"Convolvulaceae","Dicranostyles","Dicranostyles globostigma",1,"Dicranostyles globostigma D.F.Austin"
"Convolvulaceae","Dicranostyles","Dicranostyles guianensis",1,"Dicranostyles guianensis Mennega"
"Convolvulaceae","Dicranostyles","Dicranostyles holostyla",1,"Dicranostyles holostyla Ducke"
"Convolvulaceae","Dicranostyles","Dicranostyles integra",1,"Dicranostyles integra Ducke"
"Convolvulaceae","Dicranostyles","Dicranostyles laxa",1,"Dicranostyles laxa Ducke"
"Convolvulaceae","Dicranostyles","Dicranostyles longifolia",1,"Dicranostyles longifolia Ducke"
"Convolvulaceae","Dicranostyles","Dicranostyles mildbraediana",1,"Dicranostyles mildbraediana Pilg"
"Convolvulaceae","Dicranostyles","Dicranostyles scandens",1,"Dicranostyles scandens Benth."
"Convolvulaceae","Dicranostyles","Dicranostyles sericea",1,"Dicranostyles sericea Gleason"
"Convolvulaceae","Dicranostyles","Dicranostyles solimoesensis",1,"Dicranostyles solimoesensis Mennega"
"Convolvulaceae","Dicranostyles","Dicranostyles villosus",1,"Dicranostyles villosa Ducke"
"Convolvulaceae","Ipomoea","Ipomoea acutisepala",1,"Ipomoea acutisepala O'Donell"
"Convolvulaceae","Ipomoea","Ipomoea alba",1,"Ipomoea alba L."
"Convolvulaceae","Ipomoea","Ipomoea alexandrae",1,"Ipomoea alexandrae D.F.Austin"
"Convolvulaceae","Ipomoea","Ipomoea alterniflora",1,"Ipomoea alterniflora Griseb."
"Convolvulaceae","Ipomoea","Ipomoea altoparanaensis",1,"Ipomoea altoparanaensis O'Donell"
"Convolvulaceae","Ipomoea","Ipomoea amnicola",1,"Ipomoea amnicola Morong"
"Convolvulaceae","Ipomoea","Ipomoea ampullacea",1,"Ipomoea ampullacea Fernald"
"Convolvulaceae","Ipomoea","Ipomoea anisomeres",1,"Ipomoea anisomeres B.L.Rob. & Bartlett"
"Convolvulaceae","Ipomoea","Ipomoea aquatica",1,"Ipomoea aquatica Forssk."
"Convolvulaceae","Ipomoea","Ipomoea argentifolia",1,"Ipomoea argentifolia A.Rich."
"Convolvulaceae","Ipomoea","Ipomoea argentinica",1,"Ipomoea argentinica Peter"
"Convolvulaceae","Ipomoea","Ipomoea aristolochiifolia",1,"Ipomoea aristolochiifolia (Kunth) G.Don"
"Convolvulaceae","Ipomoea","Ipomoea arnoldsonii",1,"Ipomoea arnoldsonii Urb."
"Convolvulaceae","Ipomoea","Ipomoea asarifolia",1,"Ipomoea asarifolia Desr."
"Convolvulaceae","Ipomoea","Ipomoea asplundii",1,"Ipomoea asplundii O'Donell"
"Convolvulaceae","Ipomoea","Ipomoea aurantiaca",1,"Ipomoea aurantiaca L.O.Williams"
"Convolvulaceae","Ipomoea","Ipomoea aurita",1,"Ipomoea aurita Hassl."
"Convolvulaceae","Ipomoea","Ipomoea avicola",1,"Ipomoea avicola D.F.Austin"
"Convolvulaceae","Ipomoea","Ipomoea bahiensis",1,"Ipomoea bahiensis Willd."
"Convolvulaceae","Ipomoea","Ipomoea balioclada",1,"Ipomoea balioclada Urb."
"Convolvulaceae","Ipomoea","Ipomoea batatas",1,"Ipomoea batatas (L.) Lam."
"Convolvulaceae","Ipomoea","Ipomoea batatoides",1,"Ipomoea batatoides Choisy"
"Convolvulaceae","Ipomoea","Ipomoea bernoulliana",1,"Ipomoea bernoulliana Peter"
"Convolvulaceae","Ipomoea","Ipomoea beyeriana",1,"Ipomoea beyeriana Urb."
"Convolvulaceae","Ipomoea","Ipomoea bignonioides",1,"Ipomoea bignonioides Sims"
"Convolvulaceae","Ipomoea","Ipomoea blanchetii",1,"Ipomoea blanchetii Choisy"
"Convolvulaceae","Ipomoea","Ipomoea bombycina",1,"Ipomoea bombycina (Choisy) Benth. & Hook.f."
"Convolvulaceae","Ipomoea","Ipomoea bonariensis",1,"Ipomoea bonariensis Hook."
"Convolvulaceae","Ipomoea","Ipomoea bracteata",1,"Ipomoea bracteata Cav."
"Convolvulaceae","Ipomoea","Ipomoea brasiliana",1,"Ipomoea brasiliana Choisy"
"Convolvulaceae","Ipomoea","Ipomoea brasiliensis",1,"Ipomoea brasiliensis (L.) Sweet"
"Convolvulaceae","Ipomoea","Ipomoea burchellii",1,"Ipomoea burchellii Meisn."
"Convolvulaceae","Ipomoea","Ipomoea cairica",1,"Ipomoea cairica (L.) Sweet"
"Convolvulaceae","Ipomoea","Ipomoea calantha",1,"Ipomoea calantha Griseb."
"Convolvulaceae","Ipomoea","Ipomoea caloneura",1,"Ipomoea caloneura Meisn."
"Convolvulaceae","Ipomoea","Ipomoea calyptrata",1,"Ipomoea calyptrata Dammer"
"Convolvulaceae","Ipomoea","Ipomoea capillacea",1,"Ipomoea capillacea Kunth"
"Convolvulaceae","Ipomoea","Ipomoea carajasensis",1,"Ipomoea carajasensis D.F.Austin"
"Convolvulaceae","Ipomoea","Ipomoea cardenasiana",1,"Ipomoea cardenasiana O'Donell"
"Convolvulaceae","Ipomoea","Ipomoea carmesina",1,"Ipomoea carmesina Proctor"
"Convolvulaceae","Ipomoea","Ipomoea carnea",1,"Ipomoea carnea Jacq."
"Convolvulaceae","Ipomoea","Ipomoea carolina",1,"Ipomoea carolina L."
"Convolvulaceae","Ipomoea","Ipomoea cathartica",1,"Ipomoea cathartica Poir."
"Convolvulaceae","Ipomoea","Ipomoea cavalcantei",1,"Ipomoea cavalcantei D.F.Austin"
"Convolvulaceae","Ipomoea","Ipomoea cearensis",1,"Ipomoea cearensis O'Donell"
"Convolvulaceae","Ipomoea","Ipomoea chamelana",1,"Ipomoea chamelana J.A.McDonald"
"Convolvulaceae","Ipomoea","Ipomoea cheirophylla",1,"Ipomoea cheirophylla O'Donell"
"Convolvulaceae","Ipomoea","Ipomoea chenopodiifolia",1,"Ipomoea chenopodiifolia (M.Martens & Galeotti) Hemsl."
"Convolvulaceae","Ipomoea","Ipomoea chiliantha",1,"Ipomoea chiliantha Hallier fil."
"Convolvulaceae","Ipomoea","Ipomoea chiquitensis",1,"Ipomoea chiquitensis J.R.I.Wood & Scotland"
"Convolvulaceae","Ipomoea","Ipomoea chiriquiensis",1,"Ipomoea chiriquiensis Standl."
"Convolvulaceae","Ipomoea","Ipomoea cholulensis",1,"Ipomoea cholulensis Kunth"
"Convolvulaceae","Ipomoea","Ipomoea chondrosepala",1,"Ipomoea chondrosepala Hallier fil."
"Convolvulaceae","Ipomoea","Ipomoea chrysocalyx",1,"Ipomoea chrysocalyx D.F.Austin"
"Convolvulaceae","Ipomoea","Ipomoea chrysotricha",1,"Ipomoea chrysotricha Meisn."
"Convolvulaceae","Ipomoea","Ipomoea chrysotrichoides",1,"Ipomoea chrysotrichoides Hassl."
"Convolvulaceae","Ipomoea","Ipomoea clarensis",1,"Ipomoea clarensis Alain"
"Convolvulaceae","Ipomoea","Ipomoea clausa",1,"Ipomoea clausa Rudolph ex Ledeb."
"Convolvulaceae","Ipomoea","Ipomoea clavata",1,"Ipomoea clavata (G.Don) Ooststr."
"Convolvulaceae","Ipomoea","Ipomoea cordatotriloba",1,"Ipomoea cordatotriloba Dennst."
"Convolvulaceae","Ipomoea","Ipomoea costellata",1,"Ipomoea costellata Torr."
"Convolvulaceae","Ipomoea","Ipomoea crassifolia",1,"Ipomoea crassifolia Cav."
"Convolvulaceae","Ipomoea","Ipomoea crinicalyx",1,"Ipomoea crinicalyx S.Moore"
"Convolvulaceae","Ipomoea","Ipomoea cubensis",1,"Ipomoea cubensis (House) Urb."
"Convolvulaceae","Ipomoea","Ipomoea cyanantha",1,"Ipomoea cyanantha Griseb."
"Convolvulaceae","Ipomoea","Ipomoea cynanchifolia",1,"Ipomoea cynanchifolia Meisn."
"Convolvulaceae","Ipomoea","Ipomoea dajabonensis",1,"Ipomoea dajabonensis Alain"
"Convolvulaceae","Ipomoea","Ipomoea daturiflora",1,"Ipomoea daturiflora Meisn."
"Convolvulaceae","Ipomoea","Ipomoea decipiens",1,"Ipomoea decipiens Dammer"
"Convolvulaceae","Ipomoea","Ipomoea decora",1,"Ipomoea decora Meisn."
"Convolvulaceae","Ipomoea","Ipomoea delphinioides",1,"Ipomoea delphinioides Choisy"
"Convolvulaceae","Ipomoea","Ipomoea demerariana",1,"Ipomoea demerariana Choisy"
"Convolvulaceae","Ipomoea","Ipomoea densibracteata",1,"Ipomoea densibracteata O'Donell"
"Convolvulaceae","Ipomoea","Ipomoea descolei",1,"Ipomoea descolei O'Donell"
"Convolvulaceae","Ipomoea","Ipomoea desrousseauxii",1,"Ipomoea desrousseauxii Steud."
"Convolvulaceae","Ipomoea","Ipomoea digitata",1,"Ipomoea digitata L."
"Convolvulaceae","Ipomoea","Ipomoea discolor",1,"Ipomoea discolor Jacq."
"Convolvulaceae","Ipomoea","Ipomoea dubia",1,"Ipomoea dubia Roem. & Schult."
"Convolvulaceae","Ipomoea","Ipomoea dumetorum",1,"Ipomoea dumetorum Willd. ex Roem. & Schult."
"Convolvulaceae","Ipomoea","Ipomoea dumosa",1,"Ipomoea dumosa Benth."
"Convolvulaceae","Ipomoea","Ipomoea echinocalyx",1,"Ipomoea echinocalyx Meisn."
"Convolvulaceae","Ipomoea","Ipomoea eggersii",1,"Ipomoea eggersii (House) D.F.Austin"
"Convolvulaceae","Ipomoea","Ipomoea eremnobrocha",1,"Ipomoea eremnobrocha D.F.Austin"
"Convolvulaceae","Ipomoea","Ipomoea eriocalyx",1,"Ipomoea eriocalyx Meisn."
"Convolvulaceae","Ipomoea","Ipomoea eriocarpa",1,"Ipomoea eriocarpa R.Br."
"Convolvulaceae","Ipomoea","Ipomoea erosa",1,"Ipomoea erosa Urb."
"Convolvulaceae","Ipomoea","Ipomoea excisa",1,"Ipomoea excisa Urb."
"Convolvulaceae","Ipomoea","Ipomoea falkioides",1,"Ipomoea falkioides Griseb."
"Convolvulaceae","Ipomoea","Ipomoea fiebrigii",1,"Ipomoea fiebrigii Hassl. ex O'Donell"
"Convolvulaceae","Ipomoea","Ipomoea fimbriosepala",1,"Ipomoea fimbriosepala Choisy"
"Convolvulaceae","Ipomoea","Ipomoea flavopurpurea",1,"Ipomoea flavopurpurea Urb."
"Convolvulaceae","Ipomoea","Ipomoea fuchsioides",1,"Ipomoea fuchsioides Griseb."
"Convolvulaceae","Ipomoea","Ipomoea furcyensis",1,"Ipomoea furcyensis Urb."
"Convolvulaceae","Ipomoea","Ipomoea geophilifolia",1,"Ipomoea geophilifolia K.Afzel."
"Convolvulaceae","Ipomoea","Ipomoea gigantea",1,"Ipomoea gigantea Reinw."
"Convolvulaceae","Ipomoea","Ipomoea goyazensis",1,"Ipomoea goyazensis Gardner"
"Convolvulaceae","Ipomoea","Ipomoea grandifolia",1,"Ipomoea grandifolia Dammer"
"Convolvulaceae","Ipomoea","Ipomoea habeliana",1,"Ipomoea habeliana Oliv."
"Convolvulaceae","Ipomoea","Ipomoea harlingii",1,"Ipomoea harlingii D.F.Austin"
"Convolvulaceae","Ipomoea","Ipomoea hederacea",1,"Ipomoea hederacea (L.) Jacq."
"Convolvulaceae","Ipomoea","Ipomoea hederifolia",1,"Ipomoea hederifolia L."
"Convolvulaceae","Ipomoea","Ipomoea heterodoxa",1,"Ipomoea heterodoxa Standl. & Steyerm."
"Convolvulaceae","Ipomoea","Ipomoea hieronymi",1,"Ipomoea hieronymi (Kuntze) O'Donell"
"Convolvulaceae","Ipomoea","Ipomoea homotrichoidea",1,"Ipomoea homotrichoidea O'Donell"
"Convolvulaceae","Ipomoea","Ipomoea horsfalliae",1,"Ipomoea horsfalliae Hook."
"Convolvulaceae","Ipomoea","Ipomoea hypargyrea",1,"Ipomoea hypargyrea Griseb."
"Convolvulaceae","Ipomoea","Ipomoea imperati",1,"Ipomoea imperati Vahl"
"Convolvulaceae","Ipomoea","Ipomoea incarnata",1,"Ipomoea incarnata Vahl"
"Convolvulaceae","Ipomoea","Ipomoea incerta",1,"Ipomoea incerta (Britton) Urb."
"Convolvulaceae","Ipomoea","Ipomoea indica",1,"Ipomoea indica Merr."
"Convolvulaceae","Ipomoea","Ipomoea indivisa",1,"Ipomoea indivisa Vell."
"Convolvulaceae","Ipomoea","Ipomoea jalapoides",1,"Ipomoea jalapoides Griseb."
"Convolvulaceae","Ipomoea","Ipomoea jamaicensis",1,"Ipomoea jamaicensis G.Don"
"Convolvulaceae","Ipomoea","Ipomoea jujuyensis",1,"Ipomoea jujuyensis O'Donell"
"Convolvulaceae","Ipomoea","Ipomoea kunthiana",1,"Ipomoea kunthiana Meisn."
"Convolvulaceae","Ipomoea","Ipomoea lacteola",1,"Ipomoea lacteola House"
"Convolvulaceae","Ipomoea","Ipomoea lacunosa",1,"Ipomoea lacunosa L."
"Convolvulaceae","Ipomoea","Ipomoea laeta",1,"Ipomoea laeta A.Gray ex S.Watson"
"Convolvulaceae","Ipomoea","Ipomoea langsdorffii",1,"Ipomoea langsdorffii Choisy"
"Convolvulaceae","Ipomoea","Ipomoea lanuginosa",1,"Ipomoea lanuginosa O'Donell"
"Convolvulaceae","Ipomoea","Ipomoea leucantha",1,"Ipomoea ×leucantha Jacq."
"Convolvulaceae","Ipomoea","Ipomoea leucotricha",1,"Ipomoea leucotricha Donn.Sm."
"Convolvulaceae","Ipomoea","Ipomoea lilloana",1,"Ipomoea lilloana O'Donell"
"Convolvulaceae","Ipomoea","Ipomoea lindenii",1,"Ipomoea lindenii Mart. & Galeotti"
"Convolvulaceae","Ipomoea","Ipomoea lindmanii",1,"Ipomoea lindmanii Urb."
"Convolvulaceae","Ipomoea","Ipomoea lineolata",1,"Ipomoea lineolata Urb."
"Convolvulaceae","Ipomoea","Ipomoea livescens",1,"Ipomoea livescens (Schltdl.) Meisn."
"Convolvulaceae","Ipomoea","Ipomoea lobata",1,"Ipomoea lobata (Cerv.) Thell."
"Convolvulaceae","Ipomoea","Ipomoea longeramosa",1,"Ipomoea longeramosa Choisy"
"Convolvulaceae","Ipomoea","Ipomoea longistaminea",1,"Ipomoea longistaminea O'Donell"
"Convolvulaceae","Ipomoea","Ipomoea lottiae",1,"Ipomoea lottiae J.A.McDonald"
"Convolvulaceae","Ipomoea","Ipomoea lurida",1,"Ipomoea lurida Hassl."
"Convolvulaceae","Ipomoea","Ipomoea lutea",1,"Ipomoea lutea Hemsl."
"Convolvulaceae","Ipomoea","Ipomoea macedoi",1,"Ipomoea macedoi Hoehne"
"Convolvulaceae","Ipomoea","Ipomoea magnifolia",1,"Ipomoea magnifolia Rusby"
"Convolvulaceae","Ipomoea","Ipomoea mairetii",1,"Ipomoea mairetii Choisy"
"Convolvulaceae","Ipomoea","Ipomoea malvaviscoides",1,"Ipomoea malvaviscoides Meisn."
"Convolvulaceae","Ipomoea","Ipomoea marabaensis",1,"Ipomoea marabaensis D.F.Austin & Secco"
"Convolvulaceae","Ipomoea","Ipomoea marcellia",1,"Ipomoea marcellia (Choisy) Meisn."
"Convolvulaceae","Ipomoea","Ipomoea marginisepala",1,"Ipomoea marginisepala O'Donell"
"Convolvulaceae","Ipomoea","Ipomoea maurandioides",1,"Ipomoea maurandioides Meisn."
"Convolvulaceae","Ipomoea","Ipomoea mauritiana",1,"Ipomoea mauritiana Jacq."
"Convolvulaceae","Ipomoea","Ipomoea megapotamica",1,"Ipomoea megapotamica Choisy"
"Convolvulaceae","Ipomoea","Ipomoea merremioides",1,"Ipomoea merremioides Alain"
"Convolvulaceae","Ipomoea","Ipomoea meyeri",1,"Ipomoea meyeri (Spreng.) G.Don"
"Convolvulaceae","Ipomoea","Ipomoea microdactyla",1,"Ipomoea microdactyla Griseb."
"Convolvulaceae","Ipomoea","Ipomoea microsticta",1,"Ipomoea microsticta Hallier fil."
"Convolvulaceae","Ipomoea","Ipomoea minutiflora",1,"Ipomoea minutiflora (M.Martens & Galeotti) House"
"Convolvulaceae","Ipomoea","Ipomoea mirandina",1,"Ipomoea mirandina (Pittier) O'Donell"
"Convolvulaceae","Ipomoea","Ipomoea montecristina",1,"Ipomoea montecristina Hadac"
"Convolvulaceae","Ipomoea","Ipomoea morelli",1,"Ipomoea morellii Duchass. & Walp."
"Convolvulaceae","Ipomoea","Ipomoea morongii",1,"Ipomoea morongii Britten"
"Convolvulaceae","Ipomoea","Ipomoea muricata",1,"Ipomoea muricata Cav."
"Convolvulaceae","Ipomoea","Ipomoea murucoides",1,"Ipomoea murucoides Roem. & Schult."
"Convolvulaceae","Ipomoea","Ipomoea nationis",1,"Ipomoea nationis (Hook.) G.Nicholson"
"Convolvulaceae","Ipomoea","Ipomoea neei",1,"Ipomoea neei (Spreng.) O'Donell"
"Convolvulaceae","Ipomoea","Ipomoea neurocephala",1,"Ipomoea neurocephala Hallier fil."
"Convolvulaceae","Ipomoea","Ipomoea nil",1,"Ipomoea nil Meisn."
"Convolvulaceae","Ipomoea","Ipomoea nitens",1,"Ipomoea nitens Chodat & Hassl."
"Convolvulaceae","Ipomoea","Ipomoea nitida",1,"Ipomoea nitida Griseb."
"Convolvulaceae","Ipomoea","Ipomoea obscura",1,"Ipomoea obscura Guill."
"Convolvulaceae","Ipomoea","Ipomoea obtusata",1,"Ipomoea obtusata Griseb."
"Convolvulaceae","Ipomoea","Ipomoea ochracea",1,"Ipomoea ochracea Lindl."
"Convolvulaceae","Ipomoea","Ipomoea ophiodes",1,"Ipomoea ophiodes Standl. & Steyerm."
"Convolvulaceae","Ipomoea","Ipomoea opulifolia",1,"Ipomoea opulifolia Rusby"
"Convolvulaceae","Ipomoea","Ipomoea oranensis",1,"Ipomoea oranensis O'Donell"
"Convolvulaceae","Ipomoea","Ipomoea oreophila",1,"Ipomoea oreophila House"
"Convolvulaceae","Ipomoea","Ipomoea orizabensis",1,"Ipomoea orizabensis (Pelletan) Steud."
"Convolvulaceae","Ipomoea","Ipomoea padillae",1,"Ipomoea padillae O'Donell"
"Convolvulaceae","Ipomoea","Ipomoea parasitica",1,"Ipomoea parasitica (Kunth) G.Don"
"Convolvulaceae","Ipomoea","Ipomoea passifloroides",1,"Ipomoea passifloroides House"
"Convolvulaceae","Ipomoea","Ipomoea patula",1,"Ipomoea patula Choisy"
"Convolvulaceae","Ipomoea","Ipomoea pauciflora",1,"Ipomoea pauciflora Mart. & Galeotti"
"Convolvulaceae","Ipomoea","Ipomoea peckoltii",1,"Ipomoea peckoltii Meisn."
"Convolvulaceae","Ipomoea","Ipomoea pedicellaris",1,"Ipomoea pedicellaris Benth."
"Convolvulaceae","Ipomoea","Ipomoea perichnoa",1,"Ipomoea perichnoa Urb."
"Convolvulaceae","Ipomoea","Ipomoea peruviana",1,"Ipomoea peruviana O'Donell"
"Convolvulaceae","Ipomoea","Ipomoea pes-caprae",1,"Ipomoea pes-caprae (L.) Roth"
"Convolvulaceae","Ipomoea","Ipomoea philomega",1,"Ipomoea philomega (Vell.) House"
"Convolvulaceae","Ipomoea","Ipomoea pinifolia",1,"Ipomoea pinifolia Meisn."
"Convolvulaceae","Ipomoea","Ipomoea pintoi",1,"Ipomoea pintoi O'Donell"
"Convolvulaceae","Ipomoea","Ipomoea piresii",1,"Ipomoea piresii O'Donell"
"Convolvulaceae","Ipomoea","Ipomoea piurensis",1,"Ipomoea piurensis O'Donell"
"Convolvulaceae","Ipomoea","Ipomoea platensis",1,"Ipomoea platensis Ker Gawl."
"Convolvulaceae","Ipomoea","Ipomoea populina",1,"Ipomoea populina House"
"Convolvulaceae","Ipomoea","Ipomoea praecana",1,"Ipomoea praecana House"
"Convolvulaceae","Ipomoea","Ipomoea praematura",1,"Ipomoea praematura Eckenw."
"Convolvulaceae","Ipomoea","Ipomoea procumbens",1,"Ipomoea procumbens Mart. & Choisy"
"Convolvulaceae","Ipomoea","Ipomoea procurrens",1,"Ipomoea procurrens Meisn."
"Convolvulaceae","Ipomoea","Ipomoea pseudocalystegia",1,"Ipomoea pseudocalystegia Hassl."
"Convolvulaceae","Ipomoea","Ipomoea pubescens",1,"Ipomoea pubescens Lam."
"Convolvulaceae","Ipomoea","Ipomoea punticulata",1,"Ipomoea punticulata Benth."
"Convolvulaceae","Ipomoea","Ipomoea purga",1,"Ipomoea purga (Wender.) Hayne"
"Convolvulaceae","Ipomoea","Ipomoea purpurea",1,"Ipomoea purpurea (L.) Roth"
"Convolvulaceae","Ipomoea","Ipomoea quamoclit",1,"Ipomoea quamoclit L."
"Convolvulaceae","Ipomoea","Ipomoea ramosissima",1,"Ipomoea ramosissima Poir."
"Convolvulaceae","Ipomoea","Ipomoea regnellii",1,"Ipomoea regnellii Meisn."
"Convolvulaceae","Ipomoea","Ipomoea repanda",1,"Ipomoea repanda Jacq."
"Convolvulaceae","Ipomoea","Ipomoea reticulata",1,"Ipomoea reticulata O'Donell"
"Convolvulaceae","Ipomoea","Ipomoea retropilosa",1,"Ipomoea retropilosa (Pittier) D.F.Austin"
"Convolvulaceae","Ipomoea","Ipomoea riograndensis",1,"Ipomoea riograndensis P.P.A.Ferreira & Miotto"
"Convolvulaceae","Ipomoea","Ipomoea robusta",1,"Ipomoea robusta Urb."
"Convolvulaceae","Ipomoea","Ipomoea rosea",1,"Ipomoea rosea Choisy"
"Convolvulaceae","Ipomoea","Ipomoea rubella",1,"Ipomoea rubella House"
"Convolvulaceae","Ipomoea","Ipomoea rubens",1,"Ipomoea rubens Choisy"
"Convolvulaceae","Ipomoea","Ipomoea rubriflora",1,"Ipomoea rubriflora O'Donell"
"Convolvulaceae","Ipomoea","Ipomoea rupestris",1,"Ipomoea rupestris Sim.-Bianch. & Pirani"
"Convolvulaceae","Ipomoea","Ipomoea sagittata",1,"Ipomoea sagittata Poir."
"Convolvulaceae","Ipomoea","Ipomoea santae-rosae",1,"Ipomoea santae-rosae Standl. & Steyerm."
"Convolvulaceae","Ipomoea","Ipomoea santillanii",1,"Ipomoea santillanii O'Donell"
"Convolvulaceae","Ipomoea","Ipomoea saopaulista",1,"Ipomoea saopaulista O'Donell"
"Convolvulaceae","Ipomoea","Ipomoea sawyeri",1,"Ipomoea sawyeri D.F.Austin"
"Convolvulaceae","Ipomoea","Ipomoea schulziana",1,"Ipomoea schulziana O'Donell"
"Convolvulaceae","Ipomoea","Ipomoea seducta",1,"Ipomoea seducta House"
"Convolvulaceae","Ipomoea","Ipomoea sericophylla",1,"Ipomoea sericophylla Meisn."
"Convolvulaceae","Ipomoea","Ipomoea setifera",1,"Ipomoea setifera Poir."
"Convolvulaceae","Ipomoea","Ipomoea setosa",1,"Ipomoea setosa Ker Gawl."
"Convolvulaceae","Ipomoea","Ipomoea siltepecana",1,"Ipomoea siltepecana Matuda"
"Convolvulaceae","Ipomoea","Ipomoea silvicola",1,"Ipomoea silvicola House"
