Family,Genus,Species,CM
Ericaceae,Gonocalyx,Gonocalyx smilacifolius,4
Ericaceae,Gonocalyx,Gonocalyx tetrapterus,3
Ericaceae,Macleania,Macleania rupestris,4
Ericaceae,Macleania,Macleania stricta,4
Ericaceae,Oreanthes,Oreanthes buxifolius,4
Ericaceae,Orthaea,Orthaea apophysata,4
Ericaceae,Orthaea,Orthaea caudata,4
Ericaceae,Orthaea,Orthaea cordata,4
Ericaceae,Orthaea,Orthaea hispida,4
Ericaceae,Orthaea,Orthaea merumensis,4
Ericaceae,Orthaea,Orthaea minor,4
Ericaceae,Orthaea,Orthaea oedipus,4
Ericaceae,Orthaea,Orthaea paruensis,4
Ericaceae,Orthaea,Orthaea thibaudioides,4
Ericaceae,Orthaea,Orthaea venamensis,4
Ericaceae,Orthaea,Orthaea wurdackii,4
Ericaceae,Psammisia,Psammisia breviflora,4
Ericaceae,Psammisia,Psammisia caloneura,4
Ericaceae,Psammisia,Psammisia chionantha,4
Ericaceae,Psammisia,Psammisia coarctata,4
Ericaceae,Psammisia,Psammisia darienensis,4
Ericaceae,Psammisia,Psammisia debilis,4
Ericaceae,Psammisia,Psammisia dolichopoda,4
Ericaceae,Psammisia,Psammisia ecuadorensis,4
Ericaceae,Psammisia,Psammisia elegans,4
Ericaceae,Psammisia,Psammisia fallax,4
Ericaceae,Psammisia,Psammisia ferruginea,4
Ericaceae,Psammisia,Psammisia graebneriana,4
Ericaceae,Psammisia,Psammisia guianensis,4
Ericaceae,Psammisia,Psammisia hookeriana,4
Ericaceae,Psammisia,Psammisia idalima,4
Ericaceae,Psammisia,Psammisia lehmannii,4
Ericaceae,Psammisia,Psammisia longicaulis,4
Ericaceae,Psammisia,Psammisia macrophylla,4
Ericaceae,Psammisia,Psammisia mediobullata,4
Ericaceae,Psammisia,Psammisia occidentalis,4
Ericaceae,Psammisia,Psammisia oppositiflora,4
Ericaceae,Psammisia,Psammisia orthoneura,4
Ericaceae,Psammisia,Psammisia penduliflora,4
Ericaceae,Psammisia,Psammisia pterocalyx,4
Ericaceae,Psammisia,Psammisia roseiflora,4
Ericaceae,Psammisia,Psammisia salmonea,4
Ericaceae,Psammisia,Psammisia ulbrichiana,4
Ericaceae,Psammisia,Psammisia urichiana,4
Ericaceae,Satyria,Satyria allenii,4
Ericaceae,Satyria,Satyria arborea,4
Ericaceae,Satyria,Satyria breviflora,3
Ericaceae,Satyria,Satyria cerander,4
Ericaceae,Satyria,Satyria dolichantha,4
Ericaceae,Satyria,Satyria grandifolia,4
Ericaceae,Satyria,Satyria leptantha,4
Ericaceae,Satyria,Satyria panurensis,4
Ericaceae,Satyria,Satyria pilosa,4
Ericaceae,Satyria,Satyria toroi,4
Ericaceae,Satyria,Satyria ventricosa,3
Ericaceae,Semiramisia,Semiramisia speciosa,4
Ericaceae,Sphyrospermum,Sphyrospermum boekei,4
Ericaceae,Sphyrospermum,Sphyrospermum buxifolium,4
Ericaceae,Sphyrospermum,Sphyrospermum cordifolium,4
Ericaceae,Sphyrospermum,Sphyrospermum dissimile,4
Ericaceae,Sphyrospermum,Sphyrospermum grandifolium,4
Ericaceae,Sphyrospermum,Sphyrospermum majus,4
Ericaceae,Themistoclesia,Themistoclesia crassifolia,4
Ericaceae,Themistoclesia,Themistoclesia dependens,4
Ericaceae,Themistoclesia,Themistoclesia recondita,4
Ericaceae,Thibaudia,Thibaudia archeri,4
Ericaceae,Thibaudia,Thibaudia cupatensis,4
Ericaceae,Thibaudia,Thibaudia formosa,4
Ericaceae,Thibaudia,Thibaudia involucrata,4
Ericaceae,Vaccinium,Vaccinium euryanthum,3
Ericaceae,Vaccinium,Vaccinium latifolium,3
Ericaceae,Vaccinium,Vaccinium racemosum,3
Euphorbiaceae,Acalypha,Acalypha diversifolia,3
Euphorbiaceae,Acalypha,Acalypha padifolia,3
Euphorbiaceae,Acalypha,Acalypha scandens,3
Euphorbiaceae,Acidocroton,Acidocroton oligostemon,3
Euphorbiaceae,Bia,Bia alienata,1
Euphorbiaceae,Bia,Bia capivarensis,1
Euphorbiaceae,Bia,Bia fallax,1
Euphorbiaceae,Bia,Bia fendleri,1
Euphorbiaceae,Bia,Bia lessertiana,1
Euphorbiaceae,Croton,Croton ascendens,3
Euphorbiaceae,Croton,Croton grazielae,3
Euphorbiaceae,Croton,Croton javarisensis,3
Euphorbiaceae,Croton,Croton perimetralensis,3
Euphorbiaceae,Croton,Croton pullei,3
Euphorbiaceae,Dalechampia,Dalechampia affinis,1
Euphorbiaceae,Dalechampia,Dalechampia alata,1
Euphorbiaceae,Dalechampia,Dalechampia albibracteosa,1
Euphorbiaceae,Dalechampia,Dalechampia allemii,1
Euphorbiaceae,Dalechampia,Dalechampia anomala,1
Euphorbiaceae,Dalechampia,Dalechampia arciana,1
Euphorbiaceae,Dalechampia,Dalechampia aristolochiifolia,1
Euphorbiaceae,Dalechampia,Dalechampia armbrusteri,1
Euphorbiaceae,Dalechampia,Dalechampia attenuistylus,1
Euphorbiaceae,Dalechampia,Dalechampia bangii,1
Euphorbiaceae,Dalechampia,Dalechampia boliviana,1
Euphorbiaceae,Dalechampia,Dalechampia brasiliensis,1
Euphorbiaceae,Dalechampia,Dalechampia brevicolumna,1
Euphorbiaceae,Dalechampia,Dalechampia brownsbergensis,1
Euphorbiaceae,Dalechampia,Dalechampia burchellii,1
Euphorbiaceae,Dalechampia,Dalechampia canescens,1
Euphorbiaceae,Dalechampia,Dalechampia caperonioides,1
Euphorbiaceae,Dalechampia,Dalechampia cissifolia,1
Euphorbiaceae,Dalechampia,Dalechampia clausseniana,1
Euphorbiaceae,Dalechampia,Dalechampia convolvuloides,1
Euphorbiaceae,Dalechampia,Dalechampia cordata,1
Euphorbiaceae,Dalechampia,Dalechampia coriacea,1
Euphorbiaceae,Dalechampia,Dalechampia cujabensis,1
Euphorbiaceae,Dalechampia,Dalechampia denticulata,1
Euphorbiaceae,Dalechampia,Dalechampia dioscoreifolia,1
Euphorbiaceae,Dalechampia,Dalechampia fernandesii,1
Euphorbiaceae,Dalechampia,Dalechampia ficifolia,1
Euphorbiaceae,Dalechampia,Dalechampia fragrans,1
Euphorbiaceae,Dalechampia,Dalechampia friedrichsthalii,1
Euphorbiaceae,Dalechampia,Dalechampia gentryi,1
Euphorbiaceae,Dalechampia,Dalechampia glechomifolia,1
Euphorbiaceae,Dalechampia,Dalechampia granadilla,1
Euphorbiaceae,Dalechampia,Dalechampia hassleriana,1
Euphorbiaceae,Dalechampia,Dalechampia hastata,1
Euphorbiaceae,Dalechampia,Dalechampia herzogiana,1
Euphorbiaceae,Dalechampia,Dalechampia heterobractea,1
Euphorbiaceae,Dalechampia,Dalechampia heteromorpha,1
Euphorbiaceae,Dalechampia,Dalechampia hispida,1
Euphorbiaceae,Dalechampia,Dalechampia ilheotica,1
Euphorbiaceae,Dalechampia,Dalechampia juruana,1
Euphorbiaceae,Dalechampia,Dalechampia karsteniana,1
Euphorbiaceae,Dalechampia,Dalechampia laevigata,1
Euphorbiaceae,Dalechampia,Dalechampia leandrii,1
Euphorbiaceae,Dalechampia,Dalechampia liesneri,1
Euphorbiaceae,Dalechampia,Dalechampia luetzelburgii,1
Euphorbiaceae,Dalechampia,Dalechampia magnistipulata,1
Euphorbiaceae,Dalechampia,Dalechampia martiana,1
Euphorbiaceae,Dalechampia,Dalechampia megacarpa,1
Euphorbiaceae,Dalechampia,Dalechampia meridionalis,1
Euphorbiaceae,Dalechampia,Dalechampia micrantha,1
Euphorbiaceae,Dalechampia,Dalechampia micromeria,1
Euphorbiaceae,Dalechampia,Dalechampia occidentalis,1
Euphorbiaceae,Dalechampia,Dalechampia olfersiana,1
Euphorbiaceae,Dalechampia,Dalechampia olympiana,1
Euphorbiaceae,Dalechampia,Dalechampia panamensis,1
Euphorbiaceae,Dalechampia,Dalechampia papillistigma,1
Euphorbiaceae,Dalechampia,Dalechampia parvibracteata,1
Euphorbiaceae,Dalechampia,Dalechampia passiflora,1
Euphorbiaceae,Dalechampia,Dalechampia peckoltiana,1
Euphorbiaceae,Dalechampia,Dalechampia pentaphylla,1
Euphorbiaceae,Dalechampia,Dalechampia pernambucensis,1
Euphorbiaceae,Dalechampia,Dalechampia psilogyne,1
Euphorbiaceae,Dalechampia,Dalechampia purpurata,1
Euphorbiaceae,Dalechampia,Dalechampia regnellii,1
Euphorbiaceae,Dalechampia,Dalechampia reitzkleinii,1
Euphorbiaceae,Dalechampia,Dalechampia riparia,1
Euphorbiaceae,Dalechampia,Dalechampia scandens,1
Euphorbiaceae,Dalechampia,Dalechampia schenckiana,1
Euphorbiaceae,Dalechampia,Dalechampia schippii,1
Euphorbiaceae,Dalechampia,Dalechampia shankii,1
Euphorbiaceae,Dalechampia,Dalechampia spathulata,1
Euphorbiaceae,Dalechampia,Dalechampia stenosepala,1
Euphorbiaceae,Dalechampia,Dalechampia stipulacea,1
Euphorbiaceae,Dalechampia,Dalechampia subintegra,1
Euphorbiaceae,Dalechampia,Dalechampia sylvestris,1
Euphorbiaceae,Dalechampia,Dalechampia tenuiramea,1
Euphorbiaceae,Dalechampia,Dalechampia tiliifolia,1
Euphorbiaceae,Dalechampia,Dalechampia trichophila,1
Euphorbiaceae,Dalechampia,Dalechampia triphylla,1
Euphorbiaceae,Dalechampia,Dalechampia uleana,1
Euphorbiaceae,Dalechampia,Dalechampia ulmifolia,1
Euphorbiaceae,Dalechampia,Dalechampia variifolia,1
Euphorbiaceae,Dalechampia,Dalechampia violacea,1
Euphorbiaceae,Dalechampia,Dalechampia viridissima,1
Euphorbiaceae,Dalechampia,Dalechampia weberbaueri,1
Euphorbiaceae,Dalechampia,Dalechampia websteri,1
Euphorbiaceae,Euphorbia,Euphorbia colletioides,3
Euphorbiaceae,Euphorbia,Euphorbia splendens,3
Euphorbiaceae,Euphorbia,Euphorbia tithymaloides,3
Euphorbiaceae,Euphorbia,Euphorbia verapazensis,3
Euphorbiaceae,Mabea,Mabea biglandulosa,1
Euphorbiaceae,Mabea,Mabea taquari,3
Euphorbiaceae,Manihot,Manihot anomala,3
Euphorbiaceae,Manihot,Manihot baccata,1
Euphorbiaceae,Manihot,Manihot brachyloba,3
Euphorbiaceae,Manihot,Manihot breviloba,6
Euphorbiaceae,Manihot,Manihot chlorosticta,3
Euphorbiaceae,Manihot,Manihot inflata,3
Euphorbiaceae,Manihot,Manihot leptophylla,3
Euphorbiaceae,Manihot,Manihot maracasensis,3
Euphorbiaceae,Manihot,Manihot procumbens,3
Euphorbiaceae,Manihot,Manihot pruinosa,3
Euphorbiaceae,Manihot,Manihot quinquepartita,3
Euphorbiaceae,Omphalea,Omphalea brasiliensis,5
Euphorbiaceae,Omphalea,Omphalea diandra,5
Euphorbiaceae,Platygyna,Platygyna dentata,1
Euphorbiaceae,Platygyna,Platygyna hexandra,1
Euphorbiaceae,Platygyna,Platygyna leonis,1
Euphorbiaceae,Platygyna,Platygyna obovata,1
Euphorbiaceae,Platygyna,Platygyna parvifolia,1
Euphorbiaceae,Platygyna,Platygyna triandra,1
Euphorbiaceae,Platygyna,Platygyna volubilis,1
Euphorbiaceae,Plukenetia,Plukenetia brachybotrya,1
Euphorbiaceae,Plukenetia,Plukenetia lehmanniana,1
Euphorbiaceae,Plukenetia,Plukenetia loretensis,1
Euphorbiaceae,Plukenetia,Plukenetia multiglandulosa,1
Euphorbiaceae,Plukenetia,Plukenetia penninervia,1
Euphorbiaceae,Plukenetia,Plukenetia polyadenia,1
Euphorbiaceae,Plukenetia,Plukenetia serrata,1
Euphorbiaceae,Plukenetia,Plukenetia stipellata,1
Euphorbiaceae,Plukenetia,Plukenetia supraglandulosa,1
Euphorbiaceae,Plukenetia,Plukenetia verrucosa,1
Euphorbiaceae,Plukenetia,Plukenetia volubilis,1
Euphorbiaceae,Romanoa,Romanoa tamnoides,1
Euphorbiaceae,Tragia,Tragia aurea,1
Euphorbiaceae,Tragia,Tragia bahiensis,1
Euphorbiaceae,Tragia,Tragia biflora,1
Euphorbiaceae,Tragia,Tragia chlorocaulon,1
Euphorbiaceae,Tragia,Tragia correae,1
Euphorbiaceae,Tragia,Tragia cubensis,1
Euphorbiaceae,Tragia,Tragia depauperata,1
Euphorbiaceae,Tragia,Tragia emilii,1
Euphorbiaceae,Tragia,Tragia fallax,1
Euphorbiaceae,Tragia,Tragia fendleri,1
Euphorbiaceae,Tragia,Tragia friesii,1
Euphorbiaceae,Tragia,Tragia gracilis,1
Euphorbiaceae,Tragia,Tragia karsteniana,1
Euphorbiaceae,Tragia,Tragia lessertiana,1
Euphorbiaceae,Tragia,Tragia mexicana,1
Euphorbiaceae,Tragia,Tragia nepetifolia,1
Euphorbiaceae,Tragia,Tragia pacifica,1
Euphorbiaceae,Tragia,Tragia paxii,1
Euphorbiaceae,Tragia,Tragia polyandra,1
Euphorbiaceae,Tragia,Tragia rubiginosa,1
Euphorbiaceae,Tragia,Tragia sellowiana,1
Euphorbiaceae,Tragia,Tragia subhastata,1
Euphorbiaceae,Tragia,Tragia uberabana,1
Euphorbiaceae,Tragia,Tragia volubilis,1
Euphorbiaceae,Tragia,Tragia yucatanensis,1
Euphorbiaceae,Tragia,Tragia bailloniana,1
Euphorbiaceae,Manihot,Manihot brachyandra,3
Euphorbiaceae,Manihot,Manihot compositifolia,3
Fabaceae,Abrus,Abrus fruticulosus,1
Fabaceae,Abrus,Abrus melanospermus,1
Fabaceae,Abrus,Abrus precatorius,1
Fabaceae,Abrus,Abrus pulchellus,1
Fabaceae,Adenopodia,Adenopodia gymnantha,3
Fabaceae,Adenopodia,Adenopodia oaxacana,3
Fabaceae,Adenopodia,Adenopodia patens,3
Fabaceae,Amicia,Amicia lobbiana,3
Fabaceae,Ancistrotropis,Ancistrotropis firmula,1
Fabaceae,Ancistrotropis,Ancistrotropis peduncularis,1
Fabaceae,Ancistrotropis,Ancistrotropis robusta,1
Fabaceae,Ancistrotropis,Ancistrotropis serrana,1
Fabaceae,Ancistrotropis,Ancistrotropis subhastata,1
Fabaceae,Apurimacia,Apurimacia boliviana,3
Fabaceae,Barbieria,Barbieria pinnata,1
Fabaceae,Biancaea,Biancaea decapetala,3
Fabaceae,Calopogonium,Calopogonium brachycarpum,1
Fabaceae,Calopogonium,Calopogonium caeruleum,1
Fabaceae,Calopogonium,Calopogonium domingense,1
Fabaceae,Calopogonium,Calopogonium galactioides,1
Fabaceae,Calopogonium,Calopogonium mucunoides,1
Fabaceae,Calopogonium,Calopogonium pumilum,1
Fabaceae,Calopogonium,Calopogonium racemosum,1
Fabaceae,Calopogonium,Calopogonium sericeum,1
Fabaceae,Calopogonium,Calopogonium velutinum,1
Fabaceae,Camptosema,Camptosema douradense,3
Fabaceae,Camptosema,Camptosema ellipticum,1
Fabaceae,Camptosema,Camptosema goiasana,1
Fabaceae,Camptosema,Camptosema nobile,1
Fabaceae,Camptosema,Camptosema paraguariense,1
Fabaceae,Camptosema,Camptosema praeandinum,1
Fabaceae,Camptosema,Camptosema rubicundum,1
Fabaceae,Camptosema,Camptosema scarlatinum,1
Fabaceae,Camptosema,Camptosema spectabile,1
Fabaceae,Canavalia,Canavalia acuminata,1
Fabaceae,Canavalia,Canavalia altipendula,1
Fabaceae,Canavalia,Canavalia beniensis,1
Fabaceae,Canavalia,Canavalia bicarinata,1
Fabaceae,Canavalia,Canavalia boliviana,1
Fabaceae,Canavalia,Canavalia bonariensis,1
Fabaceae,Canavalia,Canavalia brasiliensis,1
Fabaceae,Canavalia,Canavalia cassidea,1
Fabaceae,Canavalia,Canavalia cathartica,1
Fabaceae,Canavalia,Canavalia concinna,1
Fabaceae,Canavalia,Canavalia dictyota,1
Fabaceae,Canavalia,Canavalia dolichothyrsa,1
Fabaceae,Canavalia,Canavalia dura,1
Fabaceae,Canavalia,Canavalia ensiformis,1
Fabaceae,Canavalia,Canavalia eurycarpa,1
Fabaceae,Canavalia,Canavalia glabra,1
Fabaceae,Canavalia,Canavalia gladiata,1
Fabaceae,Canavalia,Canavalia grandiflora,1
Fabaceae,Canavalia,Canavalia hirsutissima,1
Fabaceae,Canavalia,Canavalia macropleura,1
Fabaceae,Canavalia,Canavalia mandibulata,1
Fabaceae,Canavalia,Canavalia maritima,1
Fabaceae,Canavalia,Canavalia mattogrossensis,1
Fabaceae,Canavalia,Canavalia matudae,1
Fabaceae,Canavalia,Canavalia microsperma,1
Fabaceae,Canavalia,Canavalia nitida,1
Fabaceae,Canavalia,Canavalia obidensis,1
Fabaceae,Canavalia,Canavalia oxyphylla,1
Fabaceae,Canavalia,Canavalia palmeri,1
Fabaceae,Canavalia,Canavalia parviflora,1
Fabaceae,Canavalia,Canavalia picta,1
Fabaceae,Canavalia,Canavalia piperi,1
Fabaceae,Canavalia,Canavalia plagiosperma,1
Fabaceae,Canavalia,Canavalia rosea,1
Fabaceae,Canavalia,Canavalia saueri,1
Fabaceae,Canavalia,Canavalia sericophylla,1
Fabaceae,Canavalia,Canavalia villosa,1
Fabaceae,Canavalia,Canavalia wurdackii,1
Fabaceae,Centrosema,Centrosema acutifolium,1
Fabaceae,Centrosema,Centrosema angustifolium,1
Fabaceae,Centrosema,Centrosema arenarium,1
Fabaceae,Centrosema,Centrosema bellum,1
Fabaceae,Centrosema,Centrosema bifidum,1
Fabaceae,Centrosema,Centrosema bracteosum,1
Fabaceae,Centrosema,Centrosema brasilianum,1
Fabaceae,Centrosema,Centrosema capitatum,1
Fabaceae,Centrosema,Centrosema carajasense,1
Fabaceae,Centrosema,Centrosema coriaceum,1
Fabaceae,Centrosema,Centrosema dasyanthum,1
Fabaceae,Centrosema,Centrosema fasciculatum,1
Fabaceae,Centrosema,Centrosema galeottii,1
Fabaceae,Centrosema,Centrosema grandiflorum,1
Fabaceae,Centrosema,Centrosema grazielae,1
Fabaceae,Centrosema,Centrosema haitense,1
Fabaceae,Centrosema,Centrosema jaraguaense,1
Fabaceae,Centrosema,Centrosema latidens,1
Fabaceae,Centrosema,Centrosema lucia-helenae,1
Fabaceae,Centrosema,Centrosema macranthum,1
Fabaceae,Centrosema,Centrosema macrocarpum,1
Fabaceae,Centrosema,Centrosema molle,1
Fabaceae,Centrosema,Centrosema pascuorum,1
Fabaceae,Centrosema,Centrosema platycarpum,1
Fabaceae,Centrosema,Centrosema plumieri,1
Fabaceae,Centrosema,Centrosema pubescens,1
Fabaceae,Centrosema,Centrosema rotundifolium,1
Fabaceae,Centrosema,Centrosema sagittatum,1
Fabaceae,Centrosema,Centrosema schottii,1
Fabaceae,Centrosema,Centrosema tapirapoanense,1
Fabaceae,Centrosema,Centrosema teresae,1
Fabaceae,Centrosema,Centrosema tetragonolobum,1
Fabaceae,Centrosema,Centrosema triquetrum,1
Fabaceae,Centrosema,Centrosema unifoliatum,1
Fabaceae,Centrosema,Centrosema venosum,1
Fabaceae,Centrosema,Centrosema vetulum,1
Fabaceae,Centrosema,Centrosema vexillatum,1
Fabaceae,Centrosema,Centrosema virginianum,1
Fabaceae,Chaetocalyx,Chaetocalyx acutifolius,1
Fabaceae,Chaetocalyx,Chaetocalyx blanchetianus,1
Fabaceae,Chaetocalyx,Chaetocalyx bracteosus,1
Fabaceae,Chaetocalyx,Chaetocalyx brasiliensis,1
Fabaceae,Chaetocalyx,Chaetocalyx chacoensis,1
Fabaceae,Chaetocalyx,Chaetocalyx klugii,1
Fabaceae,Chaetocalyx,Chaetocalyx latisiliquus,1
Fabaceae,Chaetocalyx,Chaetocalyx longiflorus,1
Fabaceae,Chaetocalyx,Chaetocalyx nigricans,1
Fabaceae,Chaetocalyx,Chaetocalyx platycarpus,1
Fabaceae,Chaetocalyx,Chaetocalyx scandens,1
Fabaceae,Chaetocalyx,Chaetocalyx subulatus,1
Fabaceae,Chaetocalyx,Chaetocalyx tomentosus,1
Fabaceae,Chaetocalyx,Chaetocalyx weberbaueri,1
Fabaceae,Chamaecrista,Chamaecrista acosmifolia,3
Fabaceae,Chamaecrista,Chamaecrista barbata,3
Fabaceae,Cleobulia,Cleobulia diocleoides,1
Fabaceae,Cleobulia,Cleobulia leiantha,1
Fabaceae,Cleobulia,Cleobulia multiflora,1
Fabaceae,Clitoria,Clitoria amazonum,1
Fabaceae,Clitoria,Clitoria arborescens,1
Fabaceae,Clitoria,Clitoria cavalcantei,1
Fabaceae,Clitoria,Clitoria coriacea,1
Fabaceae,Clitoria,Clitoria falcata,1
Fabaceae,Clitoria,Clitoria flexuosa,1
Fabaceae,Clitoria,Clitoria froesii,1
Fabaceae,Clitoria,Clitoria glaberrima,1
Fabaceae,Clitoria,Clitoria guianensis,1
Fabaceae,Clitoria,Clitoria javitensis,1
Fabaceae,Clitoria,Clitoria kaieteurensis,1
Fabaceae,Clitoria,Clitoria leptostachya,1
Fabaceae,Clitoria,Clitoria magentea,1
Fabaceae,Clitoria,Clitoria mexicana,1
Fabaceae,Clitoria,Clitoria obidensis,1
Fabaceae,Clitoria,Clitoria plumosa,1
Fabaceae,Clitoria,Clitoria polystachya,1
Fabaceae,Clitoria,Clitoria pozuzoensis,1
Fabaceae,Clitoria,Clitoria rufescens,1
Fabaceae,Clitoria,Clitoria sagotii,1
Fabaceae,Clitoria,Clitoria selloi,1
Fabaceae,Clitoria,Clitoria simplicifolia,1
Fabaceae,Clitoria,Clitoria snethlageae,1
Fabaceae,Clitoria,Clitoria stipularis,1
Fabaceae,Clitoria,Clitoria ternatea,1
Fabaceae,Clitoria,Clitoria tunuhiensis,1
Fabaceae,Cochliasanthus,Cochliasanthus caracalla,1
Fabaceae,Cologania,Cologania angustifolia,1
Fabaceae,Cologania,Cologania broussonetii,1
Fabaceae,Condylostylis,Condylostylis candida,1
Fabaceae,Condylostylis,Condylostylis vignoides,1
Fabaceae,Cratylia,Cratylia argentea,1
Fabaceae,Cratylia,Cratylia bahiensis,3
Fabaceae,Cratylia,Cratylia hypargyraea,1
Fabaceae,Cratylia,Cratylia intermedia,1
Fabaceae,Cratylia,Cratylia mollis,1
Fabaceae,Cymbosema,Cymbosema roseum,1
Fabaceae,Dalbergia,Dalbergia amazonica,5
Fabaceae,Dalbergia,Dalbergia brownei,5
Fabaceae,Dalbergia,Dalbergia catingicola,3
Fabaceae,Dalbergia,Dalbergia ecastaphyllum,3
Fabaceae,Dalbergia,Dalbergia frutescens,5
Fabaceae,Dalbergia,Dalbergia glabra,5
Fabaceae,Dalbergia,Dalbergia glauca,3
Fabaceae,Dalbergia,Dalbergia gracilis,5
Fabaceae,Dalbergia,Dalbergia grandistipula,5
Fabaceae,Dalbergia,Dalbergia guttembergii,5
Fabaceae,Dalbergia,Dalbergia hygrophila,5
Fabaceae,Dalbergia,Dalbergia intermedia,5
Fabaceae,Dalbergia,Dalbergia inundata,5
Fabaceae,Dalbergia,Dalbergia iquitosensis,3
Fabaceae,Dalbergia,Dalbergia lateriflora,5
Fabaceae,Dalbergia,Dalbergia monetaria,3
Fabaceae,Dalbergia,Dalbergia negrensis,5
Fabaceae,Dalbergia,Dalbergia riedelii,5
Fabaceae,Dalbergia,Dalbergia riparia,5
Fabaceae,Dalbergia,Dalbergia sampaioana,5
Fabaceae,Dalbergia,Dalbergia subcymosa,3
Fabaceae,Deguelia,Deguelia amazonica,5
Fabaceae,Deguelia,Deguelia densiflora,3
Fabaceae,Deguelia,Deguelia glaucifolia,3
Fabaceae,Deguelia,Deguelia negrensis,1
Fabaceae,Deguelia,Deguelia nitidula,5
Fabaceae,Deguelia,Deguelia rariflora,1
Fabaceae,Deguelia,Deguelia scandens,1
Fabaceae,Deguelia,Deguelia urucu,5
Fabaceae,Desmodium,Desmodium adscendens,3
Fabaceae,Desmodium,Desmodium campyloclados,3
Fabaceae,Desmodium,Desmodium caripense,3
Fabaceae,Desmodium,Desmodium guianense,3
Fabaceae,Desmodium,Desmodium infractum,3
Fabaceae,Desmodium,Desmodium intortum,3
Fabaceae,Desmodium,Desmodium macrodesmum,3
Fabaceae,Desmodium,Desmodium metallicum,3
Fabaceae,Desmodium,Desmodium poeppigianum,3
Fabaceae,Desmodium,Desmodium purpusii,3
Fabaceae,Desmodium,Desmodium rhynchodesmum,3
Fabaceae,Desmodium,Desmodium saccatum,3
Fabaceae,Desmodium,Desmodium sclerophyllum,3
Fabaceae,Desmodium,Desmodium uncinatum,3
Fabaceae,Desmodium,Desmodium vargasianum,3
Fabaceae,Desmodium,Desmodium yungasense,3
Fabaceae,Dioclea,Dioclea albiflora,1
Fabaceae,Dioclea,Dioclea apiculata,1
Fabaceae,Dioclea,Dioclea apurensis,1
Fabaceae,Dioclea,Dioclea aurea,1
Fabaceae,Dioclea,Dioclea bicolor,1
Fabaceae,Dioclea,Dioclea burkartii,1
Fabaceae,Dioclea,Dioclea circinata,1
Fabaceae,Dioclea,Dioclea coriacea,1
Fabaceae,Dioclea,Dioclea densiflora,1
Fabaceae,Dioclea,Dioclea dictyoneura,1
Fabaceae,Dioclea,Dioclea edulis,1
Fabaceae,Dioclea,Dioclea erecta,1
Fabaceae,Dioclea,Dioclea ferruginea,1
Fabaceae,Dioclea,Dioclea fimbriata,1
Fabaceae,Dioclea,Dioclea flexuosa,1
Fabaceae,Dioclea,Dioclea funalis,1
Fabaceae,Dioclea,Dioclea glabra,1
Fabaceae,Dioclea,Dioclea grandiflora,1
Fabaceae,Dioclea,Dioclea grandistipula,1
Fabaceae,Dioclea,Dioclea guianensis,1
Fabaceae,Dioclea,Dioclea haughtii,1
Fabaceae,Dioclea,Dioclea hexandra,1
Fabaceae,Dioclea,Dioclea hispidimarginata,1
Fabaceae,Dioclea,Dioclea holtiana,1
Fabaceae,Dioclea,Dioclea huberi,1
Fabaceae,Dioclea,Dioclea lasiocarpa,1
Fabaceae,Dioclea,Dioclea lasiophylla,1
Fabaceae,Dioclea,Dioclea latifolia,1
Fabaceae,Dioclea,Dioclea lehmannii,1
Fabaceae,Dioclea,Dioclea macrantha,1
Fabaceae,Dioclea,Dioclea macrocarpa,1
Fabaceae,Dioclea,Dioclea malacocarpa,1
Fabaceae,Dioclea,Dioclea marginata,1
Fabaceae,Dioclea,Dioclea megacarpa,1
Fabaceae,Dioclea,Dioclea mollicoma,1
Fabaceae,Dioclea,Dioclea ovalis,1
Fabaceae,Dioclea,Dioclea paniculata,1
Fabaceae,Dioclea,Dioclea paraguariensis,1
Fabaceae,Dioclea,Dioclea pulchra,1
Fabaceae,Dioclea,Dioclea reflexa,1
Fabaceae,Dioclea,Dioclea rigida,1
Fabaceae,Dioclea,Dioclea ruddiae,1
Fabaceae,Dioclea,Dioclea rufescens,1
Fabaceae,Dioclea,Dioclea scabra,1
Fabaceae,Dioclea,Dioclea schimpffii,1
Fabaceae,Dioclea,Dioclea schottii,1
Fabaceae,Dioclea,Dioclea sclerocarpa,1
Fabaceae,Dioclea,Dioclea sericea,1
Fabaceae,Dioclea,Dioclea steyermarkii,1
Fabaceae,Dioclea,Dioclea ucayalina,1
Fabaceae,Dioclea,Dioclea vallensis,1
Fabaceae,Dioclea,Dioclea violacea,1
Fabaceae,Dioclea,Dioclea virgata,1
Fabaceae,Dioclea,Dioclea wilsonii,1
Fabaceae,Dipogon,Dipogon lignosus,1
Fabaceae,Dolichopsis,Dolichopsis ligulata,1
Fabaceae,Dolichopsis,Dolichopsis paraguariensis,1
Fabaceae,Entada,Entada gigas,2
Fabaceae,Entada,Entada polystachya,2
Fabaceae,Galactia,Galactia acapulcensis,1
Fabaceae,Galactia,Galactia acuminata,1
Fabaceae,Galactia,Galactia acunana,1
Fabaceae,Galactia,Galactia albiflora,1
Fabaceae,Galactia,Galactia argentea,1
Fabaceae,Galactia,Galactia augusti,1
Fabaceae,Galactia,Galactia bahamensis,1
Fabaceae,Galactia,Galactia belizensis,1
Fabaceae,Galactia,Galactia benthamiana,1
Fabaceae,Galactia,Galactia brachyodon,1
